year,GP,GS,minutes,oRebounds,PF,fgAttempted,ftMade,threeAttempted,dq,PostGP,PostGS,PostoRebounds,PostRebounds,PostAssists,PostSteals,PostBlocks,PostTurnovers,PostPF,PostftAttempted,PostthreeAttempted,PostDQ,total_rebounds,total_blocks,total_steals,total_turnovers,FG%,FT%,award,Avg_Rebounds_Per_Game,Avg_Steals_Per_Game,Avg_Turnovers_Per_Game,Usability,POSITION_METRIC,playoff,playerID,tmID,pos
2,4,1,72,1,4,15,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,3,0.4666666666666667,1.0,0,1.0,0.75,0.75,0.45,0.6666666666666666,0,harrokr01w,MIN,G
3,27,6,481,9,24,95,4,54,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,12,28,0.3894736842105263,0.4,0,1.7037037037037037,0.4444444444444444,1.037037037037037,0.44537037037037036,0.35064935064935066,0,harrokr01w,MIN,G
4,31,0,499,9,15,87,8,43,0,3,0,1,7,5,1,0,3,6,2,7,0,46,3,19,42,0.3673469387755102,0.6,0,1.2580645161290323,0.5806451612903226,1.2580645161290323,0.40241935483870966,0.3356643356643357,1,harrokr01w,MIN,G
6,34,34,832,11,37,151,28,68,0,0,0,0,0,0,0,0,0,0,0,0,0,82,1,38,54,0.3509933774834437,0.7777777777777778,0,2.411764705882353,1.1176470588235294,1.588235294117647,0.611764705882353,0.3232323232323232,0,harrokr01w,MIN,G
10,31,26,520,17,32,111,9,39,0,5,2,0,1,11,2,0,4,1,0,3,0,58,0,18,31,0.37398373983739835,0.8181818181818182,0,1.8387096774193548,0.5161290322580645,0.8709677419354839,0.41935483870967744,0.46464646464646464,1,harrokr01w,LAS,G
5,29,1,350,23,65,159,21,0,0,2,0,0,2,0,0,1,3,2,0,0,0,86,30,7,37,0.40963855421686746,0.5526315789473685,0,2.896551724137931,0.2413793103448276,1.1724137931034482,0.3017241379310345,0.2803738317757009,1,haydeva01w,MIN,C
6,31,25,595,48,110,238,40,0,2,0,0,0,0,0,0,0,0,0,0,0,0,163,68,15,63,0.4327731092436975,0.5555555555555556,0,5.258064516129032,0.4838709677419355,2.032258064516129,0.4798387096774194,0.615013566475731,0,haydeva01w,MIN,C
7,33,3,424,41,118,169,41,0,2,0,0,0,0,0,0,0,0,0,0,0,0,115,44,6,44,0.40236686390532544,0.6212121212121212,0,3.484848484848485,0.18181818181818182,1.3333333333333333,0.3212121212121212,0.3738317757009345,0,haydeva01w,MIN,C
9,30,0,304,42,82,146,27,0,2,0,0,0,0,0,0,0,0,0,0,0,0,105,14,14,26,0.4452054794520548,0.6136363636363636,0,3.5,0.4666666666666667,0.8666666666666667,0.25333333333333335,0.1308411214953271,0,haydeva01w,MIN,C
10,25,1,269,27,49,95,16,0,0,1,0,0,0,0,0,0,0,0,0,0,0,67,22,4,19,0.4105263157894737,0.64,0,2.68,0.16,0.76,0.269,0.2467289719626168,1,haydeva01w,LAS,C
6,30,0,434,19,41,117,19,32,0,8,0,4,14,8,8,0,4,8,6,1,0,76,1,41,39,0.34558823529411764,0.7931034482758621,0,2.066666666666667,1.1,1.1666666666666667,0.3616666666666667,0.2233766233766234,1,haynikr01w,SAC,G
7,34,0,476,20,50,151,21,30,0,9,0,3,17,18,8,0,9,15,5,17,0,84,2,35,55,0.3877551020408163,0.8666666666666667,0,1.9705882352941178,0.7941176470588235,1.3529411764705883,0.35,0.26877470355731226,1,haynikr01w,SAC,G
8,34,2,545,8,43,136,8,45,0,3,0,1,5,6,1,1,4,3,2,5,0,42,7,19,72,0.36486486486486486,0.8333333333333334,0,1.088235294117647,0.5294117647058824,2.0,0.4007352941176471,0.18716577540106952,1,haynikr01w,SAC,G
9,33,3,486,15,41,95,24,32,0,0,0,0,0,0,0,0,0,0,0,0,0,56,4,30,47,0.3157894736842105,0.75,0,1.696969696969697,0.9090909090909091,1.4242424242424243,0.36818181818181817,0.3172147001934236,0,haynikr01w,ATL,G
10,29,3,317,8,27,88,17,28,0,0,0,0,0,0,0,0,0,0,0,0,0,40,1,27,25,0.375,0.8095238095238095,0,1.3793103448275863,0.9310344827586207,0.8620689655172413,0.27327586206896554,0.2109090909090909,0,haynikr01w,SAC,G
1,17,1,149,5,17,22,10,7,0,1,0,2,2,1,1,1,1,0,0,1,0,20,1,5,12,0.32,0.625,0,1.0588235294117647,0.23529411764705882,0.6470588235294118,0.21911764705882353,0.24793388429752064,1,headde01w,PHO,G
2,23,0,179,5,5,38,2,22,0,1,0,0,0,0,0,0,0,0,0,0,0,21,0,6,16,0.23684210526315788,0.2857142857142857,0,0.9130434782608695,0.2608695652173913,0.6956521739130435,0.19456521739130433,0.25,1,hendene01w,HOU,G
3,23,0,173,12,26,41,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,34,7,3,18,0.3902439024390244,1.0,0,1.4782608695652173,0.13043478260869565,0.782608695652174,0.18804347826086956,0.08533116619260463,0,hendetr01w,CLE,C
4,11,0,45,6,6,13,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,15,1,1,4,0.14285714285714285,0.0,0,1.2727272727272727,0.09090909090909091,0.36363636363636365,0.10227272727272728,0.025488530161427356,1,hendetr01w,CLE,C
1,32,32,980,22,73,151,37,66,1,0,0,0,0,0,0,0,0,0,0,0,0,86,3,61,54,0.3509933774834437,0.6065573770491803,0,2.6875,1.90625,1.6875,0.765625,0.265993265993266,0,henniso01w,SEA,G
2,32,28,902,14,62,129,18,44,2,0,0,0,0,0,0,0,0,0,0,0,0,71,6,52,43,0.3178294573643411,0.5142857142857142,0,2.21875,1.625,1.34375,0.7046875,0.3932346723044397,0,henniso01w,SEA,G
3,31,15,728,18,57,74,7,16,0,3,3,1,4,4,1,0,2,2,0,2,0,88,7,33,45,0.3132530120481928,0.4666666666666667,0,2.7096774193548385,1.032258064516129,1.3870967741935485,0.5870967741935483,0.27906976744186046,1,henniso01w,SEA,G
4,24,1,295,2,28,43,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,15,13,0.2558139534883721,0.25,0,1.0416666666666667,0.625,0.5416666666666666,0.3072916666666667,0.4055944055944056,0,henniso01w,WAS,G
1,25,0,341,26,41,75,19,1,1,0,0,0,0,0,0,0,0,0,0,0,0,59,5,7,29,0.48,0.6129032258064516,0,2.36,0.28,1.16,0.341,0.056074766355140186,0,herriam01w,SAS,C
2,32,1,448,23,47,93,35,0,0,2,0,1,2,1,0,1,1,4,0,0,0,83,15,8,36,0.4489795918367347,0.7608695652173914,0,2.53125,0.25,1.09375,0.35,0.12266355140186914,1,herriam01w,SAS,C
3,28,3,269,15,35,53,22,0,0,2,0,1,2,0,0,1,1,1,0,0,0,59,15,9,22,0.4444444444444444,0.7333333333333333,0,2.0357142857142856,0.32142857142857145,0.75,0.24017857142857144,0.14018691588785046,1,herriam01w,SAS,C
1,20,6,240,8,22,59,7,31,0,0,0,0,0,0,0,0,0,0,0,0,0,30,1,7,17,0.3220338983050847,0.7777777777777778,0,1.5,0.35,0.85,0.3,0.3440860215053763,0,hibbeka01w,SEA,G-F
1,26,1,157,13,33,23,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,7,2,17,0.43478260869565216,0.6206896551724138,0,1.0,0.07692307692307693,0.6538461538461539,0.15096153846153845,0.8695652173913043,1,hicksje01w,CON,F-C
2,32,5,456,38,85,162,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,17,23,53,0.3888888888888889,0.6515151515151515,0,2.875,0.71875,1.65625,0.35625,0.5490578297595841,0,hicksje01w,CON,F-C
3,31,6,471,60,77,153,44,0,1,0,0,0,0,0,0,0,0,0,0,0,0,102,25,19,51,0.477124183006536,0.6984126984126984,0,3.2903225806451615,0.6129032258064516,1.6451612903225807,0.37983870967741934,0.6535947712418301,0,hicksje01w,CON,F-C
4,27,0,253,23,47,80,24,0,0,4,0,3,6,1,0,1,2,5,0,0,0,54,10,11,28,0.4772727272727273,0.96,0,1.7777777777777777,0.4074074074074074,0.9629629629629629,0.23425925925925925,0.6447368421052632,1,hicksje01w,CON,F-C
5,27,10,371,23,57,111,23,0,1,0,0,0,0,0,0,0,0,0,0,0,0,57,13,17,34,0.46846846846846846,0.6052631578947368,0,2.111111111111111,0.6296296296296297,1.2592592592592593,0.3435185185185185,0.602181128496918,0,hicksje01w,SAS,F-C
1,26,0,213,8,33,56,2,22,0,0,0,0,0,0,0,0,0,0,0,0,0,23,1,5,25,0.2857142857142857,0.4,0,0.8846153846153846,0.19230769230769232,0.9615384615384616,0.2048076923076923,0.10181818181818184,0,hillec01w,CHA,G
2,3,0,8,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0,0.0,0.3333333333333333,0.0,0.06666666666666667,0.0,0,hillec01w,PHO,G
1,31,31,867,25,84,260,51,58,1,0,0,0,0,0,0,0,0,0,0,0,0,93,4,38,76,0.45384615384615384,0.7285714285714285,0,3.0,1.2258064516129032,2.4516129032258065,0.6991935483870968,0.22009569377990432,0,hledeko01w,SAS,G
2,27,10,455,15,56,141,33,23,0,2,0,1,3,1,1,0,3,1,0,2,0,43,1,26,45,0.3904109589041096,0.868421052631579,0,1.4814814814814814,0.9259259259259259,1.5555555555555556,0.4212962962962963,0.18614718614718614,1,hledeko01w,SAS,G
3,16,0,129,4,24,26,4,1,0,2,0,2,3,1,1,0,2,1,4,0,0,19,2,7,23,0.4074074074074074,0.5384615384615384,0,1.0,0.375,1.3125,0.2015625,0.10389610389610389,1,hledeko01w,NYL,G
5,24,3,245,3,9,52,7,17,0,3,0,0,4,4,1,0,3,0,0,1,0,26,2,11,20,0.3157894736842105,0.7,0,0.9166666666666666,0.4166666666666667,0.7083333333333334,0.2552083333333333,0.1711229946524064,1,hodgedo01w,LAS,G
6,32,11,669,8,35,157,17,69,0,2,0,0,1,2,1,0,2,0,0,2,0,48,7,19,50,0.41509433962264153,0.68,0,1.46875,0.5625,1.5,0.52265625,0.2916666666666667,1,hodgedo01w,LAS,G
7,34,3,456,9,26,144,21,61,0,5,0,3,5,6,1,0,3,3,0,5,0,47,4,15,46,0.3184713375796178,0.9130434782608695,0,1.2352941176470589,0.4117647058823529,1.2647058823529411,0.3352941176470588,0.27906976744186046,1,hodgedo01w,LAS,G
8,6,0,33,0,2,13,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,5,0.3076923076923077,1.0,0,0.3333333333333333,0.16666666666666666,0.8333333333333334,0.1375,0.21818181818181817,1,hodgedo01w,SEA,G
9,8,0,56,2,2,20,0,7,0,2,0,0,2,3,0,0,3,3,0,5,0,8,1,3,9,0.35714285714285715,0.0,0,0.75,0.375,0.75,0.175,0.06060606060606061,1,hodgedo01w,IND,G
6,26,0,188,9,8,47,2,26,0,2,0,0,0,0,1,0,1,0,0,0,0,17,0,4,4,0.2765957446808511,1.0,0,0.6538461538461539,0.11538461538461539,0.11538461538461539,0.18076923076923077,0.42424242424242425,1,hodgero01w,HOU,G
7,33,8,698,11,40,217,29,120,0,2,0,3,3,1,0,0,0,1,4,8,0,68,4,16,36,0.39316239316239315,0.7209302325581395,0,1.9696969696969697,0.48484848484848486,1.0909090909090908,0.5287878787878788,0.1616161616161616,1,hodgero01w,HOU,G
8,29,4,331,8,21,111,20,67,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,13,20,0.27927927927927926,0.9090909090909091,0,1.0344827586206897,0.4482758620689655,0.6896551724137931,0.2853448275862069,0.24545454545454548,0,hodgero01w,HOU,G
9,15,6,274,5,11,98,2,71,0,0,0,0,0,0,0,0,0,0,0,0,0,30,2,5,10,0.41836734693877553,1.0,0,2.0,0.3333333333333333,0.6666666666666666,0.45666666666666667,0.34545454545454546,0,hodgero01w,HOU,G
10,33,27,902,20,54,276,30,171,0,0,0,0,0,0,0,0,0,0,0,0,0,99,15,21,36,0.4166666666666667,0.9090909090909091,0,3.0,0.6363636363636364,1.0909090909090908,0.6833333333333333,0.3232323232323232,0,hodgero01w,MIN,G
5,30,13,334,34,51,83,3,17,1,0,0,0,0,0,0,0,0,0,0,0,0,87,5,15,27,0.3132530120481928,0.75,0,2.9,0.5,0.9,0.2783333333333333,0.25,0,hoffmeb01w,IND,F
6,33,0,497,34,59,116,25,2,0,0,0,0,0,0,0,0,0,0,0,0,0,97,10,21,23,0.4051724137931034,0.8333333333333334,0,2.9393939393939394,0.6363636363636364,0.696969696969697,0.3765151515151515,0.25339602925809823,1,hoffmeb01w,IND,F
7,34,33,851,73,104,208,54,8,1,2,2,2,6,1,3,4,3,10,5,0,1,199,20,40,76,0.4055299539170507,0.72,0,5.676470588235294,1.088235294117647,2.1470588235294117,0.6257352941176471,0.48935091277890475,1,hoffmeb01w,IND,F
8,34,10,582,40,69,128,28,5,0,4,0,3,9,1,0,1,2,3,0,2,0,146,19,21,43,0.44285714285714284,0.8235294117647058,0,4.029411764705882,0.6176470588235294,1.2058823529411764,0.4279411764705882,0.3473630831643002,1,hoffmeb01w,IND,F
9,33,33,1013,94,121,303,34,57,3,3,3,4,25,5,6,2,3,11,3,11,0,283,28,53,82,0.46130952380952384,0.8181818181818182,1,7.818181818181818,1.4242424242424243,2.393939393939394,0.7674242424242425,0.6739811912225706,1,hoffmeb01w,IND,F
10,34,34,1005,56,106,313,69,72,3,10,10,11,48,8,11,5,18,38,22,15,0,247,17,68,100,0.42462311557788945,0.8888888888888888,0,5.852941176470588,1.6764705882352942,2.411764705882353,0.7389705882352942,0.5045638945233266,1,hoffmeb01w,IND,F
1,32,32,1131,57,74,499,87,39,0,2,2,3,11,1,3,1,6,2,4,1,0,251,19,50,99,0.4640151515151515,0.6893939393939394,0,7.5,1.46875,2.90625,0.88359375,0.646551724137931,1,holdsch01w,WAS,F
2,29,29,975,72,49,467,101,46,0,0,0,0,0,0,0,0,0,0,0,0,0,256,14,44,94,0.4004282655246253,0.6824324324324325,0,8.827586206896552,1.5172413793103448,3.2413793103448274,0.8405172413793104,0.760998810939358,0,holdsch01w,WAS,F
3,20,20,634,54,50,330,88,28,0,5,5,10,43,16,10,3,10,14,30,11,0,275,9,30,55,0.45098039215686275,0.8088235294117647,0,11.6,1.0,2.25,0.7925,1.0,1,holdsch01w,WAS,F
4,27,27,948,72,74,480,140,35,0,0,0,0,0,0,0,0,0,0,0,0,0,294,15,34,72,0.425,0.9032258064516129,0,10.88888888888889,1.2592592592592593,2.6666666666666665,0.8777777777777778,0.938697318007663,0,holdsch01w,WAS,F
5,23,22,801,51,67,403,106,17,0,0,0,0,0,0,0,0,0,0,0,0,0,191,18,39,57,0.40198511166253104,0.803030303030303,0,8.304347826086957,1.6956521739130435,2.4782608695652173,0.8706521739130435,0.7158920539730136,1,holdsch01w,WAS,F
6,33,33,1183,86,94,450,126,13,2,2,2,3,10,2,4,0,6,6,5,1,0,233,16,42,105,0.48218029350104824,0.7757575757575758,0,6.757575757575758,1.1515151515151516,3.0,0.8962121212121212,0.5825496342737723,1,holdsch01w,LAS,F
7,25,0,739,57,58,315,76,15,0,3,1,4,11,4,1,2,3,3,0,2,0,163,11,35,60,0.4624624624624625,0.8837209302325582,1,6.08,1.36,2.28,0.739,0.5241379310344828,1,holdsch01w,LAS,F
8,5,5,150,9,14,63,15,3,0,0,0,0,0,0,0,0,0,0,0,0,0,28,3,6,26,0.49206349206349204,0.8333333333333334,0,5.6,1.2,5.2,0.75,0.4827586206896552,0,holdsch01w,LAS,F
10,25,25,708,29,60,319,78,30,0,1,0,2,3,0,0,0,3,2,1,1,0,112,7,34,77,0.4117647058823529,0.8404255319148937,0,4.36,1.36,2.96,0.708,0.37586206896551727,1,holdsch01w,ATL,F
1,32,32,934,28,63,253,46,122,1,2,2,3,8,6,3,0,1,3,2,9,0,78,5,46,75,0.43866171003717475,0.7058823529411765,0,2.1875,1.34375,2.3125,0.7296875,0.199017199017199,1,hollake01w,SAC,G
2,32,32,874,33,62,251,41,150,0,5,5,2,18,7,8,2,7,10,16,27,0,93,7,64,73,0.4414715719063545,0.7236842105263158,0,2.34375,1.75,2.0625,0.6828125,0.19008264462809918,1,hollake01w,SAC,G
3,32,32,902,28,74,299,54,157,1,0,0,0,0,0,0,0,0,0,0,0,0,90,5,41,81,0.3411371237458194,0.75,0,2.8125,1.28125,2.53125,0.7046875,0.1414141414141414,0,hollake01w,SAC,G
4,34,2,694,12,26,232,48,124,0,8,0,2,12,15,10,0,12,7,10,32,0,69,3,46,71,0.44912280701754387,0.7671232876712328,0,1.6764705882352942,1.0588235294117647,1.7352941176470589,0.5102941176470588,0.19414483821263484,1,hollake01w,DET,G
5,27,21,703,19,51,159,28,97,0,0,0,0,0,0,0,0,0,0,0,0,0,66,3,40,47,0.3710691823899371,0.6829268292682927,0,2.4444444444444446,1.4814814814814814,1.7407407407407407,0.6509259259259259,0.20502901353965183,0,hollake01w,HOU,G
7,34,0,397,12,29,142,10,84,0,8,0,1,3,5,1,0,4,5,0,6,0,43,2,24,44,0.34,0.625,0,1.1764705882352942,0.6764705882352942,1.1764705882352942,0.29191176470588237,0.19545454545454546,1,hollake01w,DET,G
10,34,1,434,47,65,120,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,8,12,34,0.4166666666666667,0.7032967032967034,0,3.235294117647059,0.35294117647058826,1.0,0.3191176470588235,0.06597031335898845,0,holliqu01w,MIN,C
1,29,0,271,17,36,70,21,11,0,0,0,0,0,0,0,0,0,0,0,0,0,45,4,11,16,0.4714285714285714,0.7,0,1.5517241379310345,0.3793103448275862,0.5517241379310345,0.2336206896551724,0.133769322235434,0,holmejo01w,DET,F
9,17,3,203,12,19,62,16,17,0,0,0,0,0,0,0,0,0,0,0,0,0,35,1,8,14,0.25806451612903225,0.7272727272727273,0,2.0588235294117645,0.47058823529411764,0.8235294117647058,0.2985294117647059,0.3137254901960784,0,holmese01w,HOU,G-F
9,34,34,714,37,67,199,35,76,0,3,1,4,12,4,1,0,2,2,4,6,0,117,5,16,33,0.39069767441860465,0.7959183673469388,0,3.088235294117647,0.4411764705882353,0.9117647058823529,0.525,0.2662271805273834,1,holtam01w,CON,F
10,23,7,380,13,39,123,44,50,0,0,0,0,0,0,0,0,0,0,0,0,0,74,2,9,14,0.3252032520325203,0.8301886792452831,0,3.217391304347826,0.391304347826087,0.6086956521739131,0.41304347826086957,0.27736131934032987,0,holtam01w,CON,F
1,3,0,4,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0.0,1.0,0,0.6666666666666666,0.0,0.3333333333333333,0.03333333333333333,0.0,0,hopeky01w,SAS,C
9,34,0,747,53,97,178,42,45,1,9,0,12,44,19,11,7,12,21,20,16,0,182,17,90,61,0.36818181818181817,0.6627906976744186,0,4.0588235294117645,2.323529411764706,1.4411764705882353,0.549264705882353,0.26345083487940635,1,hornbal01w,DET,G
10,32,21,850,46,93,213,26,64,2,5,5,8,30,20,9,3,16,19,6,9,1,188,12,51,85,0.3992248062015504,0.5925925925925926,0,4.9375,1.3125,2.15625,0.6640625,0.22661396574440054,1,hornbal01w,DET,G
9,33,0,581,27,70,236,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122,13,30,55,0.4915254237288136,0.7407407407407407,0,3.696969696969697,0.9090909090909091,1.6666666666666667,0.4401515151515151,0.3187042842215256,0,houstch01w,MIN,F
10,34,33,792,44,107,376,72,69,2,0,0,0,0,0,0,0,0,0,0,0,0,186,21,43,64,0.4654255319148936,0.7272727272727273,0,5.470588235294118,1.2647058823529411,1.8823529411764706,0.5823529411764706,0.47160243407707914,0,houstch01w,MIN,F
9,30,23,509,35,91,206,31,68,2,0,0,0,0,0,0,0,0,0,0,0,0,112,8,17,45,0.46601941747572817,0.7948717948717948,0,3.7333333333333334,0.5666666666666667,1.5,0.4241666666666667,0.07476635514018691,0,humphta01w,WAS,C
10,28,4,407,13,69,166,24,71,0,0,0,0,0,0,0,0,0,0,0,0,0,72,9,13,20,0.37349397590361444,0.7741935483870968,0,2.5714285714285716,0.4642857142857143,0.7142857142857143,0.36339285714285713,0.09012016021361816,1,humphta01w,WAS,C
6,12,0,122,16,20,44,12,8,0,0,0,0,0,0,0,0,0,0,0,0,0,34,6,5,2,0.3181818181818182,0.8,0,2.8333333333333335,0.4166666666666667,0.16666666666666666,0.25416666666666665,0.24425287356321843,0,irvinsa01w,PHO,F
7,7,0,38,2,5,13,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,10,8,2,3,0.15384615384615385,0.6,0,1.4285714285714286,0.2857142857142857,0.42857142857142855,0.1357142857142857,0.12315270935960593,0,irvinsa01w,PHO,F
8,23,0,128,16,20,42,1,4,0,3,0,0,1,0,0,1,1,2,0,0,0,41,11,3,12,0.32558139534883723,0.5,0,1.7391304347826086,0.13043478260869565,0.4782608695652174,0.1391304347826087,0.14992503748125938,1,irvinsa01w,SAS,F
9,21,0,116,10,19,28,7,4,0,3,0,1,1,1,0,1,0,0,0,0,0,37,6,3,7,0.3225806451612903,0.6363636363636364,0,1.7142857142857142,0.14285714285714285,0.3333333333333333,0.1380952380952381,0.1477832512315271,1,irvinsa01w,SAS,F
1,27,16,489,12,67,96,21,43,0,0,0,0,0,0,0,0,0,0,0,0,0,54,3,25,50,0.3125,0.75,0,2.0,0.9259259259259259,1.8518518518518519,0.4527777777777778,0.2290909090909091,0,ivanyda01w,SAS,G
4,4,0,34,2,4,8,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,2,0.375,0.0,0,1.0,0.0,0.5,0.2125,0.18181818181818182,0,ivanyda01w,PHO,G
6,30,14,577,5,48,67,5,45,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,26,53,0.373134328358209,0.625,0,1.6666666666666667,0.8666666666666667,1.7666666666666666,0.48083333333333333,0.23327615780445968,0,ivanyda01w,SAS,G
7,31,1,322,7,38,56,4,37,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,12,19,0.26785714285714285,0.6666666666666666,0,1.3225806451612903,0.3870967741935484,0.6129032258064516,0.25967741935483873,0.47846889952153115,0,ivanyda01w,SAS,G
2,32,26,708,16,51,102,14,70,0,0,0,0,0,0,0,0,0,0,0,0,0,55,5,33,35,0.37254901960784315,0.9333333333333333,0,1.71875,1.03125,1.09375,0.553125,0.36363636363636365,0,iveyni01w,IND,G
3,31,23,439,6,31,71,17,50,0,3,0,0,1,3,1,0,0,2,0,1,0,29,3,17,22,0.3472222222222222,0.8095238095238095,0,0.9032258064516129,0.5161290322580645,0.7096774193548387,0.3540322580645161,0.32231404958677684,1,iveyni01w,IND,G
4,27,21,651,5,40,116,12,84,0,0,0,0,0,0,0,0,0,0,0,0,0,32,7,29,28,0.3879310344827586,0.7058823529411765,0,1.1851851851851851,1.0740740740740742,1.037037037037037,0.6027777777777777,0.461038961038961,0,iveyni01w,IND,G
5,15,1,179,2,20,37,4,24,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,4,6,0.2972972972972973,0.6666666666666666,0,0.6666666666666666,0.26666666666666666,0.4,0.29833333333333334,0.5454545454545454,0,iveyni01w,IND,G
6,26,0,254,8,31,47,7,22,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,12,11,0.2765957446808511,1.0,0,0.8461538461538461,0.46153846153846156,0.4230769230769231,0.24423076923076922,0.4958677685950413,0,iveyni01w,PHO,G
3,18,0,143,10,11,46,17,3,0,0,0,0,0,0,0,0,0,0,0,0,0,27,1,2,9,0.41304347826086957,0.7083333333333334,0,1.5,0.1111111111111111,0.5,0.1986111111111111,0.12931034482758622,0,jacksde01w,CLE,F
4,34,22,763,37,92,198,50,70,1,3,3,2,12,2,2,0,0,7,6,2,0,101,13,22,33,0.39908256880733944,0.7105263157894737,0,2.6176470588235294,0.5882352941176471,0.9705882352941176,0.5610294117647059,0.22565922920892498,1,jacksde01w,CLE,F
5,34,32,804,57,82,251,52,12,3,0,0,0,0,0,0,0,0,0,0,0,0,113,6,29,52,0.3665338645418327,0.7123287671232876,0,3.323529411764706,0.8529411764705882,1.5294117647058822,0.5911764705882353,0.2865111561866126,0,jacksde01w,IND,F
6,34,0,472,37,55,139,50,3,0,4,0,4,14,2,2,2,1,17,17,1,1,91,14,19,33,0.4074074074074074,0.7529411764705882,0,2.264705882352941,0.5,0.9411764705882353,0.34705882352941175,0.19523326572008115,1,jacksde01w,IND,F
7,22,1,328,32,38,124,33,3,0,0,0,0,0,0,0,0,0,0,0,0,0,66,3,9,22,0.3951612903225806,0.6470588235294118,0,3.0,0.4090909090909091,1.0,0.37272727272727274,0.25862068965517243,0,jacksde01w,CHI,F
4,33,26,975,86,85,286,56,30,1,0,0,0,0,0,0,0,0,0,0,0,0,205,17,15,46,0.3986013986013986,0.6363636363636364,0,6.212121212121212,0.45454545454545453,1.393939393939394,0.7386363636363636,0.5355276907001045,0,jacksgw01w,SAS,F
5,33,4,426,31,34,93,24,6,0,0,0,0,0,0,0,0,0,0,0,0,0,81,4,6,15,0.4946236559139785,0.75,0,2.4545454545454546,0.18181818181818182,0.45454545454545453,0.32272727272727275,0.21159874608150472,0,jacksgw01w,SAS,F
6,11,2,121,8,12,26,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,23,3,0,10,0.5,0.5,0,2.090909090909091,0.0,0.9090909090909091,0.275,0.18025078369905956,0,jacksgw01w,PHO,F
2,29,29,1001,57,97,406,104,129,3,0,0,0,0,0,0,0,0,0,0,0,0,193,64,54,53,0.3669950738916256,0.7272727272727273,0,6.655172413793103,1.8620689655172413,1.8275862068965518,0.8629310344827587,0.5729841845994296,0,jacksla01w,SEA,F-C
3,28,28,882,66,95,462,68,120,1,2,2,5,10,3,3,6,4,9,7,6,0,200,87,33,51,0.39959016393442626,0.7525773195876289,0,6.785714285714286,1.0714285714285714,1.6785714285714286,0.7875,0.5491000227842333,1,jacksla01w,SEA,F-C
4,33,33,1109,82,106,526,151,123,1,0,0,0,0,0,0,0,0,0,0,0,0,307,64,38,69,0.4828897338403042,0.825136612021858,1,9.303030303030303,1.1515151515151516,2.090909090909091,0.8401515151515152,0.6984190514308585,0,jacksla01w,SEA,F-C
5,31,31,1070,64,93,460,142,115,0,8,8,20,60,11,8,9,16,23,39,22,0,267,71,39,83,0.47643979057591623,0.8271028037383178,0,6.67741935483871,1.0,2.161290322580645,0.8629032258064516,0.7254004576659039,1,jacksla01w,SEA,F-C
6,34,34,1176,96,100,450,151,118,2,3,3,4,24,2,4,4,8,11,6,13,0,337,71,40,67,0.4560327198364008,0.8342245989304813,0,9.205882352941176,1.0588235294117647,1.7352941176470589,0.8647058823529412,0.6982456140350877,1,jacksla01w,SEA,F-C
7,30,30,848,70,90,361,170,77,1,3,3,4,24,2,2,7,5,8,24,7,0,254,58,26,45,0.5347043701799485,0.9014084507042254,1,7.666666666666667,0.8,1.3333333333333333,0.7066666666666667,0.8528940078728677,1,jacksla01w,SEA,F-C
8,31,31,1020,80,93,497,174,122,1,2,2,4,23,1,2,3,5,9,9,10,0,323,66,33,61,0.5211538461538462,0.8883495145631068,1,9.67741935483871,1.0,1.8064516129032258,0.8225806451612904,0.7825902785131844,1,jacksla01w,SEA,F-C
9,21,21,694,39,67,330,99,95,0,0,0,0,0,0,0,0,0,0,0,0,0,147,33,31,40,0.45151515151515154,0.9339622641509434,0,7.0,1.4761904761904763,1.9047619047619047,0.8261904761904761,0.6778309409888357,1,jacksla01w,SEA,F-C
10,26,26,843,48,97,363,114,114,2,0,0,0,0,0,0,0,0,0,0,0,0,182,45,38,43,0.4628099173553719,0.7972027972027972,0,7.0,1.4615384615384615,1.6538461538461537,0.8105769230769231,0.7235029723068,1,jacksla01w,SEA,F-C
