year,stint,GP,GS,minutes,points,oRebounds,dRebounds,rebounds,assists,steals,blocks,turnovers,PF,fgAttempted,fgMade,ftAttempted,ftMade,threeAttempted,threeMade,dq,total_points,total_rebounds,total_assists,total_blocks,total_steals,total_turnovers,FG%,FT%,award,Avg_Points_Per_Game,Avg_Rebounds_Per_Game,Avg_Assists_Per_Game,Avg_Blocks_Per_Game,Avg_Steals_Per_Game,Avg_Turnovers_Per_Game,Usability,POSITION_METRIC,playoff,playerID,tmID,pos
6,0,15,0,86,18,2,4,6,7,2,0,4,9,19,7,0,0,13,4,0,23,8,14,0,3,8,0.32142857142857145,0.0,0,1.5333333333333334,0.5333333333333333,0.9333333333333333,0.0,0.2,0.5333333333333333,0.14333333333333334,0.3181818181818182,1,careyja01w,CON,G
7,0,24,0,286,63,1,15,16,32,7,0,17,24,58,22,5,5,40,14,0,68,17,34,0,7,17,0.375,1.0,0,2.8333333333333335,0.7083333333333334,1.4166666666666667,0.0,0.2916666666666667,0.7083333333333334,0.29791666666666666,0.3422459893048128,1,careyja01w,CON,G
8,0,33,0,419,112,1,29,30,30,4,0,16,30,101,37,8,6,71,32,0,120,32,39,0,5,17,0.3611111111111111,0.7272727272727273,0,3.6363636363636362,0.9696969696969697,1.1818181818181819,0.0,0.15151515151515152,0.5151515151515151,0.31742424242424244,0.34090909090909094,1,careyja01w,CON,G
9,0,33,3,499,137,4,36,40,47,8,1,22,24,111,47,10,9,83,34,0,137,40,47,1,8,22,0.42342342342342343,0.9,0,4.151515151515151,1.2121212121212122,1.4242424242424243,0.030303030303030304,0.24242424242424243,0.6666666666666666,0.37803030303030305,0.3884297520661157,1,careyja01w,CON,G
9,0,34,30,646,223,25,51,76,31,32,8,35,49,245,92,46,31,29,8,0,257,85,36,10,33,39,0.38848920863309355,0.6666666666666666,0,7.5588235294117645,2.5,1.0588235294117647,0.29411764705882354,0.9705882352941176,1.1470588235294117,0.475,0.367816091954023,1,carsoes01w,NYL,G-F
10,0,34,34,859,340,24,48,72,46,37,10,54,76,321,131,48,44,102,34,1,340,72,46,10,37,54,0.40809968847352024,0.9166666666666666,0,10.0,2.1176470588235294,1.3529411764705883,0.29411764705882354,1.088235294117647,1.588235294117647,0.6316176470588235,0.4444444444444444,0,carsoes01w,NYL,G-F
5,0,2,0,13,1,0,4,4,0,2,0,3,5,0,0,2,1,0,0,0,1,4,0,0,2,3,0.0,0.5,0,0.5,2.0,0.0,0.0,1.0,1.5,0.1625,0.1724137931034483,1,carteam01w,DET,F
6,0,3,0,13,0,0,2,2,0,0,0,1,4,1,0,0,0,0,0,0,0,2,0,0,0,1,0.0,0.0,0,0.0,0.6666666666666666,0.0,0.0,0.0,0.3333333333333333,0.10833333333333334,0.05747126436781609,1,carteam01w,NYL,F
3,0,32,32,1079,474,77,145,222,86,37,31,100,85,353,144,227,173,63,13,0,474,222,86,31,37,100,0.40793201133144474,0.762114537444934,0,14.8125,6.9375,2.6875,0.96875,1.15625,3.125,0.84296875,0.5980603448275863,0,cashsw01w,DET,F
4,0,33,33,1097,548,65,128,193,119,43,23,108,76,430,195,214,146,40,12,0,678,244,154,28,47,136,0.44569288389513106,0.706766917293233,0,20.545454545454547,7.393939393939394,4.666666666666667,0.8484848484848485,1.4242424242424243,4.121212121212121,0.831060606060606,0.5041797283176594,1,cashsw01w,DET,F
5,0,32,32,1105,526,78,130,208,135,44,29,81,84,384,180,219,158,23,8,0,526,208,135,29,44,81,0.46875,0.7214611872146118,0,16.4375,6.5,4.21875,0.90625,1.375,2.53125,0.86328125,0.560344827586207,1,cashsw01w,DET,F
6,0,21,21,458,119,42,46,88,43,12,6,47,44,126,48,32,21,10,2,1,135,97,50,8,15,51,0.37410071942446044,0.6744186046511628,0,6.428571428571429,4.619047619047619,2.380952380952381,0.38095238095238093,0.7142857142857143,2.4285714285714284,0.5452380952380952,0.36124794745484406,1,cashsw01w,DET,F
7,0,34,34,990,358,63,105,168,106,20,11,88,85,323,124,143,109,13,1,0,434,229,138,14,23,110,0.37965260545905705,0.7559523809523809,0,12.764705882352942,6.735294117647059,4.0588235294117645,0.4117647058823529,0.6764705882352942,3.235294117647059,0.7279411764705882,0.4259634888438134,1,cashsw01w,DET,F
8,0,31,31,959,344,54,135,189,79,19,13,81,70,307,126,121,92,3,0,0,439,231,97,15,24,99,0.41959798994974873,0.7291666666666666,0,14.161290322580646,7.451612903225806,3.129032258064516,0.4838709677419355,0.7741935483870968,3.193548387096774,0.7733870967741936,0.5255839822024472,1,cashsw01w,DET,F
9,0,31,28,927,351,46,121,167,58,21,32,69,72,293,114,158,122,8,1,0,359,178,60,34,22,72,0.38688524590163936,0.7721518987341772,0,11.580645161290322,5.741935483870968,1.935483870967742,1.096774193548387,0.7096774193548387,2.3225806451612905,0.7475806451612903,0.46440489432703,1,cashsw01w,SEA,F
10,0,32,29,1094,390,62,152,214,82,28,16,91,98,355,139,128,102,31,10,1,453,230,87,19,35,97,0.4010152284263959,0.803921568627451,1,14.15625,7.1875,2.71875,0.59375,1.09375,3.03125,0.8546875,0.5765086206896552,1,cashsw01w,SEA,F
1,0,22,0,175,74,7,16,23,9,5,2,13,17,55,20,43,30,8,4,0,74,23,9,2,5,13,0.36363636363636365,0.6976744186046512,0,3.3636363636363638,1.0454545454545454,0.4090909090909091,0.09090909090909091,0.22727272727272727,0.5909090909090909,0.19886363636363635,0.025488530161427356,0,cassija01w,MIA,C
3,0,19,1,182,66,7,10,17,7,7,0,18,22,72,24,25,17,17,1,0,66,17,7,0,7,18,0.3333333333333333,0.68,0,3.473684210526316,0.8947368421052632,0.3684210526315789,0.0,0.3684210526315789,0.9473684210526315,0.2394736842105263,0.0784313725490196,0,castriz01w,MIA,G-F
4,0,16,0,178,69,6,6,12,9,6,1,10,11,71,25,18,11,27,8,0,69,12,9,1,6,10,0.352112676056338,0.6111111111111112,0,4.3125,0.75,0.5625,0.0625,0.375,0.625,0.278125,0.3950617283950617,0,castriz01w,PHO,G-F
6,0,33,32,879,269,23,74,97,49,18,4,59,73,242,93,73,59,72,24,0,286,100,53,4,20,67,0.38076923076923075,0.8181818181818182,0,8.666666666666666,3.0303030303030303,1.606060606060606,0.12121212121212122,0.6060606060606061,2.0303030303030303,0.6659090909090909,0.4444444444444444,1,castriz01w,SEA,G-F
7,0,34,26,655,246,16,56,72,47,23,2,49,58,194,91,59,39,65,25,0,275,80,55,3,25,55,0.46226415094339623,0.7027027027027027,0,8.088235294117647,2.3529411764705883,1.6176470588235294,0.08823529411764706,0.7352941176470589,1.6176470588235294,0.48161764705882354,0.5128205128205128,1,castriz01w,SEA,G-F
8,0,34,34,963,419,19,77,96,95,35,4,64,70,331,139,101,81,156,60,0,439,100,99,5,35,68,0.4188034188034188,0.801980198019802,0,12.911764705882353,2.9411764705882355,2.911764705882353,0.14705882352941177,1.0294117647058822,2.0,0.7080882352941177,0.5128205128205128,1,castriz01w,SEA,G-F
9,0,29,20,671,269,10,55,65,52,27,6,57,39,272,96,59,48,94,29,0,269,65,52,6,27,57,0.35294117647058826,0.8135593220338984,0,9.275862068965518,2.2413793103448274,1.793103448275862,0.20689655172413793,0.9310344827586207,1.9655172413793103,0.5784482758620689,0.41134751773049644,0,castriz01w,ATL,G-F
10,0,34,33,915,488,20,55,75,67,36,2,83,75,445,184,91,71,142,49,0,520,78,76,2,36,87,0.4164859002169197,0.7685185185185185,0,15.294117647058824,2.2941176470588234,2.235294117647059,0.058823529411764705,1.0588235294117647,2.5588235294117645,0.6727941176470589,0.460093896713615,1,castriz01w,ATL,G-F
3,0,32,32,1167,594,92,184,276,118,94,43,82,105,439,184,184,150,193,76,2,655,308,125,44,98,93,0.4256198347107438,0.8153846153846154,1,20.46875,9.625,3.90625,1.375,3.0625,2.90625,0.91171875,0.7435344827586208,1,catchta01w,IND,F
4,0,34,34,1210,671,82,190,272,114,72,35,102,122,512,221,183,155,191,74,2,671,272,114,35,72,102,0.431640625,0.8469945355191257,0,19.735294117647058,8.0,3.3529411764705883,1.0294117647058822,2.1176470588235294,3.0,0.8897058823529411,0.6896551724137931,0,catchta01w,IND,F
5,0,34,33,1149,568,79,170,249,115,67,38,77,90,468,180,178,152,167,56,2,568,249,115,38,67,77,0.38461538461538464,0.8539325842696629,0,16.705882352941178,7.323529411764706,3.3823529411764706,1.1176470588235294,1.9705882352941178,2.264705882352941,0.8448529411764706,0.6313387423935092,0,catchta01w,IND,F
6,0,34,34,1174,501,69,195,264,143,90,16,91,96,410,157,193,152,123,35,1,570,301,152,17,98,102,0.3795309168443497,0.7873303167420814,1,16.764705882352942,8.852941176470589,4.470588235294118,0.5,2.8823529411764706,3.0,0.8632352941176471,0.6693711967545639,1,catchta01w,IND,F
7,0,32,32,1071,521,68,172,240,119,94,35,79,90,398,162,204,165,107,32,0,549,252,126,36,96,85,0.40093240093240096,0.8047619047619048,1,17.15625,7.875,3.9375,1.125,3.0,2.65625,0.83671875,0.646551724137931,1,catchta01w,IND,F
8,0,21,21,678,348,54,135,189,98,66,22,62,64,259,108,133,109,74,23,0,443,255,117,25,79,72,0.4066265060240964,0.8333333333333334,0,21.095238095238095,12.142857142857142,5.571428571428571,1.1904761904761905,3.761904761904762,3.4285714285714284,0.8071428571428572,0.7758620689655173,1,catchta01w,IND,F
9,0,25,17,694,332,48,109,157,83,49,11,61,74,258,101,115,92,88,38,1,393,180,101,13,52,72,0.3972602739726027,0.8275862068965517,0,15.72,7.2,4.04,0.52,2.08,2.88,0.694,0.5413793103448277,1,catchta01w,IND,F
10,0,34,34,1084,512,86,159,245,107,99,18,88,92,407,157,181,158,122,40,0,684,349,161,32,132,122,0.40264650283553877,0.8672199170124482,1,20.11764705882353,10.264705882352942,4.735294117647059,0.9411764705882353,3.8823529411764706,3.588235294117647,0.7970588235294118,0.6211967545638946,1,catchta01w,IND,F
3,0,8,0,65,19,3,2,5,1,7,0,8,13,15,6,2,2,9,5,0,19,5,1,0,7,8,0.4,1.0,0,2.375,0.625,0.125,0.0,0.875,1.0,0.203125,0.022727272727272728,1,caufila01w,SAS,G
8,0,1,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2.0,0.025,0.0,1,chambco01w,CON,G
9,0,28,0,241,68,4,24,28,24,16,3,23,19,83,23,12,10,50,12,0,68,28,24,3,16,23,0.27710843373493976,0.8333333333333334,0,2.4285714285714284,1.0,0.8571428571428571,0.10714285714285714,0.5714285714285714,0.8214285714285714,0.21517857142857144,0.18972332015810275,0,chanequ01w,CHI,G
3,0,19,0,119,22,11,15,26,0,3,2,8,20,27,10,3,2,1,0,0,22,26,0,2,3,8,0.37037037037037035,0.6666666666666666,0,1.1578947368421053,1.368421052631579,0.0,0.10526315789473684,0.15789473684210525,0.42105263157894735,0.15657894736842104,0.029513034923757987,0,chapmji01w,DET,C
5,0,13,1,115,28,8,9,17,4,1,4,11,13,27,11,11,6,0,0,0,28,17,4,5,1,11,0.39285714285714285,0.5454545454545454,0,2.1538461538461537,1.3076923076923077,0.3076923076923077,0.38461538461538464,0.07692307692307693,0.8461538461538461,0.22115384615384615,0.08626887131560028,1,choneka01w,WAS,C
6,0,12,0,61,14,2,4,6,1,1,0,4,9,14,6,3,2,0,0,0,14,6,1,0,1,4,0.42857142857142855,0.6666666666666666,0,1.1666666666666667,0.5,0.08333333333333333,0.0,0.08333333333333333,0.3333333333333333,0.12708333333333333,0.0,0,choneka01w,WAS,C
7,0,3,0,16,0,0,0,0,0,0,0,1,4,2,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.13333333333333333,0.0,1,choneka01w,SEA,C
3,0,30,2,413,120,39,41,80,15,24,13,32,73,95,48,35,24,1,0,1,120,80,15,13,24,32,0.5052631578947369,0.6857142857142857,0,4.0,2.6666666666666665,0.5,0.43333333333333335,0.8,1.0666666666666667,0.3441666666666667,0.22988505747126436,0,chriska01w,PHO,F
4,0,30,16,659,206,61,65,126,16,25,16,39,104,161,78,83,50,0,0,4,206,126,16,16,25,39,0.484472049689441,0.6024096385542169,0,6.866666666666666,4.2,0.5333333333333333,0.5333333333333333,0.8333333333333334,1.3,0.5491666666666667,0.36206896551724144,0,chriska01w,PHO,F
5,0,32,1,407,50,27,42,69,23,21,7,26,89,49,19,19,12,0,0,2,50,69,23,7,21,26,0.3877551020408163,0.631578947368421,0,1.5625,2.15625,0.71875,0.21875,0.65625,0.8125,0.31796875,0.1858836206896552,0,chriska01w,PHO,F
6,0,11,1,108,18,9,13,22,7,7,5,10,25,15,7,7,4,0,0,1,18,22,7,5,7,10,0.4666666666666667,0.5714285714285714,0,1.6363636363636365,2.0,0.6363636363636364,0.45454545454545453,0.6363636363636364,0.9090909090909091,0.24545454545454545,0.1724137931034483,0,chriska01w,PHO,F
7,1,6,0,88,18,9,10,19,4,0,0,11,21,16,8,2,2,0,0,1,18,19,4,0,0,11,0.5,1.0,0,3.0,3.1666666666666665,0.6666666666666666,0.0,0.0,1.8333333333333333,0.36666666666666664,0.27298850574712646,1,chriska01w,HOU,F
7,2,11,0,53,3,2,12,14,2,3,1,5,14,6,1,2,1,0,0,0,3,14,2,1,3,5,0.16666666666666666,0.5,0,0.2727272727272727,1.2727272727272727,0.18181818181818182,0.09090909090909091,0.2727272727272727,0.45454545454545453,0.12045454545454545,0.109717868338558,0,chriska01w,PHO,F
8,0,23,7,212,48,17,26,43,7,10,5,21,59,48,20,18,8,0,0,1,48,43,7,5,10,21,0.4166666666666667,0.4444444444444444,0,2.0869565217391304,1.8695652173913044,0.30434782608695654,0.21739130434782608,0.43478260869565216,0.9130434782608695,0.23043478260869565,0.16116941529235385,0,chriska01w,CHI,F
5,0,33,4,560,191,19,49,68,23,9,9,32,71,189,67,51,33,82,24,0,219,77,27,12,11,35,0.35714285714285715,0.65,0,6.636363636363637,2.3333333333333335,0.8181818181818182,0.36363636363636365,0.3333333333333333,1.0606060606060606,0.42424242424242425,0.1776384535005225,1,chrissh01w,NYL,F
6,0,34,9,809,311,25,67,92,41,33,19,50,100,270,111,76,65,89,24,1,322,97,42,20,33,52,0.4078014184397163,0.8461538461538461,0,9.470588235294118,2.8529411764705883,1.2352941176470589,0.5882352941176471,0.9705882352941176,1.5294117647058822,0.5948529411764706,0.23326572008113594,1,chrissh01w,NYL,F
7,0,34,34,987,423,28,92,120,44,20,42,82,105,348,136,120,99,156,52,1,423,120,44,42,20,82,0.39080459770114945,0.825,0,12.441176470588236,3.5294117647058822,1.2941176470588236,1.2352941176470589,0.5882352941176471,2.411764705882353,0.725735294117647,0.30425963488843816,0,chrissh01w,NYL,F
8,0,33,32,1065,368,34,115,149,70,34,19,82,99,328,118,117,93,119,39,0,412,171,76,19,36,86,0.3674033149171271,0.8015873015873016,0,12.484848484848484,5.181818181818182,2.303030303030303,0.5757575757575758,1.0909090909090908,2.606060606060606,0.8068181818181818,0.38923719958202724,1,chrissh01w,NYL,F
9,0,31,31,947,488,31,63,94,51,35,17,61,93,385,153,134,111,175,71,1,570,120,54,19,39,73,0.39956331877729256,0.8175675675675675,0,18.387096774193548,3.870967741935484,1.7419354838709677,0.6129032258064516,1.2580645161290323,2.3548387096774195,0.7637096774193548,0.2614015572858732,1,chrissh01w,NYL,F
10,0,32,31,1014,514,29,127,156,56,28,27,56,102,383,154,148,128,204,78,1,514,156,56,27,28,56,0.402088772845953,0.8648648648648649,0,16.0625,4.875,1.75,0.84375,0.875,1.75,0.7921875,0.4202586206896552,0,chrissh01w,NYL,F
10,0,4,0,23,7,0,5,5,4,2,0,0,3,5,2,3,2,3,1,0,7,5,4,0,2,0,0.4,0.6666666666666666,0,1.75,1.25,1.0,0.0,0.5,0.0,0.14375,0.0,0,cironkr01w,CON,G
1,0,24,7,509,57,12,25,37,77,34,2,14,36,45,14,27,19,30,10,0,57,37,77,2,34,14,0.3111111111111111,0.7037037037037037,0,2.375,1.5416666666666667,3.2083333333333335,0.08333333333333333,1.4166666666666667,0.5833333333333334,0.5302083333333333,1.0,1,clearmi01w,PHO,G
2,0,4,0,49,2,2,1,3,9,2,0,3,2,3,0,2,2,2,0,0,2,3,9,0,2,3,0.0,1.0,0,0.5,0.75,2.25,0.0,0.5,0.75,0.30625,0.5454545454545454,0,clearmi01w,PHO,G
1,0,26,2,285,66,7,23,30,49,12,1,25,19,57,20,17,14,41,12,0,69,30,49,1,12,25,0.3620689655172414,0.8235294117647058,0,2.6538461538461537,1.1538461538461537,1.8846153846153846,0.038461538461538464,0.46153846153846156,0.9615384615384616,0.27403846153846156,0.3563636363636364,1,clinest01w,SAC,G
2,0,16,0,75,10,0,3,3,14,1,0,6,10,14,4,0,0,10,2,1,10,3,14,0,1,6,0.2857142857142857,0.0,0,0.625,0.1875,0.875,0.0,0.0625,0.375,0.1171875,0.42424242424242425,1,clinest01w,SAC,G
3,0,12,0,105,27,1,4,5,17,1,1,6,6,21,8,6,5,15,6,0,27,5,17,1,1,6,0.38095238095238093,0.8333333333333334,0,2.25,0.4166666666666667,1.4166666666666667,0.08333333333333333,0.08333333333333333,0.5,0.21875,0.5151515151515151,0,clinest01w,DET,G
8,0,20,0,196,49,3,13,16,8,5,1,19,28,77,19,4,1,50,10,0,49,16,8,1,5,19,0.24675324675324675,0.25,0,2.45,0.8,0.4,0.05,0.25,0.95,0.245,0.07655502392344497,0,coggicl01w,CHI,G
5,0,3,0,14,3,1,0,1,3,0,1,3,2,1,1,0,0,1,1,0,3,1,3,1,0,3,1.0,0.0,0,1.0,0.3333333333333333,1.0,0.3333333333333333,0.0,1.0,0.11666666666666667,0.028735632183908046,1,cokermo01w,LAS,F
4,0,20,0,141,36,8,14,22,1,8,2,13,18,20,11,30,14,0,0,0,36,22,1,2,8,13,0.55,0.4666666666666667,0,1.8,1.1,0.05,0.1,0.4,0.65,0.17625,0.09482758620689656,1,colemco01w,CON,F
10,0,28,0,525,171,22,54,76,22,20,9,34,44,159,54,45,34,80,29,0,192,86,25,13,24,41,0.33707865168539325,0.78,0,6.857142857142857,3.0714285714285716,0.8928571428571429,0.4642857142857143,0.8571428571428571,1.4642857142857142,0.46875,0.4833333333333333,1,colemma01w,WAS,G-F
1,0,32,32,873,264,15,48,63,50,27,7,65,65,293,103,70,53,21,5,0,264,63,50,7,27,65,0.3515358361774744,0.7571428571428571,0,8.25,1.96875,1.5625,0.21875,0.84375,2.03125,0.68203125,0.31746031746031744,0,colleka01w,MIA,G-F
2,0,14,0,121,26,2,5,7,7,2,1,7,9,39,10,10,6,1,0,0,28,8,7,1,2,7,0.2564102564102564,0.6666666666666666,0,2.0,0.5714285714285714,0.5,0.07142857142857142,0.14285714285714285,0.5,0.21607142857142858,0.0,1,colleka01w,MIA,G-F
2,0,15,0,50,2,1,5,6,10,4,0,11,4,5,0,4,2,2,0,0,5,7,10,0,5,12,0.16666666666666666,0.6,0,0.3333333333333333,0.4666666666666667,0.6666666666666666,0.0,0.3333333333333333,0.8,0.08333333333333333,0.1652892561983471,1,consuca01w,SAS,G
2,0,4,0,51,26,7,4,11,1,0,2,3,6,12,8,13,10,0,0,0,26,12,1,2,0,3,0.5714285714285714,0.7692307692307693,0,6.5,3.0,0.25,0.5,0.0,0.75,0.31875,0.14018691588785046,1,coopeca01w,NYL,C
3,0,23,1,119,27,5,11,16,3,4,5,10,28,28,11,8,5,0,0,0,30,18,3,5,6,12,0.4,0.6,0,1.3043478260869565,0.782608695652174,0.13043478260869565,0.21739130434782608,0.2608695652173913,0.5217391304347826,0.12934782608695652,0.06095083299471759,1,coopeca01w,NYL,C
1,0,31,31,1085,550,17,68,85,156,39,6,99,61,392,180,168,147,121,43,0,686,100,178,7,48,117,0.44031311154598823,0.8792270531400966,1,22.129032258064516,3.225806451612903,5.741935483870968,0.22580645161290322,1.5483870967741935,3.774193548387097,0.875,0.2865013774104683,1,coopecy01w,HOU,G
4,0,4,4,144,64,2,8,10,22,4,1,14,9,38,16,28,25,18,7,0,64,10,22,1,4,14,0.42105263157894735,0.8928571428571429,0,16.0,2.5,5.5,0.25,1.0,3.5,0.9,0.2857142857142857,1,coopecy01w,HOU,G
1,0,31,30,930,357,64,121,185,34,29,24,88,96,298,143,102,71,2,0,2,357,185,34,24,29,88,0.4798657718120805,0.696078431372549,0,11.516129032258064,5.967741935483871,1.096774193548387,0.7741935483870968,0.9354838709677419,2.838709677419355,0.75,0.6305192511480042,0,crawlsy01w,POR,F-C
2,0,32,32,921,299,63,140,203,54,19,26,61,85,267,120,77,59,1,0,3,299,203,54,26,19,61,0.449438202247191,0.7662337662337663,0,9.34375,6.34375,1.6875,0.8125,0.59375,1.90625,0.71953125,0.5893948354031145,0,crawlsy01w,POR,F-C
3,0,32,31,819,279,46,88,134,47,18,37,62,90,284,114,63,44,17,7,0,279,134,47,37,18,62,0.4014084507042254,0.6984126984126984,0,8.71875,4.1875,1.46875,1.15625,0.5625,1.9375,0.63984375,0.5170496664195701,0,crawlsy01w,POR,F-C
4,0,33,8,564,115,39,66,105,19,18,19,40,76,130,50,22,15,0,0,1,115,105,19,19,18,40,0.38461538461538464,0.6818181818181818,0,3.484848484848485,3.1818181818181817,0.5757575757575758,0.5757575757575758,0.5454545454545454,1.2121212121212122,0.42727272727272725,0.4655870445344129,0,crawlsy01w,SAS,F-C
3,0,18,0,84,29,6,7,13,2,0,2,3,8,28,10,12,9,1,0,0,31,13,2,2,0,3,0.36666666666666664,0.75,0,1.7222222222222223,0.7222222222222222,0.1111111111111111,0.1111111111111111,0.0,0.16666666666666666,0.11666666666666667,0.06226053639846744,1,crockda01w,SAS,F
9,0,5,1,41,9,4,7,11,0,4,1,1,14,8,3,5,3,0,0,1,9,11,0,1,4,1,0.375,0.6,0,1.8,2.2,0.0,0.2,0.8,0.2,0.205,0.18965517241379312,0,crockwi01w,PHO,F
7,0,11,0,134,24,3,9,12,2,6,2,11,18,30,9,7,2,13,4,0,24,12,2,2,6,11,0.3,0.2857142857142857,0,2.1818181818181817,1.0909090909090908,0.18181818181818182,0.18181818181818182,0.5454545454545454,1.0,0.30454545454545456,0.03305785123966942,0,cronika01w,CHI,G
1,0,21,0,198,59,4,17,21,12,2,0,12,23,68,17,19,16,37,9,0,66,21,12,0,3,13,0.2702702702702703,0.8421052631578947,0,3.142857142857143,1.0,0.5714285714285714,0.0,0.14285714285714285,0.6190476190476191,0.2357142857142857,0.18181818181818182,1,cunnibe01w,WAS,G
3,0,6,0,21,0,1,1,2,0,2,0,1,5,5,0,0,0,0,0,0,0,2,0,0,2,1,0.0,0.0,0,0.0,0.3333333333333333,0.0,0.0,0.3333333333333333,0.16666666666666666,0.0875,0.028735632183908046,0,cunnida01w,CON,F
7,0,34,33,844,339,51,81,132,87,34,4,62,100,262,87,184,149,55,16,1,339,132,87,4,34,62,0.3320610687022901,0.8097826086956522,0,9.970588235294118,3.8823529411764706,2.5588235294117645,0.11764705882352941,1.0,1.8235294117647058,0.6205882352941177,0.33468559837728196,0,currimo01w,CHA,F
8,1,2,2,61,29,3,9,12,4,1,0,4,3,27,8,15,11,11,2,0,29,12,4,0,1,4,0.2962962962962963,0.7333333333333333,0,14.5,6.0,2.0,0.0,0.5,2.0,0.7625,0.5172413793103449,0,currimo01w,CHI,F
8,2,31,22,771,325,42,79,121,54,23,7,47,92,214,98,148,117,30,12,1,325,121,54,7,23,47,0.45794392523364486,0.7905405405405406,0,10.483870967741936,3.903225806451613,1.7419354838709677,0.22580645161290322,0.7419354838709677,1.5161290322580645,0.6217741935483871,0.33648498331479426,0,currimo01w,WAS,F
9,0,34,34,972,403,32,109,141,86,30,12,87,121,337,135,132,109,64,24,2,403,141,86,12,30,87,0.40059347181008903,0.8257575757575758,0,11.852941176470589,4.147058823529412,2.5294117647058822,0.35294117647058826,0.8823529411764706,2.5588235294117645,0.7147058823529412,0.3575050709939149,0,currimo01w,WAS,F
10,0,34,34,728,278,38,108,146,61,29,14,57,83,217,78,127,102,52,20,0,288,161,62,15,33,60,0.3448275862068966,0.8059701492537313,0,8.470588235294118,4.735294117647059,1.8235294117647058,0.4411764705882353,0.9705882352941176,1.7647058823529411,0.5352941176470588,0.37018255578093306,1,currimo01w,WAS,F
4,0,20,0,205,33,1,10,11,24,9,0,15,25,35,13,3,2,22,5,0,33,11,24,0,9,15,0.37142857142857144,0.6666666666666666,0,1.65,0.55,1.2,0.0,0.45,0.75,0.25625,0.29090909090909095,0,curryed01w,PHO,G
6,0,13,0,113,23,4,7,11,12,7,1,10,16,23,7,6,3,16,6,0,23,12,13,1,8,15,0.2916666666666667,0.5,0,1.7692307692307692,0.9230769230769231,1.0,0.07692307692307693,0.6153846153846154,1.1538461538461537,0.2173076923076923,0.21818181818181817,1,curryed01w,LAS,G
3,0,31,28,805,303,26,55,81,84,16,4,68,79,230,93,100,74,109,43,1,341,89,100,4,18,73,0.4076923076923077,0.75,0,11.0,2.870967741935484,3.225806451612903,0.12903225806451613,0.5806451612903226,2.3548387096774195,0.6491935483870968,0.5259938837920489,1,dalesst01w,WAS,G-F
4,0,34,31,998,340,44,57,101,114,29,12,72,97,298,122,55,39,160,57,2,340,101,114,12,29,72,0.40939597315436244,0.7090909090909091,0,10.0,2.9705882352941178,3.3529411764705883,0.35294117647058826,0.8529411764705882,2.1176470588235294,0.7338235294117647,0.475,0,dalesst01w,WAS,G-F
5,0,31,26,782,254,17,47,64,78,20,3,37,61,228,87,55,40,119,40,0,281,79,83,3,22,45,0.38306451612903225,0.7142857142857143,0,9.064516129032258,2.5483870967741935,2.6774193548387095,0.0967741935483871,0.7096774193548387,1.4516129032258065,0.6306451612903226,0.4481792717086835,1,dalesst01w,WAS,G-F
7,0,23,16,454,161,6,21,27,40,9,1,32,39,147,52,46,32,81,25,0,161,27,40,1,9,32,0.35374149659863946,0.6956521739130435,0,7.0,1.173913043478261,1.7391304347826086,0.043478260869565216,0.391304347826087,1.391304347826087,0.4934782608695652,0.4115226337448559,0,dalesst01w,CHI,G-F
8,0,31,30,845,319,14,41,55,83,20,0,57,53,314,109,39,33,201,68,0,319,55,83,0,20,57,0.3471337579617834,0.8461538461538461,0,10.290322580645162,1.7741935483870968,2.6774193548387095,0.0,0.6451612903225806,1.8387096774193548,0.6814516129032258,0.45107794361525705,0,dalesst01w,CHI,G-F
1,0,30,4,577,173,32,40,72,57,12,0,50,49,147,57,65,42,56,17,0,173,72,57,0,12,50,0.3877551020408163,0.6461538461538462,0,5.766666666666667,2.4,1.9,0.0,0.4,1.6666666666666667,0.48083333333333333,0.20727272727272725,0,daleygr01w,MIN,G
2,0,15,0,66,25,3,5,8,10,8,1,7,12,21,10,9,5,5,0,0,25,8,10,1,8,8,0.47619047619047616,0.5555555555555556,0,1.6666666666666667,0.5333333333333333,0.6666666666666666,0.06666666666666667,0.5333333333333333,0.5333333333333333,0.11,0.25974025974025977,1,daleygr01w,NYL,G
3,0,23,4,185,63,13,10,23,16,3,1,17,15,37,16,47,29,8,2,0,65,25,16,1,3,18,0.41025641025641024,0.6326530612244898,0,2.8260869565217392,1.0869565217391304,0.6956521739130435,0.043478260869565216,0.13043478260869565,0.782608695652174,0.20108695652173914,0.1711229946524064,1,daleygr01w,HOU,G
4,0,3,0,28,2,1,1,2,3,0,1,3,2,5,1,0,0,2,0,0,2,2,3,1,0,3,0.2,0.0,0,0.6666666666666666,0.6666666666666666,1.0,0.3333333333333333,0.0,1.0,0.23333333333333334,0.18181818181818182,0,daleygr01w,PHO,G
1,0,32,0,556,155,24,39,63,65,37,5,67,52,150,47,65,48,38,13,0,188,83,78,5,44,73,0.3146067415730337,0.7341772151898734,0,5.875,2.59375,2.4375,0.15625,1.375,2.28125,0.434375,0.17639077340569878,1,darlihe01w,CLE,G
