year,stint,GP,GS,minutes,points,oRebounds,dRebounds,rebounds,assists,steals,blocks,turnovers,PF,fgAttempted,fgMade,ftAttempted,ftMade,threeAttempted,threeMade,dq,total_points,total_rebounds,total_assists,total_blocks,total_steals,total_turnovers,FG%,FT%,award,Avg_Points_Per_Game,Avg_Rebounds_Per_Game,Avg_Assists_Per_Game,Avg_Blocks_Per_Game,Avg_Steals_Per_Game,Avg_Turnovers_Per_Game,Usability,POSITION_METRIC,playoff,playerID,tmID,pos
1,0,31,1,421,110,20,52,72,18,13,4,19,66,83,48,25,14,1,0,1,122,83,18,5,14,20,0.5714285714285714,0.5806451612903226,0,3.935483870967742,2.6774193548387095,0.5806451612903226,0.16129032258064516,0.45161290322580644,0.6451612903225806,0.3395161290322581,0.6975269499048826,1,machacl01w,LAS,F-C
2,0,30,8,580,163,34,87,121,17,16,16,41,95,126,63,57,37,0,0,2,201,140,19,19,19,47,0.5063291139240507,0.6507936507936508,0,6.7,4.666666666666667,0.6333333333333333,0.6333333333333333,0.6333333333333333,1.5666666666666667,0.48333333333333334,0.6808688387635756,1,machacl01w,CHA,F-C
3,0,29,25,428,138,26,38,64,17,12,4,33,61,114,61,25,16,0,0,0,138,64,17,4,12,33,0.5350877192982456,0.64,0,4.758620689655173,2.206896551724138,0.5862068965517241,0.13793103448275862,0.41379310344827586,1.1379310344827587,0.3689655172413793,0.6371191135734071,0,machacl01w,CON,F-C
7,0,31,1,351,76,15,51,66,24,7,1,25,38,85,26,19,17,29,7,0,76,68,24,1,7,27,0.29213483146067415,0.8947368421052632,0,2.4516129032258065,2.193548387096774,0.7741935483870968,0.03225806451612903,0.22580645161290322,0.8709677419354839,0.2830645161290323,0.1835372636262514,1,mahonme01w,CON,F
8,0,18,0,121,31,7,7,14,8,4,1,11,18,28,7,22,16,6,1,0,38,17,8,1,5,11,0.3125,0.7083333333333334,0,2.111111111111111,0.9444444444444444,0.4444444444444444,0.05555555555555555,0.2777777777777778,0.6111111111111112,0.16805555555555557,0.06704980842911878,1,mahonme01w,CON,F
1,0,15,3,158,27,10,20,30,4,2,1,5,14,38,11,8,4,5,1,0,27,30,4,1,2,5,0.2894736842105263,0.5,0,1.8,2.0,0.26666666666666666,0.06666666666666667,0.13333333333333333,0.3333333333333333,0.2633333333333333,0.1724137931034483,1,mahonsh01w,NYL,F
3,0,3,0,13,5,2,0,2,1,0,0,1,4,3,2,1,1,1,0,0,5,2,1,0,0,1,0.6666666666666666,1.0,0,1.6666666666666667,0.6666666666666666,0.3333333333333333,0.0,0.0,0.3333333333333333,0.10833333333333334,0.05747126436781609,0,mahonsh01w,PHO,F
3,0,23,3,197,40,18,19,37,9,15,3,23,37,53,13,30,14,0,0,0,40,37,9,3,15,23,0.24528301886792453,0.4666666666666667,0,1.7391304347826086,1.608695652173913,0.391304347826087,0.13043478260869565,0.6521739130434783,1.0,0.2141304347826087,0.0,0,maigaha01w,SAC,G-F
4,0,22,0,190,42,13,24,37,14,18,2,14,27,52,17,20,8,0,0,0,44,40,16,2,18,19,0.32727272727272727,0.4,0,2.0,1.8181818181818181,0.7272727272727273,0.09090909090909091,0.8181818181818182,0.8636363636363636,0.2159090909090909,0.0,1,maigaha01w,SAC,G-F
5,0,34,0,480,140,35,36,71,25,29,6,49,63,132,62,29,16,0,0,0,145,77,29,6,36,56,0.4413793103448276,0.5151515151515151,0,4.264705882352941,2.264705882352941,0.8529411764705882,0.17647058823529413,1.0588235294117647,1.6470588235294117,0.35294117647058826,0.0,1,maigaha01w,SAC,G-F
6,0,34,0,408,129,31,36,67,30,24,6,42,69,131,59,35,11,0,0,0,159,80,34,9,29,50,0.4585987261146497,0.36585365853658536,0,4.676470588235294,2.3529411764705883,1.0,0.2647058823529412,0.8529411764705882,1.4705882352941178,0.3,0.0,1,maigaha01w,SAC,G-F
7,0,34,7,537,177,35,38,73,30,32,9,45,80,158,75,48,27,1,0,1,213,88,42,10,38,55,0.455,0.5849056603773585,0,6.264705882352941,2.588235294117647,1.2352941176470589,0.29411764705882354,1.1176470588235294,1.6176470588235294,0.3948529411764706,0.0,1,maigaha01w,SAC,G-F
8,0,34,34,1008,310,39,98,137,77,57,3,70,113,269,122,78,65,5,1,1,310,137,77,3,57,70,0.45353159851301117,0.8333333333333334,0,9.117647058823529,4.029411764705882,2.264705882352941,0.08823529411764706,1.6764705882352942,2.0588235294117645,0.7411764705882353,0.26666666666666666,0,maigaha01w,HOU,G-F
9,0,26,22,590,202,30,55,85,39,33,8,57,64,177,87,39,27,2,1,0,202,85,39,8,33,57,0.4915254237288136,0.6923076923076923,0,7.769230769230769,3.269230769230769,1.5,0.3076923076923077,1.2692307692307692,2.1923076923076925,0.5673076923076923,0.6666666666666666,0,maigaha01w,HOU,G-F
10,0,34,5,676,303,34,55,89,37,31,8,52,76,255,124,77,55,1,0,0,303,89,37,8,31,52,0.48627450980392156,0.7142857142857143,0,8.911764705882353,2.6176470588235294,1.088235294117647,0.23529411764705882,0.9117647058823529,1.5294117647058822,0.4970588235294118,0.0,0,maigaha01w,SAC,G-F
2,0,31,23,705,257,31,60,91,26,13,3,48,75,212,90,62,54,56,23,2,257,91,26,3,13,48,0.42452830188679247,0.8709677419354839,0,8.290322580645162,2.935483870967742,0.8387096774193549,0.0967741935483871,0.41935483870967744,1.5483870967741935,0.5685483870967742,0.25305895439377085,0,malcona01w,IND,F
3,0,29,28,599,156,22,39,61,21,13,3,34,42,158,58,37,28,41,12,0,173,67,21,3,13,36,0.38011695906432746,0.75,0,5.9655172413793105,2.310344827586207,0.7241379310344828,0.10344827586206896,0.4482758620689655,1.2413793103448276,0.5163793103448275,0.1813317479191439,1,malcona01w,IND,F
4,0,6,0,44,10,4,6,10,0,1,4,6,7,9,4,2,2,0,0,0,10,10,0,4,1,6,0.4444444444444444,1.0,0,1.6666666666666667,1.6666666666666667,0.0,0.6666666666666666,0.16666666666666666,1.0,0.18333333333333332,0.18691588785046725,0,malloso01w,PHO,C
8,0,26,7,482,147,16,50,66,39,20,2,26,39,140,53,12,9,77,32,0,147,70,40,5,21,29,0.363013698630137,0.75,0,5.653846153846154,2.6923076923076925,1.5384615384615385,0.19230769230769232,0.8076923076923077,1.1153846153846154,0.4634615384615385,0.2727272727272727,1,maltsev01w,CON,G
1,0,24,9,403,103,41,59,100,17,23,4,39,59,92,44,26,14,2,1,1,103,100,17,4,23,39,0.4782608695652174,0.5384615384615384,0,4.291666666666667,4.166666666666667,0.7083333333333334,0.16666666666666666,0.9583333333333334,1.625,0.4197916666666667,0.5892448512585813,0,mannish01w,MIA,F-C
6,0,24,0,185,71,11,24,35,11,8,1,7,16,60,30,16,11,9,0,0,71,35,11,1,8,7,0.5,0.6875,0,2.9583333333333335,1.4583333333333333,0.4583333333333333,0.041666666666666664,0.3333333333333333,0.2916666666666667,0.19270833333333334,0.1257183908045977,0,mannkr01w,MIN,F
7,0,33,33,894,245,23,90,113,94,19,7,50,71,238,92,34,25,96,36,0,245,113,94,7,19,50,0.3865546218487395,0.7352941176470589,0,7.424242424242424,3.4242424242424243,2.8484848484848486,0.21212121212121213,0.5757575757575758,1.5151515151515151,0.6772727272727272,0.29519331243469177,0,mannkr01w,MIN,F
8,0,34,17,882,258,39,83,122,43,31,7,27,81,256,96,37,29,106,37,1,258,122,43,7,31,27,0.375,0.7837837837837838,0,7.588235294117647,3.588235294117647,1.2647058823529411,0.20588235294117646,0.9117647058823529,0.7941176470588235,0.6485294117647059,0.30933062880324547,0,mannkr01w,MIN,F
9,1,13,8,223,45,9,10,19,14,8,4,14,23,44,18,5,5,8,4,0,45,19,14,4,8,14,0.4090909090909091,1.0,0,3.4615384615384617,1.4615384615384615,1.0769230769230769,0.3076923076923077,0.6153846153846154,1.0769230769230769,0.4288461538461538,0.1259946949602122,0,mannkr01w,ATL,F
9,2,5,0,31,2,1,3,4,1,1,1,1,0,4,1,0,0,1,0,0,12,5,2,1,2,5,0.38461538461538464,0.0,0,2.4,1.0,0.4,0.2,0.4,1.0,0.155,0.06896551724137932,1,mannkr01w,IND,F
10,0,16,0,95,25,2,12,14,6,3,0,3,9,28,10,1,1,18,4,0,28,15,6,0,3,4,0.36666666666666664,1.0,0,1.75,0.9375,0.375,0.0,0.1875,0.25,0.1484375,0.07543103448275862,1,mannkr01w,WAS,F
1,0,30,30,856,357,60,145,205,64,30,24,59,112,300,138,88,73,22,8,3,357,205,64,24,30,59,0.46,0.8295454545454546,0,11.9,6.833333333333333,2.1333333333333333,0.8,1.0,1.9666666666666666,0.7133333333333334,0.22429906542056074,0,mapprh01w,CHA,C
2,0,30,0,395,126,34,45,79,14,16,6,25,60,123,51,32,24,3,0,0,132,86,17,6,16,27,0.4090909090909091,0.75,0,4.4,2.8666666666666667,0.5666666666666667,0.2,0.5333333333333333,0.9,0.32916666666666666,0.056074766355140186,1,mapprh01w,LAS,C
4,0,24,4,255,62,26,42,68,6,7,6,12,45,60,30,4,2,1,0,0,62,68,6,6,7,12,0.5,0.5,0,2.5833333333333335,2.8333333333333335,0.25,0.25,0.2916666666666667,0.5,0.265625,0.07009345794392523,1,mapprh01w,LAS,C
1,0,32,0,537,177,11,48,59,73,37,6,67,79,154,58,75,43,54,18,2,177,59,73,6,37,67,0.37662337662337664,0.5733333333333334,0,5.53125,1.84375,2.28125,0.1875,1.15625,2.09375,0.41953125,0.19810040705563095,0,marcimi01w,POR,G
2,0,27,5,392,132,17,21,38,47,30,2,30,49,139,51,37,20,33,10,0,132,38,47,2,30,30,0.3669064748201439,0.5405405405405406,0,4.888888888888889,1.4074074074074074,1.7407407407407407,0.07407407407407407,1.1111111111111112,1.1111111111111112,0.362962962962963,0.28484848484848485,0,marcimi01w,SEA,G
3,0,23,1,280,72,8,20,28,38,11,2,25,33,68,24,29,22,8,2,0,80,30,39,2,14,29,0.3424657534246575,0.8,0,3.4782608695652173,1.3043478260869565,1.6956521739130435,0.08695652173913043,0.6086956521739131,1.2608695652173914,0.30434782608695654,0.27636363636363637,1,marcimi01w,SEA,G
1,0,30,13,456,132,25,42,67,21,17,13,29,81,118,54,32,19,19,5,1,132,67,21,13,17,29,0.4576271186440678,0.59375,0,4.4,2.2333333333333334,0.7,0.43333333333333335,0.5666666666666667,0.9666666666666667,0.38,0.19252873563218392,0,martima01w,MIN,F
2,0,31,12,494,95,27,59,86,19,17,15,37,87,103,35,31,19,18,6,2,95,86,19,15,17,37,0.33980582524271846,0.6129032258064516,0,3.064516129032258,2.774193548387097,0.6129032258064516,0.4838709677419355,0.5483870967741935,1.1935483870967742,0.39838709677419354,0.239154616240267,0,martima01w,MIN,F
6,0,1,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0,martinu01w,MIN,G
5,0,17,0,116,28,1,4,5,8,1,0,5,23,25,10,10,4,11,4,0,28,5,8,0,1,5,0.4,0.4,0,1.6470588235294117,0.29411764705882354,0.47058823529411764,0.0,0.058823529411764705,0.29411764705882354,0.17058823529411765,0.025354969574036514,1,mascira01w,LAS,F
6,0,33,1,463,122,20,27,47,23,15,1,21,51,104,44,20,15,46,19,0,146,50,27,1,16,22,0.4297520661157025,0.7916666666666666,0,4.424242424242424,1.5151515151515151,0.8181818181818182,0.030303030303030304,0.48484848484848486,0.6666666666666666,0.35075757575757577,0.12277951933124348,1,mascira01w,LAS,F
9,0,29,1,412,126,15,25,40,16,8,1,16,35,135,47,20,16,68,16,0,160,42,18,4,10,17,0.36419753086419754,0.76,0,5.517241379310345,1.4482758620689655,0.6206896551724138,0.13793103448275862,0.3448275862068966,0.5862068965517241,0.35517241379310344,0.11890606420927469,1,mascira01w,LAS,F
6,0,10,0,56,9,0,3,3,6,1,0,2,4,13,3,2,2,7,1,0,9,3,6,0,1,2,0.23076923076923078,1.0,0,0.9,0.3,0.6,0.0,0.1,0.2,0.14,0.5454545454545454,0,matteca01w,CHA,G
1,0,32,32,1029,332,40,120,160,63,49,16,64,92,285,110,58,50,156,62,0,332,160,63,16,49,64,0.38596491228070173,0.8620689655172413,0,10.375,5.0,1.96875,0.5,1.53125,2.0,0.80390625,0.4310344827586207,0,maxwemo01w,IND,F
2,0,15,3,238,47,12,26,38,14,5,3,22,19,53,16,12,8,31,7,0,47,38,14,3,5,22,0.3018867924528302,0.6666666666666666,0,3.1333333333333333,2.533333333333333,0.9333333333333333,0.2,0.3333333333333333,1.4666666666666666,0.39666666666666667,0.21839080459770116,0,maxwemo01w,IND,F
3,0,18,0,170,35,12,19,31,7,7,4,6,16,47,14,2,2,17,5,0,35,31,8,4,7,6,0.28,1.0,0,1.9444444444444444,1.7222222222222223,0.4444444444444444,0.2222222222222222,0.3888888888888889,0.3333333333333333,0.2361111111111111,0.1484674329501916,1,maxwemo01w,IND,F
5,0,34,0,339,79,9,24,33,9,7,2,20,22,92,31,6,4,52,13,0,79,33,9,2,7,20,0.33695652173913043,0.6666666666666666,0,2.323529411764706,0.9705882352941176,0.2647058823529412,0.058823529411764705,0.20588235294117646,0.5882352941176471,0.24926470588235294,0.08181818181818182,0,mazzake01w,CHA,G
6,0,27,2,226,64,14,17,31,7,9,0,7,9,72,21,10,8,46,14,0,64,31,7,0,9,7,0.2916666666666667,0.8,0,2.3703703703703702,1.1481481481481481,0.25925925925925924,0.0,0.3333333333333333,0.25925925925925924,0.20925925925925926,0.18181818181818182,0,mazzake01w,CHA,G
7,0,34,0,725,302,23,76,99,64,47,6,48,37,277,105,33,28,167,64,0,302,99,64,6,47,48,0.37906137184115524,0.8484848484848485,0,8.882352941176471,2.911764705882353,1.8823529411764706,0.17647058823529413,1.3823529411764706,1.411764705882353,0.5330882352941176,0.24242424242424243,0,mazzake01w,CHA,G
8,0,34,3,488,182,11,45,56,38,26,2,20,28,165,64,15,15,114,39,0,240,74,44,2,30,21,0.3952380952380952,1.0,0,7.0588235294117645,2.176470588235294,1.2941176470588236,0.058823529411764705,0.8823529411764706,0.6176470588235294,0.3588235294117647,0.34545454545454546,1,mazzake01w,PHO,G
9,0,34,2,641,197,15,51,66,38,24,2,18,44,205,68,6,5,169,56,0,197,66,38,2,24,18,0.33170731707317075,0.8333333333333334,0,5.794117647058823,1.9411764705882353,1.1176470588235294,0.058823529411764705,0.7058823529411765,0.5294117647058824,0.4713235294117647,0.38383838383838387,0,mazzake01w,PHO,G
10,0,31,2,433,106,7,33,40,17,10,3,10,42,99,36,3,3,88,31,0,106,42,17,3,10,11,0.3564356435643564,1.0,0,3.4193548387096775,1.3548387096774193,0.5483870967741935,0.0967741935483871,0.3225806451612903,0.3548387096774194,0.34919354838709676,0.3090909090909091,1,mazzake01w,PHO,G
3,0,31,2,392,83,4,22,26,41,11,3,34,29,86,25,16,12,58,21,0,83,26,41,3,11,34,0.29069767441860467,0.75,0,2.6774193548387095,0.8387096774193549,1.3225806451612903,0.0967741935483871,0.3548387096774194,1.096774193548387,0.3161290322580645,0.2192513368983957,0,mccaibr01w,CLE,G
1,0,25,0,214,51,2,9,11,5,3,1,9,18,49,15,18,16,22,5,0,57,12,6,1,3,10,0.3269230769230769,0.8888888888888888,0,2.28,0.48,0.24,0.04,0.12,0.4,0.214,0.303030303030303,1,mccaiti01w,CON,G-F
2,0,32,9,442,97,7,31,38,36,10,8,34,52,109,35,9,6,67,21,0,97,38,36,8,10,34,0.3211009174311927,0.6666666666666666,0,3.03125,1.1875,1.125,0.25,0.3125,1.0625,0.3453125,0.417910447761194,0,mccaiti01w,CON,G-F
3,0,16,0,51,7,1,2,3,2,3,0,3,9,10,2,4,3,4,0,0,7,3,2,0,3,3,0.2,0.75,0,0.4375,0.1875,0.125,0.0,0.1875,0.1875,0.0796875,0.0,0,mccaiti01w,CON,G-F
10,0,34,1,482,145,30,38,68,26,15,10,36,74,150,56,39,22,38,11,1,145,68,26,10,15,36,0.37333333333333335,0.5641025641025641,0,4.264705882352941,2.0,0.7647058823529411,0.29411764705882354,0.4411764705882353,1.0588235294117647,0.35441176470588237,0.1724137931034483,0,mccanra01w,MIN,F
6,0,28,3,311,50,32,44,76,11,12,7,22,39,50,17,25,16,0,0,0,50,76,11,7,12,22,0.34,0.64,0,1.7857142857142858,2.7142857142857144,0.39285714285714285,0.25,0.42857142857142855,0.7857142857142857,0.27767857142857144,0.07009345794392523,0,mccarja01w,CHA,C
7,0,30,3,421,136,40,65,105,25,17,20,28,51,118,54,44,28,0,0,1,136,105,25,20,17,28,0.4576271186440678,0.6363636363636364,0,4.533333333333333,3.5,0.8333333333333334,0.6666666666666666,0.5666666666666667,0.9333333333333333,0.35083333333333333,0.18691588785046725,0,mccarja01w,CHA,C
8,0,32,21,677,332,45,107,152,36,39,20,79,72,249,136,72,60,1,0,1,374,169,46,24,47,88,0.5275862068965518,0.7906976744186046,1,11.6875,5.28125,1.4375,0.75,1.46875,2.75,0.52890625,0.17523364485981308,1,mccarja01w,NYL,C
9,0,31,31,816,425,52,116,168,66,45,26,67,78,314,168,115,89,8,0,1,508,199,74,35,51,86,0.5272727272727272,0.7391304347826086,0,16.387096774193548,6.419354838709677,2.3870967741935485,1.1290322580645162,1.6451612903225807,2.774193548387097,0.6580645161290323,0.23515224600542659,1,mccarja01w,NYL,C
10,0,32,32,848,393,63,112,175,88,41,44,86,79,301,151,107,90,3,1,1,393,175,88,44,41,86,0.5016611295681063,0.8411214953271028,0,12.28125,5.46875,2.75,1.375,1.28125,2.6875,0.6625,0.38551401869158874,0,mccarja01w,NYL,C
1,0,32,12,635,230,14,46,60,57,31,6,47,49,166,66,86,71,70,27,0,230,60,57,6,31,47,0.39759036144578314,0.8255813953488372,0,7.1875,1.875,1.78125,0.1875,0.96875,1.46875,0.49609375,0.5142857142857142,0,mccarst01w,IND,G-F
2,0,30,0,504,169,13,42,55,58,26,14,38,50,137,52,55,42,57,23,0,169,55,58,14,26,38,0.3795620437956204,0.7636363636363637,0,5.633333333333334,1.8333333333333333,1.9333333333333333,0.4666666666666667,0.8666666666666667,1.2666666666666666,0.42,0.5380116959064327,0,mccarst01w,IND,G-F
4,0,28,10,577,194,14,27,41,58,34,6,37,60,173,60,48,45,84,29,0,194,41,58,6,34,37,0.3468208092485549,0.9375,0,6.928571428571429,1.4642857142857142,2.0714285714285716,0.21428571428571427,1.2142857142857142,1.3214285714285714,0.5151785714285714,0.4603174603174603,0,mccarst01w,IND,G-F
5,0,22,12,450,91,8,20,28,52,24,5,30,30,72,27,34,24,39,13,0,91,28,52,5,24,30,0.375,0.7058823529411765,0,4.136363636363637,1.2727272727272727,2.3636363636363638,0.22727272727272727,1.0909090909090908,1.3636363636363635,0.5113636363636364,0.4444444444444444,0,mccarst01w,IND,G-F
1,0,32,32,705,173,9,41,50,119,15,1,69,30,140,58,25,19,97,38,0,212,64,144,2,20,85,0.3891891891891892,0.7777777777777778,1,6.625,2.0,4.5,0.0625,0.625,2.65625,0.55078125,0.313570487483531,1,mcconsu01w,CLE,G
10,0,34,10,735,435,35,70,105,71,74,12,72,92,336,160,135,100,51,15,2,473,116,77,12,76,84,0.4768392370572207,0.7375886524822695,1,13.911764705882353,3.411764705882353,2.264705882352941,0.35294117647058826,2.235294117647059,2.4705882352941178,0.5404411764705882,0.2662271805273834,1,mccouan01w,ATL,F
1,0,32,32,1046,497,22,34,56,85,45,5,89,79,385,167,147,113,151,50,0,512,62,98,5,46,99,0.4339152119700748,0.7687074829931972,0,16.0,1.9375,3.0625,0.15625,1.4375,3.09375,0.8171875,0.17364657814096016,1,mccrani01w,WAS,G
2,0,32,32,828,351,22,34,56,47,26,0,73,68,290,119,128,91,95,22,1,351,56,47,0,26,73,0.4103448275862069,0.7109375,0,10.96875,1.75,1.46875,0.0,0.8125,2.28125,0.646875,0.11706102117061022,0,mccrani01w,WAS,G
3,0,32,32,1058,369,29,68,97,70,28,3,82,73,318,132,103,84,66,21,2,393,101,81,3,29,87,0.4115942028985507,0.8055555555555556,0,12.28125,3.15625,2.53125,0.09375,0.90625,2.71875,0.8265625,0.15521064301552107,1,mccrani01w,IND,G
4,0,34,32,734,131,18,33,51,49,37,2,44,67,138,52,24,20,32,7,1,131,51,49,2,37,44,0.37681159420289856,0.8333333333333334,0,3.8529411764705883,1.5,1.4411764705882353,0.058823529411764705,1.088235294117647,1.2941176470588236,0.5397058823529411,0.2024793388429752,0,mccrani01w,IND,G
5,0,27,9,371,69,10,19,29,13,7,0,18,35,67,30,7,4,11,5,0,69,29,13,0,7,18,0.44776119402985076,0.5714285714285714,0,2.5555555555555554,1.0740740740740742,0.48148148148148145,0.0,0.25925925925925924,0.6666666666666666,0.3435185185185185,0.13131313131313133,0,mccrani01w,PHO,G
6,0,23,5,302,38,7,13,20,16,11,0,18,26,62,15,11,7,20,1,0,38,20,16,0,11,18,0.24193548387096775,0.6363636363636364,0,1.6521739130434783,0.8695652173913043,0.6956521739130435,0.0,0.4782608695652174,0.782608695652174,0.3282608695652174,0.1616161616161616,0,mccrani01w,SAS,G
7,0,11,2,86,22,2,3,5,5,7,1,10,8,22,8,7,5,5,1,0,22,5,5,1,7,10,0.36363636363636365,0.7142857142857143,0,2.0,0.45454545454545453,0.45454545454545453,0.09090909090909091,0.6363636363636364,0.9090909090909091,0.19545454545454546,0.09090909090909091,0,mccrani01w,CHI,G
1,0,32,0,488,101,9,23,32,65,29,8,48,41,77,39,14,7,33,16,0,111,39,75,8,30,53,0.47191011235955055,0.5555555555555556,0,3.46875,1.21875,2.34375,0.25,0.9375,1.65625,0.38125,0.24621212121212124,1,mccrini01w,LAS,G
2,0,28,0,350,64,3,9,12,63,21,0,22,19,63,28,7,3,12,5,0,69,16,69,0,26,26,0.4461538461538462,0.45454545454545453,0,2.4642857142857144,0.5714285714285714,2.4642857142857144,0.0,0.9285714285714286,0.9285714285714286,0.3125,0.5206611570247934,1,mccrini01w,LAS,G
3,0,32,0,356,51,9,14,23,53,22,3,24,22,49,20,11,7,15,4,0,59,24,55,3,24,25,0.4107142857142857,0.6666666666666666,0,1.84375,0.75,1.71875,0.09375,0.75,0.78125,0.278125,0.40151515151515155,1,mccrini01w,LAS,G
4,0,33,1,299,68,7,22,29,32,19,1,17,20,63,28,8,7,12,5,0,77,33,39,1,21,21,0.3950617283950617,0.875,0,2.3333333333333335,1.0,1.1818181818181819,0.030303030303030304,0.6363636363636364,0.6363636363636364,0.2265151515151515,0.3422459893048128,1,mccrini01w,LAS,G
1,0,29,2,456,175,45,37,82,19,16,22,37,63,153,63,63,46,17,3,1,175,82,19,22,16,37,0.4117647058823529,0.7301587301587301,0,6.0344827586206895,2.8275862068965516,0.6551724137931034,0.7586206896551724,0.5517241379310345,1.2758620689655173,0.3931034482758621,0.6019951840385276,0,mcculda01w,IND,F-C
2,0,8,2,90,28,4,13,17,5,0,2,7,12,18,5,18,17,2,1,0,28,17,5,2,0,7,0.2777777777777778,0.9444444444444444,0,3.5,2.125,0.625,0.25,0.0,0.875,0.28125,0.8187134502923976,0,mcculda01w,IND,F-C
3,0,4,1,43,2,3,4,7,1,1,0,2,5,12,0,2,2,3,0,0,2,7,1,0,1,2,0.0,1.0,0,0.5,1.75,0.25,0.0,0.25,0.5,0.26875,0.08771929824561403,1,mcculda01w,SEA,F-C
4,0,7,0,26,2,0,1,1,0,0,0,4,3,6,1,0,0,1,0,0,2,1,0,0,0,4,0.16666666666666666,0.0,0,0.2857142857142857,0.14285714285714285,0.0,0.0,0.0,0.5714285714285714,0.09285714285714286,0.17543859649122806,0,mcculda01w,SEA,F-C
1,0,32,0,408,87,27,37,64,23,21,5,31,58,83,30,39,27,3,0,0,92,69,24,5,25,34,0.34444444444444444,0.7142857142857143,0,2.875,2.15625,0.75,0.15625,0.78125,1.0625,0.31875,0.5516804058338617,1,mcgheca01w,CON,F-C
2,0,17,0,71,14,3,7,10,0,1,1,6,9,24,6,4,2,0,0,0,14,10,0,1,1,6,0.25,0.5,0,0.8235294117647058,0.5882352941176471,0.0,0.058823529411764705,0.058823529411764705,0.35294117647058826,0.10441176470588236,0.30701754385964913,0,mcgheca01w,CON,F-C
3,0,2,0,4,5,1,0,1,0,0,0,0,0,4,2,1,1,0,0,0,5,1,0,0,0,0,0.5,1.0,0,2.5,0.5,0.0,0.0,0.0,0.0,0.05,0.6578947368421052,0,mcgheca01w,CON,F-C
4,0,31,1,341,105,37,54,91,6,14,24,27,58,78,41,31,23,1,0,0,105,93,6,25,14,27,0.5125,0.7419354838709677,0,3.3870967741935485,3.0,0.1935483870967742,0.8064516129032258,0.45161290322580644,0.8709677419354839,0.275,0.708502024291498,1,mckivte01w,CHA,F-C
5,0,9,0,77,35,9,9,18,0,2,6,5,21,27,14,14,7,0,0,0,35,18,0,6,2,5,0.5185185185185185,0.5,0,3.888888888888889,2.0,0.0,0.6666666666666666,0.2222222222222222,0.5555555555555556,0.21388888888888888,0.682261208576998,0,mckivte01w,CHA,F-C
6,0,31,1,362,113,29,36,65,7,14,18,26,71,91,44,36,25,0,0,0,113,65,7,18,14,26,0.4835164835164835,0.6944444444444444,0,3.6451612903225805,2.096774193548387,0.22580645161290322,0.5806451612903226,0.45161290322580644,0.8387096774193549,0.29193548387096774,0.653556969346443,0,mckivte01w,CHA,F-C
8,0,2,0,5,0,0,1,1,0,0,1,0,1,0,0,2,0,0,0,0,0,1,0,1,0,0,0.0,0.0,0,0.0,0.5,0.0,0.5,0.0,0.0,0.0625,0.0,1,mckivte01w,PHO,F-C
1,0,32,32,1098,438,90,154,244,54,59,31,83,86,330,173,122,87,17,5,0,481,267,59,34,61,88,0.5190217391304348,0.7175572519083969,0,15.03125,8.34375,1.84375,1.0625,1.90625,2.75,0.8578125,0.6985645933014354,1,mcwilta01w,CON,F-C
2,0,32,32,1059,403,114,129,243,69,52,50,80,74,331,157,117,87,10,2,1,403,243,69,50,52,80,0.4743202416918429,0.7435897435897436,0,12.59375,7.59375,2.15625,1.5625,1.625,2.5,0.82734375,0.640801399268564,0,mcwilta01w,CON,F-C
3,0,13,12,383,110,21,42,63,13,19,14,22,40,82,41,31,27,3,1,1,110,63,13,14,19,22,0.5,0.8709677419354839,0,8.461538461538462,4.846153846153846,1.0,1.0769230769230769,1.4615384615384615,1.6923076923076923,0.7365384615384616,0.7060333761232349,0,mcwilta01w,CON,F-C
4,0,34,34,983,354,78,149,227,49,43,33,54,103,301,133,102,76,43,12,1,419,257,54,35,49,60,0.4511494252873563,0.773109243697479,0,12.323529411764707,7.5588235294117645,1.588235294117647,1.0294117647058822,1.4411764705882353,1.7647058823529411,0.7227941176470588,0.6189893337996153,1,mcwilta01w,CON,F-C
5,0,34,34,1133,413,83,161,244,63,48,45,73,96,352,168,128,77,12,0,1,496,303,78,51,60,86,0.4624145785876993,0.6095890410958904,0,14.588235294117647,8.911764705882353,2.2941176470588234,1.5,1.7647058823529411,2.5294117647058822,0.8330882352941177,0.6175239234449761,1,mcwilta01w,CON,F-C
6,0,34,34,1083,471,78,170,248,65,37,25,59,80,364,180,136,107,18,4,1,598,323,78,36,46,75,0.4978165938864629,0.7873563218390804,1,17.58823529411765,9.5,2.2941176470588234,1.0588235294117647,1.3529411764705883,2.2058823529411766,0.7963235294117647,0.6810294968189705,1,mcwilta01w,CON,F-C
7,0,32,32,996,410,104,202,306,80,35,31,78,75,329,164,110,81,8,1,0,474,353,91,35,37,87,0.4872448979591837,0.728,0,14.8125,11.03125,2.84375,1.09375,1.15625,2.71875,0.778125,0.6558950567909133,1,mcwilta01w,CON,F-C
