year,confID,rank,playoff,firstRound,semis,finals,o_fgm,o_fga,o_ftm,o_fta,o_3pm,o_3pa,o_oreb,o_dreb,o_reb,o_asts,o_pf,o_stl,o_to,o_blk,o_pts,d_fgm,d_fga,d_ftm,d_fta,d_3pm,d_3pa,d_oreb,d_dreb,d_reb,d_asts,d_pf,d_stl,d_to,d_blk,d_pts,GP,min,attend,win_percentage,loss_percentage,home_win_percentage,home_loss_percentage,away_win_percentage,away_loss_percentage,conference_win_percentage,conference_loss_percentage,tmID,W_post,L_post,GS_weighted_mean,minutes_weighted_mean,points_weighted_mean,oRebounds_weighted_mean,dRebounds_weighted_mean,rebounds_weighted_mean,assists_weighted_mean,steals_weighted_mean,blocks_weighted_mean,turnovers_weighted_mean,PF_weighted_mean,fgAttempted_weighted_mean,fgMade_weighted_mean,ftAttempted_weighted_mean,ftMade_weighted_mean,threeAttempted_weighted_mean,PostGP_weighted_mean,PostGS_weighted_mean,PostMinutes_weighted_mean,PostPoints_weighted_mean,PostoRebounds_weighted_mean,PostdRebounds_weighted_mean,PostRebounds_weighted_mean,PostAssists_weighted_mean,PostSteals_weighted_mean,PostTurnovers_weighted_mean,PostPF_weighted_mean,PostfgAttempted_weighted_mean,PostfgMade_weighted_mean,PostftAttempted_weighted_mean,PostftMade_weighted_mean,PostthreeAttempted_weighted_mean,total_points_weighted_mean,total_rebounds_weighted_mean,total_assists_weighted_mean,total_steals_weighted_mean,total_turnovers_weighted_mean,Avg_Points_Per_Game_weighted_mean,Avg_Assists_Per_Game_weighted_mean,Avg_Blocks_Per_Game_weighted_mean,Avg_Steals_Per_Game_weighted_mean,Avg_Turnovers_Per_Game_weighted_mean,num_trophies,Avg_Assists_Per_Game,Avg_Blocks_Per_Game,Avg_Points_Per_Game,Avg_Rebounds_Per_Game,Avg_Steals_Per_Game,Avg_Turnovers_Per_Game,Durability_Ratio,FG%,FT%,GP_3,GS,PF,POSITION_METRIC,Points_Ratio,PostAssists,PostBlocks,PostDQ,PostGP,PostGS,PostMinutes,PostPF,PostPoints,PostRebounds,PostSteals,PostTurnovers,PostdRebounds,PostfgAttempted,PostfgMade,PostftAttempted,PostftMade,PostoRebounds,PostthreeAttempted,PostthreeMade,assists,blocks,dRebounds,dq,fgAttempted,fgMade,ftAttempted,ftMade,minutes,oRebounds,points,rebounds,steals,threeAttempted,threeMade,total_assists,total_blocks,total_points,total_rebounds,total_steals,total_turnovers,turnovers
6,0,0.19,1,0.83,0.5,0.0,0.44,0.41,0.38,0.36,0.43,0.48,0.39,0.45,0.48,0.49,0.52,0.55,0.19,0.27,0.39,0.43,0.37,0.4,0.39,0.32,0.28,0.38,0.52,0.44,0.56,0.44,0.32,0.4,0.24,0.44,0.83,0.69,0.26,0.54,0.46,0.57,0.43,0.52,0.47,0.63,0.37,CON,3.17,2.17,22.15,793.79,287.14,36.04,83.61,119.65,66.09,34.64,11.92,51.9,69.65,247.17,105.16,76.96,56.94,61.09,5.07,3.75,132.43,46.42,5.63,13.95,19.57,10.28,6.07,8.07,10.93,39.29,16.5,13.17,10.32,8.92,333.56,139.23,76.38,40.7,59.97,10.45,2.38,0.44,1.28,1.88,0.5,2.57,0.68,10.64,4.64,1.28,2.07,0.63,0.42,0.76,31.66,23.5,76.39,0.42,0.17,12.54,2.09,0.0,5.1,3.84,139.95,11.67,50.74,19.17,6.31,8.45,13.65,40.84,17.28,16.49,13.14,5.52,8.8,3.05,69.73,19.81,92.98,0.55,250.27,107.62,78.24,57.94,827.22,37.38,292.45,130.36,34.88,58.07,19.26,82.27,21.91,343.19,149.54,41.19,66.42,57.96
7,0,0.05,1,1.0,0.83,0.5,0.51,0.41,0.44,0.43,0.37,0.38,0.39,0.57,0.57,0.59,0.48,0.41,0.19,0.34,0.44,0.43,0.43,0.36,0.34,0.23,0.23,0.4,0.49,0.42,0.47,0.5,0.36,0.29,0.15,0.41,1.0,0.71,0.29,0.7,0.3,0.69,0.31,0.7,0.3,0.66,0.34,CON,4.5,2.83,23.21,826.04,310.35,38.08,92.01,130.09,70.71,33.52,13.54,53.2,70.8,260.29,114.59,83.52,62.45,55.66,6.91,5.04,184.04,66.0,8.23,20.75,28.97,12.86,7.37,11.26,14.83,53.86,22.73,20.94,15.77,13.19,376.35,159.07,83.58,40.89,64.46,11.38,2.54,0.52,1.24,1.96,0.83,2.73,0.64,12.37,5.08,1.3,2.12,0.67,0.43,0.7,31.16,25.44,72.72,0.43,0.2,13.65,3.74,0.0,6.54,5.29,189.9,14.76,70.65,29.49,7.77,11.89,21.05,57.06,23.95,23.46,17.78,8.45,13.81,4.96,75.93,17.42,98.38,0.29,282.96,125.77,91.5,68.77,861.72,39.64,338.96,138.02,35.17,54.78,18.65,89.57,21.17,409.6,167.52,42.94,69.67,57.78
8,0,0.0,1,1.0,0.5,0.33,0.61,0.52,0.54,0.48,0.42,0.42,0.43,0.78,0.74,0.72,0.33,0.36,0.33,0.48,0.55,0.54,0.59,0.21,0.22,0.27,0.3,0.48,0.51,0.46,0.46,0.48,0.44,0.32,0.19,0.44,1.0,0.69,0.32,0.8,0.2,0.77,0.23,0.81,0.19,0.76,0.24,CON,4.0,2.5,21.82,773.48,307.36,37.99,96.42,134.42,69.43,31.05,15.34,52.66,61.59,253.34,113.3,80.0,62.25,53.78,6.03,4.29,157.97,55.69,8.22,18.8,27.02,11.12,5.62,10.17,12.62,49.18,19.4,17.41,12.73,12.55,363.05,161.43,80.55,36.67,62.83,11.34,2.54,0.58,1.15,1.96,1.0,2.56,0.55,10.71,4.42,1.13,1.88,0.59,0.43,0.74,29.87,21.55,60.33,0.43,0.15,10.22,2.93,0.0,5.15,3.71,134.87,10.17,47.13,20.1,5.12,9.27,14.0,42.21,15.66,15.72,11.5,6.11,13.35,4.3,69.37,14.87,86.64,0.0,240.49,105.6,72.14,57.01,740.55,31.57,288.62,118.2,30.13,58.13,20.42,79.59,17.8,335.75,138.31,35.26,59.41,50.14
9,0,0.14,1,0.5,0.17,0.17,0.69,0.67,0.52,0.43,0.52,0.52,0.49,0.86,0.82,0.77,0.41,0.39,0.47,0.57,0.62,0.65,0.68,0.29,0.28,0.33,0.37,0.47,0.63,0.54,0.54,0.44,0.4,0.42,0.14,0.55,1.0,0.75,0.36,0.7,0.3,0.62,0.37,0.78,0.22,0.63,0.37,CON,2.33,2.17,20.89,738.89,306.92,36.68,93.54,130.22,70.63,30.64,15.27,54.3,60.31,257.36,113.73,75.71,59.81,58.5,4.1,2.88,110.79,39.26,5.32,14.07,19.4,8.32,3.43,7.6,8.83,36.57,14.26,10.41,7.63,10.12,346.18,149.62,78.96,34.08,61.9,11.06,2.52,0.56,1.09,1.98,0.5,2.61,0.26,10.71,4.21,1.01,2.14,0.55,0.42,0.77,32.22,20.06,68.08,0.39,0.12,7.89,0.86,0.06,3.47,1.45,92.07,8.44,37.3,13.67,2.04,7.59,10.52,33.47,13.54,9.58,6.86,3.15,8.23,3.35,77.97,7.38,88.33,0.4,263.91,115.46,83.88,66.91,773.7,36.11,314.62,124.44,31.31,53.82,16.8,85.86,8.24,351.92,138.11,33.35,70.25,62.65
10,0,0.17,0,0.17,0.0,0.28,0.69,0.74,0.56,0.51,0.64,0.68,0.56,0.87,0.86,0.77,0.45,0.28,0.44,0.41,0.65,0.69,0.7,0.35,0.34,0.35,0.4,0.49,0.7,0.6,0.58,0.55,0.38,0.44,0.2,0.6,1.0,0.75,0.36,0.65,0.35,0.66,0.34,0.65,0.35,0.64,0.36,CON,1.33,2.0,18.77,659.39,280.89,33.15,84.97,118.12,64.05,24.55,12.0,47.66,57.2,236.2,102.88,71.0,55.55,59.2,2.93,1.95,73.79,26.17,3.81,9.23,13.03,5.69,2.39,5.16,5.91,26.14,9.75,6.3,4.85,7.14,307.06,131.15,69.74,26.94,52.82,10.3,2.36,0.42,0.96,1.8,0.17,2.32,0.36,10.34,4.19,0.88,1.92,0.52,0.41,0.76,30.84,20.02,67.03,0.36,0.09,5.83,0.6,0.02,3.18,1.56,72.46,6.14,26.53,11.73,2.19,5.64,8.28,26.17,9.83,6.2,4.86,3.45,6.56,2.02,68.53,10.46,86.14,0.45,258.96,110.56,79.76,61.84,718.22,35.59,302.36,121.73,25.99,61.73,19.4,74.36,11.07,328.89,133.46,28.18,61.51,55.87
11,0,0.45,0,0.0,0.3,0.28,0.67,0.81,0.55,0.53,0.66,0.72,0.57,0.79,0.8,0.75,0.57,0.29,0.31,0.39,0.63,0.68,0.65,0.56,0.5,0.34,0.39,0.41,0.86,0.7,0.53,0.6,0.35,0.53,0.3,0.66,1.0,0.84,0.33,0.54,0.46,0.67,0.33,0.42,0.58,0.53,0.47,CON,0.5,1.0,17.07,618.93,256.4,31.37,75.65,107.03,58.08,22.14,10.91,42.31,57.82,221.65,94.28,65.26,49.9,55.61,1.3,0.85,32.18,11.59,1.59,3.96,5.55,2.47,1.1,2.25,2.58,11.54,4.34,2.68,2.15,3.15,267.99,112.58,60.55,23.24,44.56,9.47,2.15,0.38,0.85,1.59,0.0,1.99,0.35,10.47,3.63,0.83,1.97,0.52,0.42,0.81,28.72,15.99,61.43,0.35,0.12,2.48,0.4,0.06,1.96,0.54,35.65,4.37,11.82,6.04,1.14,2.39,4.07,11.33,4.61,2.52,2.15,1.96,1.45,0.45,56.86,9.9,66.5,0.53,257.15,109.83,62.75,50.52,690.89,30.23,293.59,96.73,22.77,66.69,23.41,59.34,10.3,305.41,102.77,23.91,56.23,53.83
2,0,0.57,0,0.37,0.3,0.28,0.46,0.32,0.56,0.56,0.06,0.11,0.47,0.27,0.37,0.39,0.71,0.39,0.53,0.16,0.38,0.56,0.32,0.42,0.43,0.22,0.13,0.36,0.19,0.19,0.42,0.56,0.58,0.59,0.57,0.51,0.0,0.04,0.25,0.42,0.58,0.47,0.53,0.42,0.58,0.47,0.53,DET,1.71,1.69,17.89,627.2,233.32,33.43,63.53,96.97,49.13,24.64,8.24,49.43,64.29,198.25,87.59,69.46,51.61,24.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,233.32,96.97,49.13,24.64,49.43,7.92,1.69,0.27,0.88,1.68,0.0,1.91,0.3,9.3,3.84,0.94,1.93,0.52,0.44,0.74,30.0,24.45,73.05,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.4,9.35,76.82,0.36,242.5,107.85,86.31,64.24,758.47,41.53,286.22,118.35,28.21,24.45,6.29,58.4,9.35,286.22,118.35,28.21,58.99,58.99
3,0,0.76,0,0.37,0.3,0.28,0.33,0.26,0.34,0.3,0.27,0.26,0.42,0.23,0.32,0.31,0.51,0.27,0.44,0.14,0.27,0.47,0.23,0.36,0.33,0.19,0.08,0.16,0.3,0.2,0.25,0.33,0.48,0.44,0.38,0.43,0.0,0.17,0.25,0.31,0.69,0.38,0.62,0.31,0.69,0.35,0.65,DET,1.71,1.69,16.72,616.18,212.76,31.23,61.33,92.56,45.53,22.07,8.15,47.42,58.48,188.81,79.36,57.08,43.11,32.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,212.76,92.56,45.53,22.07,47.42,7.42,1.57,0.28,0.79,1.66,0.0,1.56,0.28,7.78,3.58,0.78,1.72,0.47,0.41,0.72,27.27,15.69,61.56,0.41,0.0,0.0,0.0,0.0,0.02,0.0,0.03,0.02,0.03,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.0,0.0,0.01,0.01,45.69,8.21,66.35,0.35,201.21,83.24,63.14,46.53,639.81,34.15,223.31,100.5,22.45,31.24,10.31,45.69,8.21,223.35,100.5,22.45,49.04,49.04
4,0,0.88,1,0.37,0.3,0.28,0.29,0.25,0.38,0.37,0.24,0.26,0.49,0.35,0.44,0.3,0.47,0.17,0.51,0.29,0.24,0.43,0.28,0.37,0.33,0.23,0.19,0.21,0.29,0.21,0.26,0.37,0.51,0.32,0.44,0.41,0.0,0.13,0.22,0.26,0.74,0.39,0.61,0.2,0.8,0.29,0.71,DET,1.71,1.69,16.28,592.49,204.63,31.69,63.58,95.27,44.65,20.23,9.85,47.46,55.01,180.12,74.64,60.49,45.06,32.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,204.63,95.27,44.65,20.23,47.46,7.52,1.67,0.35,0.77,1.77,0.0,1.83,0.58,8.27,3.74,0.95,2.05,0.5,0.4,0.7,27.93,18.97,64.51,0.41,0.01,0.51,0.21,0.0,0.34,0.34,11.39,0.86,4.03,1.42,0.43,0.41,1.12,2.93,1.27,1.31,0.88,0.3,1.31,0.6,50.12,16.98,71.86,0.38,206.24,84.37,75.09,54.78,691.33,36.99,237.92,108.85,25.79,48.05,14.4,50.63,17.19,241.95,110.27,26.22,57.67,57.26
5,0,0.48,1,0.5,0.5,0.5,0.39,0.3,0.61,0.68,0.28,0.24,0.58,0.59,0.65,0.41,0.42,0.26,0.7,0.48,0.38,0.49,0.48,0.3,0.27,0.29,0.36,0.44,0.29,0.29,0.31,0.67,0.62,0.33,0.43,0.44,0.5,0.47,0.29,0.52,0.48,0.56,0.43,0.5,0.5,0.53,0.47,DET,3.0,1.0,19.42,693.08,254.25,37.4,83.0,120.41,55.29,24.87,15.01,57.69,61.3,207.81,90.68,83.11,60.41,35.01,3.65,2.76,99.55,36.82,5.62,12.34,17.96,9.03,3.1,6.41,8.81,33.15,13.09,10.23,8.21,6.19,291.07,138.37,64.32,27.97,64.1,9.61,2.14,0.57,0.94,2.15,1.0,2.18,0.71,10.29,5.5,1.06,2.26,0.6,0.41,0.71,30.35,22.2,70.94,0.46,0.11,9.08,3.01,0.0,4.11,3.48,117.57,11.17,41.37,24.93,3.49,7.2,16.62,38.13,14.72,13.01,10.34,8.31,4.54,1.59,57.98,19.11,103.89,0.41,232.39,100.72,95.11,68.11,783.24,44.42,280.95,148.32,28.68,33.76,11.39,67.06,22.13,322.32,173.25,32.17,69.98,62.78
6,0,0.31,1,0.33,0.33,0.33,0.45,0.4,0.69,0.8,0.13,0.11,0.68,0.64,0.74,0.52,0.49,0.39,0.62,0.56,0.42,0.48,0.51,0.34,0.3,0.41,0.46,0.44,0.35,0.33,0.39,0.79,0.64,0.38,0.45,0.47,0.83,0.64,0.41,0.56,0.44,0.54,0.46,0.61,0.39,0.59,0.41,DET,2.5,1.67,20.57,730.39,269.98,41.89,88.4,130.29,61.33,28.85,17.03,57.69,66.18,225.78,97.36,91.7,65.56,28.81,3.58,2.7,98.57,35.98,5.32,11.89,17.22,8.48,3.52,6.35,7.94,31.35,12.65,11.44,8.77,5.08,305.96,147.5,69.81,32.37,64.03,9.77,2.24,0.61,1.06,2.09,0.67,2.24,0.57,10.59,4.62,1.05,2.03,0.59,0.42,0.71,29.55,23.77,73.37,0.48,0.09,6.53,1.98,0.0,2.69,2.21,77.21,6.18,28.89,13.68,2.58,5.02,9.45,24.81,10.11,9.4,7.24,4.23,3.85,1.42,62.98,15.99,90.42,0.89,246.44,106.34,97.78,71.23,792.34,40.1,299.57,130.53,29.57,44.03,15.66,69.51,17.97,328.46,144.21,32.15,63.31,58.29
7,0,0.31,1,0.17,0.17,0.17,0.44,0.43,0.63,0.8,0.08,0.06,0.76,0.67,0.79,0.43,0.7,0.37,0.65,0.59,0.39,0.39,0.42,0.5,0.47,0.38,0.4,0.24,0.43,0.32,0.35,0.86,0.58,0.46,0.46,0.44,1.0,0.79,0.49,0.54,0.46,0.61,0.38,0.47,0.53,0.6,0.4,DET,1.33,2.0,18.79,673.47,241.1,38.63,80.86,119.49,53.04,25.78,15.88,52.93,65.01,209.17,87.81,82.01,57.17,25.25,2.74,2.01,73.91,26.44,4.08,8.53,12.61,5.8,2.62,4.73,6.54,24.02,9.45,8.16,6.22,3.74,267.54,132.1,58.85,28.4,57.66,9.07,2.02,0.58,0.97,1.98,0.33,2.11,0.63,10.41,4.66,1.07,2.22,0.59,0.4,0.7,26.95,21.46,70.46,0.45,0.08,4.43,1.65,0.12,2.14,1.65,62.16,5.55,24.26,10.75,2.19,4.09,7.28,21.83,8.6,7.08,5.52,3.47,3.9,1.54,54.54,17.02,85.86,1.14,239.64,99.13,88.44,62.43,735.65,39.33,274.44,125.19,28.73,41.69,13.75,58.96,18.67,298.7,135.95,30.92,62.27,58.18
8,0,0.26,1,0.5,0.5,0.5,0.49,0.55,0.61,0.71,0.19,0.19,0.78,0.76,0.87,0.51,0.76,0.25,0.6,0.53,0.44,0.37,0.45,0.56,0.53,0.4,0.46,0.23,0.48,0.36,0.31,0.82,0.53,0.46,0.37,0.45,1.0,0.74,0.51,0.61,0.39,0.71,0.29,0.49,0.51,0.65,0.35,DET,3.67,2.5,18.53,650.29,237.7,37.16,80.48,117.65,53.05,22.16,13.6,48.65,63.88,206.89,86.19,75.23,54.6,32.42,5.42,3.51,132.66,48.89,6.79,15.23,22.02,11.18,4.34,9.93,13.14,41.65,18.2,14.05,10.3,6.03,286.59,139.67,64.22,26.5,58.59,10.26,2.58,0.51,1.13,2.54,1.0,2.61,0.45,10.99,4.99,1.08,2.29,0.61,0.4,0.72,28.52,21.77,70.09,0.48,0.15,10.99,1.8,0.04,4.26,3.31,122.38,11.42,51.53,22.24,3.85,9.09,15.67,42.49,18.88,15.15,11.32,6.57,6.49,2.44,68.72,11.28,88.69,0.72,241.19,99.22,96.2,70.71,754.12,40.92,285.26,129.6,28.86,48.77,16.11,79.71,13.08,336.79,151.84,32.71,68.56,59.47
9,0,0.12,1,0.83,0.83,0.33,0.59,0.64,0.7,0.73,0.34,0.32,0.72,0.9,0.95,0.55,0.75,0.2,0.65,0.44,0.56,0.45,0.55,0.59,0.56,0.47,0.57,0.23,0.53,0.39,0.41,0.89,0.52,0.5,0.34,0.53,1.0,0.73,0.52,0.71,0.29,0.73,0.27,0.68,0.32,0.71,0.29,DET,5.33,3.83,18.21,669.94,260.45,34.99,85.55,120.54,57.21,22.64,11.29,50.46,62.9,220.88,93.53,77.69,58.56,43.4,8.09,5.02,198.63,75.86,11.27,25.76,37.04,16.55,5.13,14.13,19.96,67.95,28.52,19.43,13.79,13.65,336.32,157.58,73.76,27.76,64.59,12.05,2.72,0.52,1.15,2.71,1.67,2.26,0.56,11.97,6.12,1.1,2.18,0.63,0.42,0.74,29.1,18.35,68.94,0.49,0.19,13.07,2.72,0.17,5.83,3.93,162.94,16.59,66.12,32.81,4.38,10.77,22.7,58.3,24.63,17.03,12.29,10.1,11.79,4.56,57.19,13.46,97.41,0.66,247.61,106.29,86.39,64.77,738.78,43.88,293.63,141.29,27.73,49.1,16.28,70.26,16.18,359.74,174.1,32.11,63.94,53.17
10,0,0.02,1,1.0,1.0,0.67,0.66,0.71,0.7,0.7,0.44,0.42,0.74,0.87,0.93,0.67,0.75,0.34,0.51,0.38,0.63,0.49,0.57,0.62,0.58,0.57,0.65,0.29,0.53,0.41,0.45,0.92,0.37,0.61,0.34,0.58,1.0,0.73,0.52,0.73,0.27,0.77,0.23,0.66,0.34,0.81,0.19,DET,6.67,3.17,16.01,608.89,244.23,31.21,75.35,106.56,56.1,21.95,9.39,43.37,56.36,206.01,87.94,68.14,52.46,45.09,8.15,5.26,204.81,78.42,10.55,26.47,37.02,16.06,5.9,13.8,19.48,69.5,29.48,19.04,14.35,14.12,322.65,143.58,72.16,27.86,57.16,12.97,2.86,0.64,1.16,2.51,1.5,2.51,0.55,11.81,5.72,1.19,2.1,0.65,0.43,0.77,28.65,17.4,66.08,0.47,0.26,12.03,2.67,0.09,5.96,3.53,159.52,14.77,63.99,28.27,4.95,10.19,20.42,55.6,23.52,15.43,12.04,7.85,13.39,4.91,61.6,10.95,85.92,0.43,228.3,98.38,75.68,58.27,711.22,36.58,274.39,122.5,29.47,54.58,19.35,73.63,13.62,338.38,150.77,34.42,59.91,49.72
11,1,0.14,0,1.0,0.5,0.33,0.69,0.73,0.66,0.65,0.44,0.41,0.68,0.83,0.88,0.66,0.83,0.4,0.54,0.29,0.63,0.53,0.57,0.73,0.67,0.59,0.67,0.29,0.55,0.43,0.47,0.84,0.43,0.6,0.32,0.64,1.0,0.83,0.46,0.63,0.37,0.7,0.3,0.56,0.44,0.66,0.34,DET,4.83,2.5,15.61,600.79,238.16,30.23,72.86,103.08,53.94,22.14,8.43,43.34,58.77,203.73,87.2,63.35,48.18,43.76,5.56,3.77,145.12,56.6,7.5,18.04,25.54,11.32,4.83,10.77,14.83,49.49,21.2,13.25,10.44,10.42,294.76,128.62,65.26,26.97,54.12,11.31,2.48,0.53,1.05,2.14,0.67,1.93,0.19,8.42,3.59,0.95,1.69,0.46,0.39,0.77,26.47,14.0,49.56,0.24,0.09,2.38,0.1,0.03,1.92,0.57,38.19,3.2,16.46,5.01,1.56,2.52,3.78,14.36,5.23,4.42,3.98,1.23,5.97,2.02,47.29,4.77,67.14,0.03,193.61,77.86,59.94,47.2,546.86,23.32,220.93,90.46,23.57,58.13,18.02,49.67,4.87,237.39,95.47,25.13,44.24,41.72
2,1,0.14,1,1.0,1.0,1.0,0.51,0.21,0.56,0.4,0.5,0.48,0.15,0.48,0.39,0.35,0.26,0.52,0.14,0.27,0.49,0.28,0.29,0.12,0.13,0.16,0.23,0.13,0.12,0.06,0.29,0.46,0.24,0.35,0.1,0.22,0.0,0.12,0.69,0.96,0.04,0.87,0.13,1.0,0.0,0.88,0.12,HOU,6.0,0.0,22.41,791.07,339.17,32.92,90.29,123.21,65.39,36.98,13.08,55.48,60.46,257.16,122.58,84.96,70.71,64.8,5.07,4.27,159.42,62.47,7.63,15.88,23.52,10.14,7.11,9.76,10.6,52.42,22.15,15.22,13.29,12.84,401.64,146.73,75.53,44.08,65.24,13.02,2.45,0.48,1.43,2.12,4.0,1.3,0.45,9.58,5.26,1.09,1.72,0.6,0.46,0.79,29.12,22.18,65.51,0.44,0.17,6.48,2.24,0.0,5.41,4.24,156.87,12.73,40.42,27.98,5.27,8.93,18.34,34.8,15.06,7.65,7.03,9.64,8.77,3.27,33.69,11.63,92.99,0.43,201.17,94.71,60.95,49.52,737.47,41.7,257.01,134.69,28.36,50.4,18.07,40.17,13.88,297.43,162.67,33.63,53.31,44.38
3,1,0.33,1,0.33,0.33,0.33,0.31,0.22,0.35,0.25,0.4,0.42,0.39,0.45,0.47,0.2,0.17,0.4,0.13,0.23,0.28,0.21,0.25,0.11,0.13,0.26,0.29,0.16,0.25,0.16,0.24,0.22,0.31,0.23,0.28,0.19,0.0,0.09,0.64,0.74,0.26,0.73,0.27,0.72,0.28,0.72,0.28,HOU,2.0,1.33,21.64,779.87,299.57,37.75,86.29,124.05,58.55,33.76,11.48,53.36,59.23,256.59,108.5,75.31,62.03,61.2,2.93,2.29,87.21,31.19,3.94,9.54,13.48,5.6,3.07,5.7,6.14,28.16,11.5,6.9,5.77,7.49,330.76,137.52,64.15,36.83,59.05,10.68,2.06,0.4,1.18,1.91,2.0,2.34,0.45,11.17,4.49,1.54,2.03,0.62,0.41,0.74,30.4,23.9,62.58,0.35,0.09,5.32,0.76,0.0,2.66,2.09,81.29,5.44,30.02,13.38,3.69,5.03,9.61,25.46,11.19,6.6,5.34,3.78,6.22,2.29,67.94,13.26,90.98,0.4,267.31,115.06,80.28,64.59,841.56,35.49,317.9,126.48,44.59,67.6,23.19,73.26,14.02,347.92,139.86,48.27,63.04,58.0
4,1,0.24,1,0.17,0.17,0.17,0.27,0.14,0.35,0.26,0.3,0.31,0.33,0.43,0.44,0.2,0.09,0.4,0.17,0.32,0.23,0.15,0.24,0.06,0.07,0.28,0.34,0.2,0.25,0.18,0.22,0.25,0.37,0.26,0.14,0.13,0.0,0.07,0.64,0.79,0.21,0.8,0.2,0.74,0.26,0.77,0.23,HOU,1.5,1.67,20.15,733.36,274.21,34.71,81.27,115.98,54.1,31.94,11.89,50.8,51.93,234.62,99.75,71.34,58.31,49.45,2.63,2.07,80.22,28.56,4.0,8.42,12.42,5.17,3.33,4.43,6.2,26.65,10.48,6.83,5.58,6.37,302.76,128.41,59.27,35.26,55.23,9.97,1.99,0.45,1.2,1.88,2.0,3.1,0.47,14.26,4.73,1.44,2.43,0.7,0.42,0.82,30.98,26.82,60.81,0.35,0.12,10.25,1.48,0.0,3.4,3.16,119.66,8.17,52.14,15.7,5.08,7.39,10.66,45.95,18.22,13.98,11.83,5.04,11.37,3.88,86.28,13.21,93.97,0.09,317.53,137.66,108.69,90.68,931.2,37.18,390.77,131.15,39.85,72.29,24.76,96.53,14.7,442.91,146.85,44.93,75.25,67.86
5,1,0.19,0,0.0,0.3,0.28,0.3,0.17,0.37,0.28,0.25,0.25,0.23,0.5,0.45,0.22,0.06,0.31,0.18,0.39,0.25,0.25,0.31,0.02,0.03,0.34,0.39,0.19,0.32,0.23,0.32,0.31,0.3,0.2,0.25,0.2,0.5,0.37,0.55,0.69,0.31,0.81,0.19,0.54,0.46,0.68,0.32,HOU,0.83,2.0,20.31,745.01,264.61,31.56,83.6,115.16,53.2,29.57,13.55,49.35,50.77,229.07,97.12,69.3,56.05,43.88,2.32,1.8,68.16,23.68,3.56,7.59,11.15,4.48,2.71,3.56,5.53,22.48,8.71,6.0,4.91,4.91,288.29,126.31,57.67,32.29,52.91,10.34,2.21,0.51,1.13,1.97,1.83,1.92,0.55,10.2,4.2,1.09,1.88,0.55,0.41,0.75,28.57,18.48,54.31,0.3,0.07,5.02,1.56,0.0,2.58,1.39,65.05,5.26,25.95,11.46,2.98,3.75,7.96,23.13,9.34,6.56,5.25,3.5,5.84,2.03,53.16,15.45,81.83,0.19,245.39,103.43,75.8,58.82,725.53,33.93,283.87,115.75,30.32,55.5,18.2,58.18,17.02,309.82,127.22,33.3,56.35,52.6
6,1,0.43,1,0.0,0.3,0.28,0.32,0.22,0.39,0.33,0.25,0.24,0.25,0.5,0.45,0.22,0.16,0.29,0.26,0.36,0.27,0.34,0.35,0.09,0.09,0.33,0.34,0.29,0.37,0.29,0.43,0.42,0.34,0.26,0.34,0.28,0.83,0.59,0.46,0.52,0.48,0.67,0.33,0.37,0.63,0.47,0.53,HOU,0.5,1.0,19.7,731.4,256.34,30.69,81.55,112.24,50.75,27.22,13.26,49.04,52.23,222.9,94.37,69.01,53.68,41.14,1.21,0.95,35.69,12.62,1.91,3.95,5.86,2.35,1.49,1.79,2.9,11.81,4.59,3.32,2.75,2.45,268.96,118.1,53.1,28.71,50.82,9.66,1.96,0.48,1.0,1.85,1.0,2.26,0.46,10.71,4.63,1.16,2.04,0.62,0.41,0.74,27.69,22.37,60.89,0.36,0.04,2.34,0.72,0.0,1.21,1.01,38.99,3.24,15.2,6.47,1.8,2.17,4.37,13.68,5.59,4.2,3.43,2.1,2.49,0.59,63.9,12.62,90.24,0.37,261.28,110.54,82.22,63.45,817.36,37.07,298.16,127.31,32.53,39.42,13.62,66.24,13.34,313.36,133.78,34.33,57.88,55.7
