year,confID,rank,playoff,firstRound,semis,finals,o_fgm,o_fga,o_ftm,o_fta,o_3pa,o_oreb,o_dreb,o_reb,o_asts,o_pf,o_stl,o_to,o_blk,d_fgm,d_fga,d_fta,d_3pm,d_3pa,d_oreb,d_reb,d_asts,d_pf,d_stl,d_to,d_blk,GP,attend,win_percentage,loss_percentage,home_win_percentage,home_loss_percentage,away_win_percentage,away_loss_percentage,conference_win_percentage,conference_loss_percentage,tmID,Avg_Rebounds_Per_Game,Avg_Steals_Per_Game,Avg_Turnovers_Per_Game,FG%,FT%,GP_5,GS,PF,POSITION_METRIC,PostAssists,PostBlocks,PostDQ,PostGP,PostGS,PostPF,PostRebounds,PostSteals,PostTurnovers,PostftAttempted,PostoRebounds,PostthreeAttempted,Usability,award,birthYear,dq,fgAttempted,ftMade,height,minutes,num_seasons,oRebounds,threeAttempted,total_blocks,total_rebounds,total_steals,total_turnovers,weight
2,0,7.0,0,0.0,0.0,0.0,796.0,1838.0,428.0,569.0,521.0,285.0,647.0,932.0,501.0,642.0,271.0,518.0,126.0,839.0,1868.0,669.0,109.0,358.0,321.0,954.0,528.0,612.0,267.0,476.0,75.0,32.0,180270.0,0.28,0.72,0.31,0.69,0.25,0.75,0.33,0.67,IND,3.32,1.12,1.66,0.41,0.75,30.4,18.46,68.2,0.34,0.37,0.09,0.0,0.56,0.09,0.37,1.39,0.0,0.19,0.09,0.46,0.46,0.59,0.0,1974.64,0.93,209.66,45.03,70.86,729.05,4.7,29.48,75.62,8.87,103.52,35.03,50.96,163.72
3,0,6.33,1,0.0,0.0,0.0,773.33,1827.33,457.33,583.67,471.0,285.67,648.33,934.0,472.33,614.0,251.67,500.0,120.67,848.33,1888.67,611.67,123.67,364.0,311.0,962.0,552.67,614.67,259.67,469.33,118.33,32.0,152704.67,0.3,0.7,0.4,0.6,0.21,0.79,0.33,0.67,IND,2.76,1.07,1.76,0.4,0.79,29.88,20.83,62.11,0.25,1.35,0.04,0.0,0.52,0.24,0.98,1.5,0.41,0.98,0.28,0.42,1.62,0.59,0.0,1974.42,0.74,195.97,51.55,69.92,719.29,5.38,24.84,67.91,7.16,84.63,33.76,54.76,156.92
4,0,5.17,0,0.25,0.0,0.0,752.17,1826.17,456.17,581.83,507.0,300.33,640.67,941.0,459.67,586.5,259.83,469.0,110.33,826.17,1852.83,557.33,142.83,414.0,299.5,947.0,529.83,630.83,242.83,469.67,131.67,32.0,143824.83,0.4,0.6,0.51,0.49,0.29,0.71,0.45,0.55,IND,4.54,1.28,1.79,0.41,0.78,31.0,21.2,74.03,0.43,4.53,0.9,0.13,2.19,1.59,4.85,12.73,1.83,4.56,5.79,5.15,6.58,0.64,0.18,1974.31,1.32,238.29,73.53,71.44,802.79,6.6,48.37,71.21,16.05,154.35,42.12,60.64,167.2
5,0,5.1,0,0.15,0.0,0.0,786.9,1900.1,453.3,574.3,544.2,313.8,646.0,959.8,491.4,619.1,275.5,471.0,114.6,830.5,1874.9,589.6,148.5,416.8,303.3,962.6,545.9,630.9,236.5,486.6,147.0,32.8,143006.1,0.43,0.57,0.57,0.43,0.29,0.71,0.47,0.53,IND,4.21,1.03,1.56,0.43,0.77,30.25,17.49,72.04,0.44,1.1,0.47,0.08,1.09,0.63,2.23,5.57,0.73,1.46,2.75,2.18,1.71,0.58,0.06,1976.45,0.89,233.18,62.38,72.56,725.1,6.74,46.77,63.49,16.04,139.1,33.22,50.59,169.03
6,0,5.4,1,0.1,0.0,0.0,788.27,1937.07,452.2,576.2,523.13,341.2,665.67,1006.87,512.6,625.73,270.67,476.0,121.07,821.67,1871.6,624.73,139.33,395.2,295.87,964.73,535.27,621.6,247.0,479.73,152.0,33.2,138333.73,0.43,0.57,0.57,0.43,0.29,0.71,0.45,0.55,IND,4.56,1.08,1.66,0.41,0.77,31.43,20.4,79.52,0.41,0.94,0.35,0.06,0.82,0.43,1.82,4.09,0.64,1.07,1.95,1.53,1.21,0.59,0.08,1976.17,1.52,251.12,66.82,72.68,762.49,7.04,52.35,59.18,17.34,150.65,35.48,54.21,170.64
7,0,4.2,1,0.4,0.17,0.0,788.33,1955.93,452.6,582.33,506.4,347.13,670.13,1017.27,510.27,641.2,293.27,474.53,112.8,804.2,1847.13,632.87,135.0,386.73,288.53,974.27,501.33,629.0,242.07,506.4,143.53,33.6,137504.8,0.51,0.49,0.67,0.33,0.34,0.66,0.54,0.46,IND,3.65,1.11,1.68,0.39,0.76,32.13,20.23,72.58,0.32,2.22,0.38,0.07,1.97,0.87,3.4,6.19,1.24,2.47,3.86,2.05,2.39,0.61,0.09,1977.54,0.65,244.44,65.69,71.12,797.88,8.13,37.12,77.71,12.68,126.26,37.86,57.59,165.93
8,0,3.67,1,0.47,0.13,0.0,818.87,2028.8,473.4,613.73,520.87,348.67,701.0,1049.67,511.13,634.27,317.53,492.8,105.93,827.0,1909.0,615.13,134.4,403.33,287.0,1005.07,497.6,647.93,247.67,547.27,129.87,33.87,132618.93,0.55,0.45,0.7,0.3,0.41,0.59,0.57,0.43,IND,4.29,1.31,1.88,0.41,0.75,32.76,24.85,80.11,0.38,2.9,0.41,0.13,1.72,1.11,4.67,6.84,1.51,3.4,3.89,1.98,3.19,0.66,0.1,1977.53,0.8,283.09,77.66,71.74,878.52,8.41,45.23,70.01,16.86,149.42,45.18,66.01,171.91
9,0,3.0,1,0.67,0.27,0.0,853.33,2087.87,477.8,619.8,526.67,347.33,743.8,1091.13,512.47,640.27,319.0,528.93,115.07,847.13,2010.93,615.33,140.4,427.8,313.67,1063.87,487.07,654.93,260.07,575.73,121.53,34.0,132525.67,0.58,0.42,0.71,0.29,0.46,0.54,0.59,0.41,IND,3.61,1.22,1.84,0.41,0.76,30.88,19.55,70.14,0.32,4.6,0.89,0.08,2.32,1.62,4.91,9.49,2.69,3.81,5.7,2.47,6.86,0.59,0.12,1979.78,0.64,238.26,61.4,71.37,750.5,6.9,33.83,74.14,14.09,122.08,41.01,61.65,169.12
10,0,3.13,1,0.67,0.2,0.0,865.73,2128.13,486.33,636.4,570.93,346.93,763.33,1110.27,505.87,667.47,323.13,553.67,131.47,865.47,2066.2,641.2,139.0,428.33,324.6,1109.53,479.33,659.53,273.53,594.2,120.6,34.0,131509.73,0.57,0.43,0.69,0.31,0.44,0.56,0.6,0.4,IND,4.29,1.29,1.87,0.41,0.75,30.16,23.08,75.18,0.43,5.86,1.54,0.07,3.07,2.54,7.75,14.96,3.64,5.23,10.06,4.32,7.21,0.61,0.17,1978.19,0.61,229.47,67.93,72.08,751.28,7.7,42.94,52.95,17.48,145.77,42.88,62.11,174.32
11,0,2.33,1,0.8,0.47,0.17,880.33,2168.2,531.13,676.8,602.73,343.2,775.27,1118.47,510.87,679.07,341.93,553.0,128.93,886.2,2103.87,657.87,145.4,451.93,326.93,1141.53,484.8,675.93,274.87,616.27,117.67,34.0,132557.27,0.6,0.4,0.74,0.26,0.45,0.55,0.66,0.34,IND,4.25,1.23,1.94,0.4,0.8,30.7,19.22,75.68,0.38,13.46,3.62,0.05,5.34,3.25,13.7,25.58,6.16,9.48,20.51,6.72,16.43,0.62,0.09,1981.5,1.11,274.61,83.74,71.79,773.72,6.0,37.33,76.57,22.61,155.16,44.29,69.77,165.81
2,1,1.0,1,1.0,0.5,0.0,861.0,1956.0,545.0,693.0,452.0,308.0,783.0,1091.0,586.0,705.0,271.0,466.0,156.0,776.0,1963.0,692.0,122.0,413.0,300.0,978.0,445.0,650.0,243.0,485.0,105.0,32.0,105005.0,0.88,0.12,0.94,0.06,0.81,0.19,0.81,0.19,LAS,5.08,1.13,1.91,0.45,0.77,31.23,25.91,96.43,0.45,8.71,1.63,0.15,3.3,2.77,9.11,16.62,2.69,6.97,8.12,5.47,7.92,0.67,0.0,1973.63,2.26,270.0,74.69,71.93,838.6,7.66,43.98,48.64,25.56,176.58,38.27,67.09,167.04
3,1,1.0,1,1.0,0.83,0.67,897.67,2006.0,481.0,627.0,441.33,336.0,764.33,1100.33,592.67,645.67,277.67,447.33,144.0,778.0,1977.67,595.33,168.67,539.67,296.0,940.0,507.0,610.67,237.0,463.67,111.0,32.0,133965.67,0.87,0.12,0.98,0.02,0.77,0.23,0.87,0.13,LAS,4.64,1.1,1.95,0.44,0.74,30.39,23.19,83.23,0.4,11.21,5.92,0.05,4.72,3.56,11.89,26.9,4.72,9.19,13.34,7.99,8.75,0.67,0.11,1972.84,1.49,291.28,71.7,71.85,820.14,7.82,42.73,64.85,27.18,170.46,38.63,69.11,166.09
4,1,1.0,1,1.0,0.92,0.83,894.33,2004.0,478.5,636.0,478.17,332.5,789.17,1121.67,587.83,654.83,267.33,482.17,152.5,787.0,2008.83,622.17,165.83,530.33,305.0,949.5,507.5,616.83,256.0,458.33,111.0,32.0,160187.83,0.83,0.17,0.86,0.14,0.79,0.21,0.84,0.16,LAS,4.52,1.01,1.98,0.44,0.75,30.79,23.76,83.35,0.42,13.48,4.21,0.18,4.56,3.29,12.85,22.34,5.67,8.98,12.61,5.91,9.59,0.66,0.16,1972.76,1.74,273.41,65.79,72.4,813.74,7.49,39.67,66.7,25.19,162.03,36.91,70.34,169.37
5,1,1.0,1,1.0,0.95,0.7,894.2,2058.4,501.9,652.8,498.1,333.9,798.7,1132.6,587.5,665.7,257.2,477.3,155.9,818.6,2064.1,654.1,177.9,534.2,309.4,1011.7,533.3,631.7,250.0,462.2,117.4,32.8,159286.3,0.78,0.22,0.78,0.22,0.78,0.22,0.79,0.21,LAS,5.03,1.14,2.34,0.43,0.77,31.09,29.12,88.26,0.44,24.75,5.49,0.23,6.33,6.13,20.03,34.11,8.8,13.91,19.6,8.97,14.93,0.76,0.17,1974.18,1.6,284.89,75.0,71.97,946.56,8.61,40.31,62.87,29.14,188.69,44.44,86.74,170.06
6,1,1.0,1,0.83,0.63,0.47,897.47,2061.93,511.27,675.87,470.07,326.6,802.13,1128.73,600.33,687.47,258.8,494.53,153.27,817.4,2074.4,689.73,176.6,526.47,319.27,1029.8,532.87,655.8,262.67,482.47,116.27,33.2,165280.53,0.76,0.24,0.81,0.19,0.72,0.28,0.77,0.23,LAS,4.87,1.0,2.04,0.42,0.77,29.02,23.12,76.43,0.42,12.86,3.16,0.13,3.91,3.62,12.21,20.66,4.65,8.9,11.38,5.44,9.24,0.68,0.14,1976.68,0.94,279.5,70.49,72.48,811.47,8.21,37.35,57.18,22.32,164.0,34.53,70.36,168.21
7,1,2.0,1,0.7,0.4,0.3,890.73,2062.73,494.13,663.73,442.73,324.6,764.87,1089.47,585.47,706.6,259.27,497.2,147.67,821.27,2044.07,702.67,180.8,526.93,325.73,1041.53,548.87,659.0,259.6,505.0,116.53,33.6,163783.27,0.67,0.33,0.75,0.25,0.59,0.41,0.69,0.31,LAS,4.91,1.01,1.95,0.44,0.74,29.83,21.8,81.21,0.47,4.36,2.72,0.03,2.16,1.75,6.51,12.85,2.53,3.97,6.97,3.32,3.37,0.66,0.25,1977.7,1.32,272.56,62.78,71.88,796.94,7.83,37.98,36.61,24.2,159.82,33.45,63.97,162.65
8,1,1.8,0,0.77,0.37,0.13,912.87,2108.8,510.93,687.8,416.4,331.4,790.6,1122.0,592.6,704.27,270.87,512.13,141.07,840.67,2090.6,718.47,185.67,537.33,331.4,1062.73,556.07,655.93,268.6,527.6,120.47,33.87,156171.93,0.67,0.33,0.78,0.22,0.56,0.44,0.69,0.31,LAS,4.65,0.93,1.65,0.44,0.76,29.52,20.08,71.45,0.46,6.5,1.63,0.04,3.2,2.54,8.78,16.44,3.22,4.66,7.13,5.05,3.95,0.62,0.14,1977.6,0.68,239.79,56.18,72.37,743.69,7.65,41.99,24.69,14.01,154.37,30.91,53.93,167.12
9,1,3.6,1,0.5,0.2,0.03,924.6,2180.6,506.0,670.07,420.33,340.2,786.87,1127.07,580.13,715.4,264.47,533.0,127.73,880.8,2133.2,749.0,188.6,538.93,336.6,1105.53,578.47,639.53,276.27,541.33,126.47,34.0,151214.2,0.54,0.46,0.62,0.38,0.45,0.55,0.54,0.46,LAS,4.69,0.94,1.84,0.43,0.76,30.29,20.87,79.04,0.37,3.42,2.77,0.03,2.08,1.58,6.16,11.54,2.05,3.59,6.0,3.35,1.59,0.59,0.1,1977.74,1.14,250.82,57.4,66.55,728.88,7.54,39.17,41.44,28.21,158.07,30.76,58.75,173.56
10,1,3.67,1,0.63,0.27,0.0,937.73,2213.2,515.27,683.53,437.87,357.2,822.87,1180.07,589.27,715.67,260.87,562.6,154.33,888.4,2197.0,753.13,187.67,542.8,345.2,1116.33,559.33,661.67,287.27,539.6,132.07,34.0,153439.47,0.54,0.46,0.64,0.36,0.44,0.56,0.54,0.46,LAS,5.46,1.11,2.55,0.42,0.74,30.72,26.06,76.81,0.45,7.98,3.7,0.13,2.96,2.58,9.1,19.05,3.44,7.18,10.06,5.97,5.46,0.69,0.27,1978.22,1.02,319.4,81.42,71.76,852.36,7.41,45.44,61.19,33.13,190.74,37.82,86.46,167.62
11,1,3.6,1,0.77,0.37,0.0,953.2,2243.93,489.73,638.73,467.27,363.87,849.0,1212.87,588.0,670.53,245.33,569.67,160.6,899.53,2233.93,711.33,196.8,575.87,337.93,1100.0,545.13,647.93,293.13,514.2,128.07,34.0,160400.4,0.52,0.48,0.62,0.38,0.42,0.58,0.53,0.47,LAS,5.24,1.04,2.29,0.42,0.8,30.53,24.52,69.56,0.51,8.77,3.01,0.12,3.54,3.3,10.31,22.37,4.25,7.46,11.89,7.23,6.4,0.69,0.13,1979.83,0.76,273.23,64.12,73.08,850.59,6.44,42.19,62.39,23.88,181.87,36.91,78.05,175.62
2,0,6.0,1,0.0,0.0,0.0,647.0,1774.0,452.0,664.0,310.0,365.0,595.0,960.0,415.0,707.0,272.0,524.0,88.0,715.0,1676.0,627.0,117.0,315.0,275.0,923.0,416.0,661.0,247.0,528.0,118.0,32.0,127721.0,0.41,0.59,0.56,0.44,0.25,0.75,0.43,0.57,MIA,3.61,0.96,1.67,0.39,0.68,30.7,23.38,70.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,1972.8,0.3,209.37,50.62,70.77,744.94,4.75,40.37,31.27,7.77,111.16,29.51,51.68,154.84
3,0,4.0,0,0.33,0.0,0.0,718.33,1808.67,388.0,534.0,300.0,316.33,632.33,948.67,449.67,637.0,290.67,473.33,131.33,691.0,1708.67,601.0,119.0,368.33,292.33,953.0,397.33,579.0,255.0,517.33,97.33,32.0,137051.67,0.55,0.45,0.6,0.4,0.5,0.5,0.59,0.41,MIA,3.17,1.06,1.53,0.41,0.72,30.03,21.17,65.79,0.3,3.03,0.76,0.12,1.77,1.47,4.52,6.81,1.66,2.45,5.0,2.25,2.75,0.59,0.1,1972.44,0.45,208.66,42.18,71.23,725.44,5.62,33.29,42.14,11.7,104.32,34.32,49.22,160.72
2,1,6.0,0,0.0,0.0,0.0,770.0,1831.0,449.0,592.0,571.0,258.0,612.0,870.0,495.0,690.0,237.0,497.0,63.0,755.0,1758.0,702.0,164.0,481.0,300.0,977.0,472.0,707.0,275.0,547.0,130.0,32.0,116638.0,0.47,0.53,0.5,0.5,0.44,0.56,0.24,0.76,MIN,3.05,1.03,1.95,0.41,0.75,30.79,20.99,75.68,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.63,0.26,1975.57,1.27,309.98,76.66,71.23,794.09,7.1,29.39,116.33,8.0,96.12,32.56,61.17,165.65
3,1,6.0,0,0.0,0.0,0.0,704.0,1817.0,522.33,682.0,558.33,291.33,666.0,957.33,456.33,693.33,219.0,503.67,105.67,753.0,1870.67,650.0,156.67,475.0,318.67,1003.0,498.0,715.0,264.33,495.67,127.33,32.0,119284.0,0.41,0.59,0.42,0.58,0.4,0.6,0.37,0.63,MIN,3.84,0.89,2.01,0.37,0.77,26.44,17.87,62.87,0.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.64,0.03,1976.34,0.81,252.25,87.81,72.46,710.57,6.88,30.64,89.13,8.66,102.75,24.03,54.82,174.12
4,1,7.0,1,0.0,0.0,0.0,715.5,1796.0,452.67,630.0,529.17,300.17,658.0,958.17,461.17,655.17,222.5,516.33,103.83,750.0,1838.83,631.5,148.83,432.0,310.33,958.5,496.5,666.5,268.67,480.33,122.17,32.0,129579.0,0.36,0.64,0.43,0.57,0.29,0.71,0.33,0.67,MIN,3.48,1.02,1.94,0.4,0.7,28.91,19.89,64.87,0.38,0.26,0.0,0.06,0.19,0.19,0.71,0.65,0.32,0.52,0.71,0.26,0.58,0.65,0.0,1976.62,0.61,270.4,65.29,72.25,772.24,7.49,31.23,83.3,8.45,102.98,30.7,57.71,168.67
5,1,5.8,1,0.2,0.0,0.0,779.3,1868.8,451.6,627.6,527.1,324.5,682.0,1006.5,508.7,646.7,230.3,533.0,102.7,801.2,1930.1,632.1,145.7,437.6,321.0,970.7,509.1,666.3,269.6,476.6,123.7,32.8,125848.6,0.43,0.57,0.52,0.48,0.34,0.66,0.43,0.57,MIN,3.36,1.0,2.22,0.38,0.75,30.99,25.4,74.22,0.36,7.12,0.52,0.0,1.83,1.54,4.83,5.99,2.48,4.41,3.79,1.32,6.05,0.65,0.0,1974.79,0.84,243.37,64.64,71.78,818.71,7.29,29.9,97.07,10.84,109.99,33.85,73.74,167.22
6,1,4.87,0,0.3,0.0,0.0,775.2,1879.2,452.4,631.73,532.07,327.0,696.0,1023.0,514.47,651.13,239.2,559.67,114.8,802.13,1944.07,644.4,127.8,401.73,321.67,992.47,508.73,669.53,290.73,485.07,126.8,33.2,125598.07,0.46,0.54,0.56,0.44,0.36,0.64,0.47,0.53,MIN,3.11,0.7,1.7,0.41,0.71,29.33,16.04,63.65,0.38,2.86,0.41,0.0,1.53,0.72,2.84,3.94,0.61,2.76,3.18,1.11,2.24,0.55,0.0,1978.71,0.53,211.5,60.32,72.19,663.9,7.04,31.15,61.37,15.64,99.01,21.16,53.94,170.36
7,1,5.07,0,0.23,0.0,0.0,788.2,1908.27,445.07,621.33,516.8,325.8,707.87,1033.67,524.53,639.4,247.07,558.07,121.67,827.07,1981.67,625.67,124.73,385.87,330.33,1015.33,520.13,665.47,288.33,483.73,132.67,33.6,121915.8,0.45,0.55,0.6,0.4,0.3,0.7,0.47,0.53,MIN,3.65,0.77,1.81,0.41,0.7,30.09,17.41,67.23,0.45,1.16,0.19,0.0,0.63,0.34,1.18,1.53,0.25,1.16,1.4,0.52,0.65,0.52,0.0,1980.79,0.47,202.06,52.19,73.77,648.96,6.23,35.61,26.8,17.96,115.11,23.56,56.87,177.67
8,1,5.6,0,0.17,0.0,0.0,847.13,2018.0,454.53,637.0,482.47,331.13,742.53,1073.67,518.87,642.07,231.87,551.87,119.6,892.2,2100.2,656.6,140.67,432.33,345.4,1082.67,556.53,653.53,296.93,470.07,130.93,33.87,117137.93,0.41,0.59,0.57,0.43,0.24,0.76,0.42,0.58,MIN,3.36,0.66,1.85,0.42,0.77,31.77,23.16,62.69,0.36,0.53,0.09,0.0,0.27,0.19,0.56,0.74,0.15,0.55,0.69,0.25,0.44,0.61,0.24,1982.4,0.1,300.5,74.03,72.44,794.87,5.33,27.36,55.36,11.78,110.64,21.26,60.9,171.73
9,1,5.73,0,0.1,0.0,0.0,896.47,2149.0,484.27,653.4,482.67,353.33,763.47,1116.8,544.6,667.13,232.8,554.47,112.47,935.2,2153.27,703.2,149.2,447.13,339.53,1108.8,565.33,651.33,292.6,488.87,137.0,34.0,116931.4,0.36,0.64,0.52,0.48,0.21,0.79,0.39,0.61,MIN,3.98,0.78,1.87,0.42,0.77,31.12,24.34,65.99,0.37,0.69,0.13,0.0,0.56,0.46,1.2,1.96,0.53,0.65,1.34,0.49,1.94,0.64,0.06,1981.42,0.5,290.55,71.46,72.96,799.58,5.93,35.14,45.6,16.9,126.49,24.88,59.3,175.63
10,1,6.33,0,0.03,0.0,0.0,936.2,2224.0,544.47,726.73,455.47,355.0,777.73,1132.73,548.67,698.47,256.6,525.27,117.8,957.47,2188.8,746.33,156.0,465.47,343.27,1152.67,576.8,681.67,277.53,520.07,138.73,34.0,117129.87,0.38,0.62,0.51,0.49,0.26,0.74,0.38,0.62,MIN,4.16,1.18,1.65,0.44,0.8,31.24,18.94,80.76,0.33,1.83,0.17,0.0,0.67,0.53,1.51,2.83,0.73,1.01,1.91,1.01,1.78,0.63,0.19,1983.78,1.25,288.16,89.5,72.37,796.81,4.12,41.47,49.95,17.56,135.62,38.66,53.64,173.22
11,1,6.07,0,0.0,0.0,0.0,954.2,2262.0,570.87,751.4,529.67,347.87,777.07,1124.93,538.27,702.67,273.27,515.47,120.13,995.67,2227.47,745.07,172.8,489.13,335.13,1166.0,585.0,688.53,264.67,532.07,139.53,34.0,120669.0,0.39,0.61,0.51,0.49,0.27,0.73,0.36,0.64,MIN,5.07,1.35,1.99,0.45,0.78,31.23,24.61,81.06,0.42,6.17,1.76,0.09,2.47,1.91,6.85,14.11,2.69,5.46,6.2,3.78,3.4,0.69,0.08,1981.8,0.71,303.05,85.62,71.76,860.79,4.75,47.87,55.28,14.93,172.96,43.99,67.43,169.15
2,0,1.0,1,1.0,1.0,0.5,792.0,1815.0,429.0,567.0,396.0,288.0,652.0,940.0,477.0,617.0,246.0,474.0,102.0,741.0,1822.0,590.0,116.0,420.0,320.0,967.0,462.0,645.0,223.0,479.0,94.0,32.0,231962.0,0.62,0.38,0.75,0.25,0.5,0.5,0.67,0.33,NYL,3.87,1.07,2.03,0.43,0.78,30.21,21.51,73.86,0.4,14.78,2.6,0.28,5.78,4.43,14.81,23.07,8.42,11.77,12.01,7.0,8.78,0.7,0.13,1971.63,0.86,222.53,54.84,69.98,843.22,6.99,35.61,52.79,13.99,141.36,41.29,73.25,164.34
3,0,1.67,1,1.0,0.67,0.17,819.33,1823.67,367.0,522.33,412.67,266.0,657.33,923.33,527.67,616.33,258.67,449.33,88.67,743.0,1780.0,623.33,127.33,402.67,309.33,977.67,440.67,615.0,223.0,490.33,82.0,32.0,244364.0,0.65,0.35,0.79,0.21,0.5,0.5,0.63,0.37,NYL,3.88,1.15,1.82,0.44,0.74,31.0,23.35,77.42,0.42,13.33,2.65,0.21,5.86,4.38,13.58,23.89,7.24,10.57,11.17,7.62,10.05,0.68,0.12,1971.56,0.78,244.77,49.42,70.76,844.33,7.29,35.25,53.71,12.79,145.25,43.18,67.32,167.22
4,0,1.33,0,1.0,0.83,0.33,795.67,1781.83,383.5,544.67,406.33,263.0,633.67,896.67,511.83,627.17,259.83,453.67,94.33,717.0,1756.5,634.17,138.17,418.33,310.67,969.33,425.33,606.0,225.5,484.17,85.0,32.0,239540.5,0.6,0.4,0.71,0.29,0.5,0.5,0.58,0.42,NYL,4.13,1.14,1.86,0.44,0.75,31.22,26.65,80.61,0.45,16.32,2.04,0.1,6.36,5.55,14.49,26.9,6.56,11.07,15.64,7.98,13.76,0.72,0.03,1972.2,0.95,270.16,56.42,71.56,915.02,7.72,36.24,63.97,19.12,157.53,42.55,70.02,169.54
5,0,3.2,1,0.6,0.5,0.2,807.4,1838.3,394.9,541.6,443.8,266.2,654.6,920.8,517.9,611.1,260.7,460.2,107.8,758.6,1837.5,612.9,144.9,437.8,316.8,1006.4,457.6,609.2,242.9,482.5,89.4,32.8,228662.7,0.55,0.45,0.68,0.32,0.42,0.58,0.53,0.47,NYL,4.03,0.99,1.75,0.45,0.81,30.17,20.49,69.42,0.41,5.64,1.03,0.05,2.99,2.36,6.41,12.37,3.14,5.16,6.89,3.91,7.67,0.67,0.02,1974.21,0.58,254.02,52.15,72.29,818.22,8.08,37.11,65.74,17.08,137.44,33.84,58.28,168.58
6,0,2.8,1,0.73,0.5,0.13,811.27,1869.53,395.93,538.07,501.53,265.13,683.4,948.53,524.93,603.07,243.47,475.47,113.2,794.73,1923.67,601.6,140.6,430.53,334.87,1037.93,477.4,602.47,257.93,465.0,100.6,33.2,208462.47,0.54,0.46,0.67,0.33,0.42,0.58,0.52,0.48,NYL,3.32,0.78,1.6,0.44,0.8,29.78,17.68,61.56,0.36,6.8,1.5,0.05,3.6,2.2,7.79,11.72,3.17,5.27,5.18,3.64,11.12,0.61,0.0,1975.98,0.23,219.16,42.26,71.85,746.58,7.4,25.77,77.95,16.23,113.8,27.01,53.4,164.12
7,0,3.0,0,0.63,0.3,0.07,817.87,1873.67,414.93,541.93,547.6,256.67,704.13,960.8,518.13,604.4,231.93,473.13,114.8,823.47,1969.73,601.93,136.6,421.13,341.0,1043.0,480.07,596.13,267.53,444.47,97.47,33.6,192746.0,0.53,0.47,0.64,0.36,0.43,0.57,0.49,0.51,NYL,2.19,0.65,1.47,0.43,0.77,28.9,8.03,52.15,0.3,2.77,0.55,0.08,2.62,0.69,5.21,5.36,0.86,3.56,3.02,1.56,5.54,0.45,0.0,1979.02,0.14,159.32,40.56,72.09,550.37,7.8,18.53,56.99,9.2,72.71,20.58,47.43,164.54
8,0,3.73,1,0.4,0.17,0.03,820.07,1944.47,452.4,579.47,593.07,265.6,720.87,986.47,502.27,626.33,235.2,509.6,115.73,880.0,2050.13,639.07,147.33,434.2,344.13,1091.53,493.67,619.47,272.0,453.13,110.87,33.87,175223.93,0.46,0.54,0.55,0.45,0.36,0.64,0.43,0.57,NYL,2.73,0.77,1.38,0.4,0.73,30.04,11.92,60.83,0.28,0.78,0.15,0.0,1.1,0.11,1.76,2.57,0.17,0.82,1.32,0.97,1.55,0.47,0.0,1981.29,0.25,173.75,41.18,72.17,600.84,5.75,25.6,53.73,10.3,89.15,24.69,44.74,170.54
9,0,3.93,1,0.4,0.07,0.0,839.0,2005.2,450.8,583.67,626.27,273.2,749.87,1023.07,499.93,625.73,251.67,548.8,113.67,906.4,2127.6,636.4,161.87,485.47,357.13,1141.4,502.4,618.27,290.33,488.2,114.07,34.0,161675.67,0.45,0.55,0.55,0.45,0.35,0.65,0.45,0.55,NYL,3.17,0.85,1.69,0.4,0.72,30.42,15.13,63.37,0.27,3.23,0.59,0.0,1.89,0.95,3.86,7.56,1.51,2.59,3.55,1.54,4.17,0.52,0.05,1982.56,0.25,197.04,43.37,72.69,666.54,4.92,27.31,67.39,13.33,109.79,29.2,56.85,175.71
10,0,3.6,0,0.6,0.2,0.0,865.4,2069.8,467.2,611.33,660.27,292.33,763.67,1056.0,514.33,638.8,266.6,556.07,113.67,918.87,2152.4,653.8,168.33,491.73,357.07,1161.0,500.2,622.0,290.47,516.67,113.47,34.0,155886.13,0.48,0.52,0.58,0.42,0.39,0.61,0.48,0.52,NYL,3.43,0.9,1.63,0.41,0.73,31.7,17.79,65.61,0.31,5.82,1.29,0.0,3.82,2.29,7.65,13.22,2.31,5.22,5.2,3.05,8.1,0.54,0.03,1983.36,0.34,214.36,45.0,72.47,694.88,4.11,32.41,69.96,13.05,122.21,31.19,57.19,174.9
11,0,4.8,1,0.4,0.13,0.0,882.0,2118.07,467.73,607.6,681.87,292.07,779.33,1071.4,518.8,641.33,275.0,556.87,115.73,918.47,2161.6,664.67,179.53,519.8,348.93,1182.07,494.0,613.33,284.2,536.2,117.0,34.0,158278.87,0.45,0.55,0.54,0.46,0.36,0.64,0.46,0.54,NYL,3.37,0.79,1.54,0.41,0.79,32.33,18.21,67.56,0.36,7.74,1.17,0.03,3.46,2.23,7.92,14.11,2.78,5.58,10.33,4.27,7.2,0.53,0.05,1984.09,0.49,285.93,62.92,72.86,703.96,3.72,33.92,77.36,10.33,125.34,28.09,56.44,175.83
