year,confID,rank,playoff,firstRound,semis,finals,o_fgm,o_fga,o_ftm,o_fta,o_3pa,o_oreb,o_dreb,o_reb,o_asts,o_pf,o_stl,o_to,o_blk,d_fgm,d_fga,d_fta,d_3pm,d_3pa,d_oreb,d_reb,d_asts,d_pf,d_stl,d_to,d_blk,GP,attend,win_percentage,loss_percentage,home_win_percentage,home_loss_percentage,away_win_percentage,away_loss_percentage,conference_win_percentage,conference_loss_percentage,tmID,Avg_Rebounds_Per_Game,Avg_Steals_Per_Game,Avg_Turnovers_Per_Game,FG%,FT%,GP_5,GS,PF,POSITION_METRIC,PostAssists,PostBlocks,PostDQ,PostGP,PostGS,PostPF,PostRebounds,PostSteals,PostTurnovers,PostftAttempted,PostoRebounds,PostthreeAttempted,Usability,award,birthYear,dq,fgAttempted,ftMade,height,minutes,num_seasons,oRebounds,threeAttempted,total_blocks,total_rebounds,total_steals,total_turnovers,weight
2,1,4.0,0,0.5,0.0,0.0,803.0,1800.0,513.0,661.0,394.0,275.0,619.0,894.0,465.0,630.0,285.0,429.0,91.0,773.0,1828.0,574.0,135.0,416.0,334.0,969.0,486.0,699.0,224.0,531.0,91.0,32.0,161075.0,0.62,0.38,0.69,0.31,0.56,0.44,0.52,0.48,PHO,3.31,1.15,1.65,0.42,0.77,29.01,19.86,60.53,0.43,4.69,1.06,0.0,1.62,1.28,5.35,5.18,1.31,2.67,3.85,1.4,5.07,0.62,0.0,1971.37,0.61,235.54,62.07,71.78,733.68,4.27,29.61,50.8,12.64,104.13,35.13,51.48,161.92
3,1,4.67,0,0.17,0.0,0.0,779.0,1862.67,457.0,611.67,340.0,291.67,634.33,926.0,497.67,626.67,289.67,489.0,122.33,781.0,1870.67,580.67,136.33,399.33,333.33,1010.33,511.33,635.0,263.33,521.67,115.0,32.0,145011.0,0.48,0.52,0.65,0.35,0.31,0.69,0.43,0.57,PHO,2.85,0.74,1.51,0.39,0.74,26.36,14.32,50.5,0.31,0.86,0.32,0.0,0.43,0.25,0.99,1.25,0.25,0.59,0.93,0.37,0.45,0.49,0.0,1974.03,0.22,160.25,35.55,73.4,549.87,4.37,23.03,27.16,8.76,79.18,21.59,43.33,167.24
4,1,5.83,0,0.08,0.0,0.0,786.0,1875.83,431.0,574.83,334.0,291.83,630.17,922.0,462.33,624.83,278.33,495.0,108.17,815.5,1870.33,594.33,145.67,393.67,321.17,1005.67,521.67,617.5,265.67,506.33,121.0,32.0,142404.5,0.41,0.59,0.64,0.36,0.19,0.81,0.38,0.62,PHO,2.64,0.91,1.51,0.39,0.72,29.18,11.73,57.48,0.32,0.28,0.03,0.0,0.26,0.04,0.16,0.73,0.08,0.25,0.17,0.25,0.21,0.47,0.0,1976.84,0.11,139.25,29.17,71.11,563.3,6.23,25.97,29.65,6.22,79.55,27.2,44.97,155.28
5,1,6.3,0,0.05,0.0,0.0,792.0,1963.5,410.2,567.3,340.0,317.9,635.3,953.2,461.8,640.5,291.0,488.6,109.3,822.9,1869.0,607.0,141.8,384.6,313.9,1049.0,516.6,637.3,269.4,547.8,131.0,32.8,143247.1,0.34,0.66,0.52,0.48,0.16,0.84,0.31,0.69,PHO,2.84,0.95,1.59,0.41,0.74,30.69,18.3,62.65,0.3,1.13,0.11,0.0,0.52,0.44,1.25,1.64,0.73,1.07,1.37,0.22,1.57,0.56,0.0,1977.36,0.73,208.83,49.74,71.83,698.54,7.33,30.69,61.22,9.42,89.04,30.52,49.96,166.28
6,1,5.87,0,0.03,0.0,0.0,803.33,1949.67,425.47,577.53,399.67,299.93,640.87,940.8,474.87,676.33,288.0,480.4,118.53,809.93,1861.0,646.0,138.87,372.4,312.27,1039.33,496.4,644.87,254.93,543.87,133.0,33.2,140929.73,0.39,0.61,0.54,0.46,0.24,0.76,0.37,0.63,PHO,3.74,0.96,1.58,0.43,0.74,31.0,22.76,75.57,0.4,0.52,0.26,0.0,0.48,0.41,1.03,1.81,0.58,0.74,1.25,0.54,0.56,0.62,0.14,1978.09,1.53,254.39,56.45,73.23,786.34,6.64,37.02,64.04,14.85,120.81,31.43,51.18,171.85
7,1,5.67,0,0.0,0.0,0.0,812.67,1974.33,457.0,612.53,452.47,314.73,668.73,983.47,500.0,689.33,273.27,493.27,140.13,826.53,1905.2,678.27,132.8,355.47,312.73,1038.33,485.93,653.6,258.2,525.87,128.47,33.6,134401.2,0.41,0.59,0.57,0.43,0.25,0.75,0.43,0.57,PHO,3.3,0.89,1.7,0.41,0.75,29.41,18.96,69.9,0.36,1.46,0.28,0.0,1.12,0.61,1.93,2.4,0.9,1.32,1.96,0.68,1.52,0.57,0.1,1978.59,1.26,226.43,55.32,72.24,709.5,7.24,30.05,69.16,11.9,102.99,28.12,54.46,162.98
8,1,5.4,1,0.0,0.0,0.0,904.8,2132.73,489.33,642.4,556.6,322.4,720.2,1042.6,549.87,712.53,272.0,475.27,138.53,893.67,2060.73,744.8,155.0,439.47,343.87,1120.0,512.53,663.13,247.4,529.07,127.2,33.87,131219.6,0.46,0.54,0.58,0.42,0.34,0.66,0.43,0.57,PHO,3.42,0.93,1.72,0.43,0.78,30.44,19.51,74.58,0.36,1.09,0.46,0.0,0.8,0.43,1.69,2.47,0.66,0.96,1.5,0.71,1.17,0.61,0.11,1980.14,1.16,295.14,67.2,72.16,765.15,7.0,30.97,86.81,13.75,106.99,29.69,53.83,163.28
9,1,3.8,0,0.33,0.33,0.33,970.8,2250.13,540.8,689.13,660.13,309.47,781.07,1090.53,605.67,700.33,275.2,477.07,148.33,944.6,2240.4,748.13,201.8,556.33,382.33,1220.53,552.2,673.27,244.4,550.27,120.33,34.0,130290.87,0.54,0.46,0.62,0.38,0.46,0.54,0.55,0.45,PHO,3.62,0.96,1.82,0.42,0.78,31.34,23.45,73.85,0.39,11.78,1.99,0.07,3.94,3.11,8.64,17.5,4.08,6.05,13.66,4.65,16.2,0.64,0.21,1979.86,0.86,321.9,70.13,72.08,830.53,7.26,28.65,99.79,17.01,133.81,35.19,64.19,163.09
10,1,4.27,1,0.27,0.27,0.27,1020.8,2354.2,586.87,727.8,698.4,329.4,818.13,1147.53,603.4,731.13,259.53,480.87,152.8,988.73,2354.33,816.27,223.93,625.93,410.07,1264.47,592.8,688.8,239.67,532.87,121.33,34.0,134361.4,0.54,0.46,0.63,0.37,0.45,0.55,0.53,0.47,PHO,4.11,0.99,1.91,0.42,0.8,30.04,24.3,78.87,0.43,7.15,1.58,0.04,2.27,1.75,5.74,11.3,2.68,4.05,8.83,3.04,8.94,0.64,0.1,1981.5,1.13,324.9,86.8,72.05,790.32,6.29,33.5,91.67,18.83,137.7,33.14,62.86,166.72
11,1,3.13,1,0.53,0.53,0.53,1072.6,2421.93,615.73,745.0,701.2,317.8,859.67,1177.47,616.2,735.27,246.73,487.67,162.6,1038.73,2469.4,837.0,226.27,644.93,422.33,1291.8,609.67,685.67,246.33,509.47,128.13,34.0,138413.87,0.59,0.41,0.65,0.35,0.52,0.48,0.57,0.43,PHO,4.52,0.88,1.87,0.43,0.76,30.08,18.6,73.7,0.4,8.43,2.34,0.17,4.36,1.6,9.36,17.04,2.92,6.23,12.89,4.86,10.33,0.59,0.19,1915.96,0.68,282.88,85.59,69.96,740.68,5.0,41.86,58.54,22.31,162.11,30.1,64.4,150.68
2,1,7.0,0,0.0,0.0,0.0,761.0,1828.0,488.0,697.0,433.0,309.0,627.0,936.0,480.0,761.0,265.0,593.0,93.0,788.0,1847.0,766.0,150.0,447.0,307.0,953.0,487.0,729.0,277.0,531.0,130.0,32.0,133076.0,0.31,0.69,0.38,0.62,0.25,0.75,0.19,0.81,POR,3.86,1.0,2.02,0.42,0.73,30.55,25.06,82.01,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.65,0.0,1973.79,1.19,227.65,63.92,71.94,812.24,5.34,37.27,53.61,12.15,119.5,30.88,62.36,165.13
3,1,7.0,0,0.0,0.0,0.0,742.33,1870.0,462.67,640.33,490.33,303.0,673.0,976.0,460.67,675.67,251.0,531.0,101.67,790.0,1911.67,692.67,156.0,422.33,331.0,1055.0,496.33,671.67,287.67,493.0,139.33,32.0,136129.33,0.33,0.67,0.38,0.62,0.29,0.71,0.22,0.78,POR,3.55,0.9,1.69,0.41,0.72,30.21,22.55,65.67,0.35,4.68,0.37,0.0,0.83,0.83,1.76,2.13,0.46,1.07,1.76,0.56,3.85,0.61,0.16,1975.28,0.52,194.46,54.15,70.89,750.75,4.85,30.67,48.66,11.55,112.05,28.25,52.99,161.53
2,1,3.0,1,0.5,0.0,0.0,876.0,1993.0,449.0,650.0,459.0,388.0,650.0,1038.0,567.0,571.0,332.0,458.0,157.0,811.0,1918.0,544.0,144.0,418.0,320.0,951.0,503.0,600.0,226.0,524.0,116.0,32.0,126841.0,0.66,0.34,0.81,0.19,0.5,0.5,0.62,0.38,SAC,4.31,1.32,2.0,0.44,0.72,29.31,25.62,72.15,0.4,3.97,0.28,0.13,1.62,1.34,3.98,7.81,1.84,2.46,4.05,2.16,3.78,0.68,0.0,1972.6,0.77,261.38,62.19,72.05,799.34,7.06,48.17,48.67,25.51,139.88,41.44,61.38,162.94
3,1,2.33,0,0.83,0.33,0.0,850.0,1980.33,454.33,628.67,435.0,378.67,698.67,1077.33,561.0,582.33,294.67,482.0,157.67,806.33,1974.67,566.67,125.33,406.0,335.33,987.0,498.33,610.67,249.33,495.33,134.0,32.0,131349.0,0.64,0.36,0.77,0.23,0.5,0.5,0.62,0.38,SAC,4.22,1.15,1.86,0.42,0.73,29.32,21.33,67.57,0.37,7.28,1.81,0.04,3.66,2.51,8.05,14.79,3.41,4.81,10.93,4.68,6.93,0.63,0.0,1972.1,0.62,229.98,55.08,72.0,744.44,7.08,45.79,44.99,22.09,143.48,37.79,59.58,162.04
4,1,4.17,1,0.42,0.17,0.0,815.0,1962.67,474.17,640.83,415.0,339.83,673.33,1013.17,530.5,628.67,270.83,469.0,133.33,810.67,1959.33,623.83,137.17,429.5,343.67,1031.0,495.67,621.83,241.17,495.67,131.0,32.0,137764.0,0.54,0.46,0.7,0.3,0.38,0.62,0.5,0.5,SAC,4.42,1.11,1.8,0.42,0.72,27.52,18.36,70.77,0.37,3.67,0.85,0.02,1.72,1.09,3.75,7.04,1.37,2.31,5.12,2.4,2.53,0.64,0.0,1972.73,0.75,226.28,59.41,72.71,714.66,8.1,42.34,29.77,19.51,130.94,31.53,52.04,161.75
5,1,3.7,1,0.65,0.3,0.0,833.8,2020.4,454.5,634.9,438.2,343.5,691.2,1034.7,545.5,633.6,281.3,465.8,128.8,812.8,1972.0,613.1,141.9,444.5,344.2,1057.0,503.8,629.1,234.3,527.8,135.0,32.8,144889.6,0.55,0.45,0.7,0.3,0.39,0.61,0.52,0.48,SAC,4.14,1.08,1.69,0.41,0.7,29.87,18.2,69.74,0.37,7.36,1.61,0.01,3.76,2.14,7.54,15.37,2.15,5.1,8.43,4.02,6.6,0.62,0.03,1973.8,0.74,233.51,55.31,72.22,748.2,8.15,41.16,46.92,17.78,140.21,34.07,55.86,162.33
6,1,3.8,1,0.77,0.37,0.0,847.2,2037.6,448.0,624.6,413.8,358.67,672.47,1031.13,536.67,636.07,292.2,472.2,125.2,809.53,1938.67,619.07,148.27,449.0,332.8,1033.33,506.87,634.73,236.53,549.53,129.0,33.2,145774.4,0.54,0.46,0.66,0.34,0.42,0.58,0.53,0.47,SAC,4.17,1.1,1.77,0.42,0.71,31.41,16.79,71.22,0.36,8.31,2.25,0.01,3.93,2.18,7.96,16.5,4.18,6.78,9.76,5.52,5.46,0.59,0.0,1976.51,0.56,200.89,57.1,73.04,734.38,8.63,45.09,36.3,16.07,146.06,38.47,61.68,168.5
7,1,2.93,1,0.87,0.6,0.33,849.6,2026.87,462.0,654.87,392.8,361.6,672.2,1033.8,531.53,656.33,295.8,481.93,116.93,789.93,1897.8,634.67,138.0,427.93,312.47,1014.8,493.13,666.73,235.87,578.87,130.0,33.6,146995.73,0.6,0.4,0.73,0.27,0.47,0.53,0.6,0.4,SAC,4.01,1.13,1.69,0.41,0.72,31.21,18.78,67.13,0.4,12.24,2.22,0.03,5.99,3.76,12.35,23.96,5.96,9.23,13.43,7.07,8.67,0.6,0.06,1977.48,0.33,217.94,58.68,72.84,745.37,8.07,42.65,43.22,15.23,149.5,41.48,61.36,166.75
8,1,2.53,1,0.93,0.77,0.43,875.53,2084.6,489.0,687.07,412.07,382.13,685.67,1067.8,523.07,664.4,309.93,502.87,105.27,814.67,1929.27,645.67,144.13,453.33,302.27,1012.53,496.73,678.53,237.6,605.33,133.6,33.87,147834.27,0.61,0.39,0.76,0.24,0.46,0.54,0.58,0.42,SAC,3.65,1.02,1.5,0.4,0.71,31.42,17.61,62.8,0.4,11.24,1.81,0.0,5.75,3.89,11.63,22.81,5.46,8.2,13.23,7.28,9.18,0.54,0.12,1978.72,0.23,200.34,51.83,72.95,687.04,7.31,37.42,41.96,12.32,138.75,37.93,55.37,166.44
9,1,2.47,1,0.83,0.57,0.33,890.0,2135.93,520.33,712.4,418.13,411.07,700.33,1111.4,527.2,657.67,318.8,543.6,102.6,841.2,1979.53,652.13,157.6,484.93,300.0,1011.67,511.27,686.27,250.47,627.0,136.53,34.0,146009.07,0.61,0.39,0.76,0.24,0.45,0.55,0.58,0.42,SAC,3.68,1.01,1.54,0.39,0.74,30.97,19.03,60.4,0.38,9.6,1.5,0.0,4.57,3.3,9.62,16.24,4.65,6.98,9.26,4.39,9.06,0.55,0.04,1979.75,0.32,210.99,50.22,72.87,698.14,7.14,37.56,52.78,10.74,131.7,36.87,54.03,164.45
10,1,2.93,0,0.7,0.37,0.23,890.4,2151.0,559.47,755.27,424.93,408.6,709.33,1117.93,507.53,669.13,320.47,565.67,92.47,885.0,2036.33,645.73,168.6,508.6,300.67,1030.4,535.53,713.6,258.27,630.13,160.27,34.0,143121.13,0.58,0.42,0.76,0.24,0.4,0.6,0.53,0.47,SAC,3.36,1.0,1.56,0.41,0.76,31.57,16.33,63.15,0.36,7.81,0.99,0.05,3.98,2.27,8.68,12.54,3.66,5.96,7.13,3.5,6.68,0.52,0.03,1981.1,0.28,206.04,56.12,72.59,670.01,6.05,36.83,49.0,9.35,119.65,35.5,55.0,166.74
2,1,5.0,1,0.0,0.0,0.0,858.0,1896.0,609.0,790.0,262.0,348.0,732.0,1080.0,522.0,698.0,214.0,544.0,157.0,860.0,1964.0,721.0,156.0,448.0,313.0,911.0,503.0,702.0,301.0,437.0,112.0,32.0,103442.0,0.56,0.44,0.75,0.25,0.38,0.62,0.62,0.38,SAS,5.1,0.96,2.22,0.45,0.76,28.55,23.2,84.46,0.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.68,0.0,1972.52,1.35,239.83,75.64,63.8,767.12,4.95,47.76,21.85,18.6,148.4,27.75,64.34,175.34
3,1,3.67,1,0.33,0.0,0.0,826.67,1864.67,541.0,713.33,250.0,312.67,760.67,1073.33,523.33,647.33,206.0,510.0,156.33,812.67,1972.0,680.33,135.33,435.33,333.67,953.0,486.33,664.0,283.67,405.67,136.0,32.0,108152.0,0.58,0.42,0.62,0.38,0.54,0.46,0.56,0.44,SAS,4.84,0.89,2.13,0.43,0.75,29.68,23.83,76.13,0.44,2.49,1.09,0.2,1.21,1.03,4.1,5.85,1.17,2.14,5.13,1.67,1.44,0.71,0.0,1972.88,0.97,258.53,73.66,62.66,843.17,5.95,42.64,23.95,21.35,151.8,27.76,66.12,175.32
4,1,3.33,0,0.67,0.0,0.0,834.83,1887.83,592.0,778.67,248.5,329.83,740.83,1070.67,500.67,656.17,217.0,516.0,167.17,831.83,2019.5,684.17,130.67,406.17,347.33,979.5,487.67,694.0,271.83,424.83,142.5,32.0,113436.0,0.6,0.4,0.69,0.31,0.52,0.48,0.56,0.44,SAS,4.22,0.91,2.25,0.42,0.74,29.59,25.47,77.42,0.44,7.54,2.18,0.05,2.69,2.16,7.86,12.0,2.56,6.8,9.43,2.3,4.1,0.71,0.0,1972.86,0.54,262.62,76.9,62.16,859.84,5.97,37.19,30.25,26.24,140.27,30.17,75.26,171.39
5,1,4.4,0,0.4,0.0,0.0,817.7,1959.9,570.4,761.6,275.1,337.9,762.5,1100.4,471.6,684.9,205.0,514.8,167.1,845.9,2082.1,708.5,138.0,436.5,364.0,1056.5,504.6,684.0,273.1,424.5,141.5,32.8,138672.0,0.5,0.5,0.62,0.38,0.38,0.62,0.5,0.5,SAS,4.75,0.97,2.06,0.42,0.72,31.49,24.39,75.69,0.44,3.33,1.34,0.02,1.49,1.29,4.38,8.16,1.46,3.87,6.58,1.81,1.71,0.67,0.0,1975.87,0.59,280.96,81.34,64.76,851.3,6.79,49.47,27.34,21.39,160.25,32.41,69.59,171.53
6,1,5.27,0,0.27,0.0,0.0,815.8,1953.27,542.93,717.07,265.73,325.93,742.0,1067.93,478.73,665.93,227.33,514.2,146.73,859.93,2055.73,660.33,149.33,447.33,350.67,1049.0,528.07,664.0,275.4,447.0,137.33,33.2,140020.33,0.42,0.58,0.53,0.47,0.31,0.69,0.43,0.57,SAS,3.22,0.98,1.83,0.42,0.69,28.49,23.34,63.52,0.27,3.04,0.49,0.0,1.71,1.44,3.54,5.89,1.19,2.9,4.12,1.32,2.78,0.63,0.07,1975.57,0.5,235.53,69.39,70.77,747.45,7.54,28.27,43.38,5.75,102.29,29.64,57.67,158.13
7,1,6.0,0,0.17,0.0,0.0,796.07,1920.0,524.93,689.53,291.07,301.8,723.73,1025.53,460.07,659.87,218.8,520.2,125.8,875.6,2063.0,638.8,148.13,436.33,352.27,1060.87,544.07,668.07,277.0,444.2,141.47,33.6,141577.53,0.33,0.67,0.44,0.56,0.23,0.77,0.31,0.69,SAS,2.64,0.76,1.76,0.41,0.77,28.95,20.55,57.43,0.3,3.41,0.25,0.0,1.11,0.98,2.36,4.07,1.06,1.72,3.11,1.22,2.32,0.61,0.0,1977.23,0.54,204.08,55.99,71.13,734.57,7.29,22.31,50.79,5.82,84.13,24.13,55.1,160.17
8,1,6.27,1,0.07,0.0,0.0,832.93,2031.6,514.33,677.87,383.6,316.47,749.6,1066.07,483.0,643.67,228.53,511.13,107.0,914.07,2131.6,634.27,155.53,445.0,358.33,1123.8,555.07,658.6,270.13,458.93,136.87,33.87,137925.6,0.32,0.68,0.39,0.61,0.26,0.74,0.35,0.65,SAS,4.05,1.11,1.89,0.41,0.78,30.34,26.71,71.17,0.34,3.43,1.3,0.07,1.69,1.56,4.59,6.22,1.34,3.45,3.32,1.95,2.66,0.68,0.02,1978.35,0.53,260.38,68.53,71.02,842.37,7.93,37.41,46.04,13.28,135.61,35.02,60.93,163.87
9,1,5.0,1,0.33,0.17,0.0,865.53,2089.8,490.6,634.73,458.67,316.87,756.2,1073.07,513.87,642.6,247.67,525.73,108.73,916.87,2140.13,647.07,154.27,450.0,358.87,1135.87,545.93,642.07,265.67,502.0,136.2,34.0,134234.53,0.4,0.6,0.41,0.59,0.38,0.62,0.42,0.58,SAS,4.24,1.03,2.03,0.43,0.81,29.98,26.54,74.58,0.38,7.18,2.14,0.12,2.98,2.82,7.9,14.82,2.41,5.8,7.29,5.38,6.13,0.69,0.01,1978.28,0.41,264.7,66.25,71.08,845.45,8.34,37.69,46.33,16.97,146.27,34.53,66.66,165.26
10,1,3.47,1,0.6,0.47,0.17,885.47,2098.33,511.13,648.4,503.47,293.2,787.6,1080.8,550.13,625.33,259.47,526.93,120.33,916.13,2187.87,641.87,148.93,459.53,368.73,1162.2,529.67,648.2,268.4,517.47,127.0,34.0,132226.8,0.51,0.49,0.57,0.43,0.46,0.54,0.46,0.54,SAS,4.17,1.03,1.96,0.43,0.81,30.51,24.78,70.07,0.36,11.48,2.44,0.09,4.92,3.99,10.72,20.62,4.42,9.92,14.84,6.17,9.81,0.67,0.06,1978.38,0.41,267.72,70.72,70.8,826.53,8.27,32.9,55.26,17.05,150.21,36.6,69.76,164.4
11,1,3.27,1,0.63,0.37,0.13,909.8,2142.73,505.47,642.2,600.0,288.13,789.2,1077.33,573.87,614.47,260.6,522.0,121.73,944.93,2231.93,639.4,155.6,474.33,370.27,1180.27,525.07,646.87,267.6,517.33,123.53,34.0,130351.0,0.52,0.48,0.6,0.4,0.43,0.57,0.49,0.51,SAS,3.73,1.34,1.9,0.42,0.82,31.47,26.8,71.05,0.36,8.5,1.77,0.1,3.79,3.32,9.06,13.79,4.31,6.94,12.66,4.16,10.43,0.7,0.03,1979.08,0.59,311.02,77.65,70.05,891.8,7.36,30.28,88.89,15.77,132.96,47.38,66.68,158.62
2,1,8.0,0,0.0,0.0,0.0,667.0,1740.0,379.0,561.0,364.0,256.0,537.0,793.0,390.0,648.0,255.0,525.0,93.0,778.0,1721.0,654.0,117.0,334.0,288.0,1009.0,506.0,618.0,284.0,529.0,123.0,32.0,142594.0,0.19,0.81,0.25,0.75,0.12,0.88,0.19,0.81,SEA,2.49,0.87,1.67,0.38,0.61,28.69,13.49,62.7,0.27,0.06,0.0,0.0,0.11,0.0,0.0,0.06,0.0,0.11,0.0,0.06,0.11,0.52,0.0,1971.96,0.64,147.74,32.77,72.45,602.85,4.22,20.79,33.91,9.26,70.91,25.96,47.74,162.44
3,1,8.0,1,0.0,0.0,0.0,681.67,1794.0,403.0,591.0,396.0,289.33,569.0,858.33,404.67,619.33,267.0,462.33,115.67,761.33,1740.33,590.67,122.33,328.0,293.33,1037.67,496.67,598.0,246.67,522.33,125.67,32.0,111036.0,0.27,0.73,0.29,0.71,0.25,0.75,0.25,0.75,SEA,3.45,1.03,1.43,0.38,0.67,29.63,18.19,67.99,0.37,0.0,0.33,0.0,0.22,0.0,0.44,1.0,0.0,0.22,0.22,0.11,1.0,0.58,0.0,1974.96,0.89,188.54,42.95,72.68,702.44,5.35,31.04,57.0,19.08,103.75,31.18,42.85,164.61
4,1,6.0,0,0.25,0.0,0.0,737.83,1871.0,410.5,567.0,451.0,325.67,601.0,926.67,459.33,621.17,274.5,469.67,133.33,772.17,1779.17,588.83,112.17,335.0,300.17,1003.33,492.33,580.5,250.33,526.67,125.33,32.0,111405.0,0.4,0.6,0.46,0.54,0.34,0.66,0.37,0.63,SEA,3.32,1.11,1.81,0.41,0.76,29.17,21.49,61.33,0.31,3.26,0.67,0.0,1.2,0.84,2.97,3.0,1.62,1.98,2.7,0.92,4.39,0.63,0.0,1975.59,0.37,241.54,57.24,71.57,755.1,6.38,29.87,68.73,17.51,101.79,35.24,56.84,162.52
5,1,5.6,1,0.15,0.0,0.0,798.7,1940.6,423.1,567.0,470.6,332.2,653.4,985.6,494.8,630.3,257.5,467.8,135.2,800.9,1883.1,589.7,125.3,375.8,320.9,1018.4,477.8,576.3,248.2,499.6,116.8,32.8,115185.8,0.45,0.55,0.58,0.42,0.32,0.68,0.4,0.6,SEA,4.21,1.03,1.9,0.42,0.75,29.75,21.25,67.19,0.37,1.75,0.36,0.03,0.88,0.48,2.1,2.8,1.28,1.67,2.27,0.94,1.75,0.64,0.09,1976.37,0.64,283.45,59.95,72.64,781.22,8.11,39.07,73.38,17.44,130.49,33.14,60.0,166.88
6,1,4.4,1,0.43,0.33,0.33,823.47,1968.73,456.73,603.33,460.07,338.13,671.93,1010.07,513.87,641.87,272.33,478.2,133.8,817.6,1918.4,590.47,129.87,380.87,314.93,1006.27,487.53,610.2,249.47,508.73,123.53,33.2,121554.2,0.5,0.5,0.64,0.36,0.35,0.65,0.47,0.53,SEA,4.02,0.92,1.86,0.42,0.77,29.68,19.25,62.47,0.35,8.31,1.63,0.0,3.36,2.38,6.86,12.8,3.58,5.84,8.53,3.81,6.65,0.62,0.13,1978.63,0.47,277.43,62.54,72.94,766.04,7.97,35.22,81.18,22.13,135.38,32.18,63.47,166.07
7,1,3.27,1,0.5,0.27,0.27,864.6,2018.8,492.87,635.8,455.0,338.07,717.53,1055.6,526.13,648.53,249.73,490.4,143.8,847.67,2018.27,606.93,132.33,398.6,323.2,1009.4,513.6,639.4,254.27,483.73,133.8,33.6,131619.33,0.55,0.45,0.74,0.26,0.37,0.63,0.53,0.47,SEA,3.99,0.76,1.7,0.42,0.75,29.98,20.44,68.64,0.34,5.69,1.3,0.0,2.79,2.11,6.59,10.64,2.71,4.64,6.52,2.75,5.64,0.6,0.09,1979.01,0.74,239.38,57.16,72.98,744.24,7.82,36.86,60.86,20.23,136.02,26.58,57.32,171.9
8,1,3.2,1,0.53,0.2,0.2,908.13,2066.47,524.0,667.8,460.93,334.87,762.2,1097.07,527.73,662.93,241.07,521.2,139.13,886.13,2107.0,644.27,144.07,432.33,324.4,1015.47,519.53,661.07,270.2,480.47,129.0,33.87,139285.4,0.56,0.44,0.69,0.31,0.42,0.58,0.54,0.46,SEA,3.81,0.74,1.72,0.41,0.75,29.47,18.76,62.87,0.36,5.39,1.34,0.03,2.67,1.94,5.67,9.62,2.27,4.37,6.98,2.42,6.46,0.56,0.16,1979.85,0.63,228.89,56.01,72.71,686.87,7.47,32.89,59.37,17.33,122.7,25.08,56.74,167.86
9,1,3.4,1,0.53,0.13,0.13,934.53,2122.6,552.0,693.73,517.33,335.93,790.8,1126.73,528.87,651.53,238.47,530.4,142.47,927.8,2198.87,631.4,163.53,470.13,327.53,1043.93,547.27,662.73,273.2,482.8,124.0,34.0,140220.67,0.54,0.46,0.69,0.31,0.38,0.62,0.53,0.47,SEA,4.54,1.01,1.83,0.42,0.75,30.21,20.74,62.45,0.45,7.37,2.37,0.0,3.63,2.81,8.14,17.92,2.93,6.17,12.0,6.04,4.78,0.64,0.25,1978.97,0.36,251.15,71.99,73.34,774.18,7.24,44.31,49.43,20.81,155.67,33.6,60.69,170.91
10,1,2.93,1,0.53,0.07,0.07,927.93,2128.6,559.07,712.53,502.87,336.87,807.6,1144.47,527.73,661.67,247.53,533.53,142.13,913.87,2204.87,649.93,169.13,499.2,328.6,1063.4,537.13,669.8,272.0,494.2,120.87,34.0,141220.67,0.57,0.43,0.77,0.23,0.38,0.62,0.57,0.43,SEA,3.85,0.87,1.8,0.42,0.75,30.98,18.56,69.32,0.38,5.33,1.42,0.02,3.13,1.79,6.35,11.0,2.21,5.09,7.34,3.34,4.88,0.59,0.08,1980.59,0.58,227.71,62.47,72.42,733.52,6.78,35.79,52.06,18.38,128.12,29.0,60.82,172.08
11,1,2.67,1,0.5,0.0,0.0,924.07,2131.47,559.8,713.6,502.53,329.93,807.07,1137.0,529.8,677.8,256.47,542.27,145.0,905.8,2197.87,659.53,182.93,536.8,331.0,1074.8,530.53,669.27,273.6,515.2,122.33,34.0,138695.93,0.58,0.42,0.77,0.23,0.38,0.62,0.6,0.4,SEA,4.07,0.95,1.92,0.42,0.79,30.93,23.72,74.31,0.43,8.0,1.23,0.03,3.63,2.98,8.77,13.57,2.64,6.67,9.85,3.89,9.95,0.68,0.17,1980.3,0.74,273.06,71.05,72.28,846.81,7.0,36.82,75.26,14.69,139.53,32.08,66.68,171.87
2,0,4.0,0,0.5,0.0,0.0,832.0,1813.0,403.0,578.0,335.0,300.0,646.0,946.0,521.0,597.0,245.0,506.0,126.0,845.0,1875.0,555.0,149.0,397.0,299.0,911.0,513.0,595.0,261.0,456.0,102.0,32.0,244134.0,0.44,0.56,0.44,0.56,0.44,0.56,0.62,0.38,WAS,4.68,1.18,2.09,0.48,0.69,31.32,26.98,79.57,0.43,3.89,1.23,0.0,1.83,1.6,4.13,6.84,2.28,4.62,3.68,1.97,3.14,0.73,0.0,1972.79,0.52,296.79,63.31,73.61,927.44,6.66,48.12,45.38,22.6,155.7,39.99,71.0,172.28
