year,confID,rank,playoff,firstRound,semis,finals,o_fgm,o_fga,o_ftm,o_fta,o_3pm,o_3pa,o_oreb,o_dreb,o_reb,o_asts,o_pf,o_stl,o_to,o_blk,o_pts,d_fgm,d_fga,d_ftm,d_fta,d_3pm,d_3pa,d_oreb,d_dreb,d_reb,d_asts,d_pf,d_stl,d_to,d_blk,d_pts,GP,min,attend,win_percentage,loss_percentage,home_win_percentage,home_loss_percentage,away_win_percentage,away_loss_percentage,conference_win_percentage,conference_loss_percentage,tmID,W_post,L_post,GS_weighted_mean,minutes_weighted_mean,points_weighted_mean,oRebounds_weighted_mean,dRebounds_weighted_mean,rebounds_weighted_mean,assists_weighted_mean,steals_weighted_mean,blocks_weighted_mean,turnovers_weighted_mean,PF_weighted_mean,fgAttempted_weighted_mean,fgMade_weighted_mean,ftAttempted_weighted_mean,ftMade_weighted_mean,threeAttempted_weighted_mean,total_points_weighted_mean,total_rebounds_weighted_mean,total_assists_weighted_mean,total_blocks_weighted_mean,total_steals_weighted_mean,total_turnovers_weighted_mean,FG%_weighted_mean,FT%_weighted_mean,award_weighted_mean,Avg_Points_Per_Game_weighted_mean,Avg_Rebounds_Per_Game_weighted_mean,Avg_Assists_Per_Game_weighted_mean,Avg_Blocks_Per_Game_weighted_mean,Avg_Steals_Per_Game_weighted_mean,Avg_Turnovers_Per_Game_weighted_mean,Usability_weighted_mean,POSITION_METRIC_weighted_mean,num_trophies
4,0,,1,,,,,,,0.34839393939393937,0.5647272727272727,,0.29784848484848486,,,0.3403333333333334,,0.24081818181818182,0.11927272727272728,0.2883333333333334,,,,,,,0.13257575757575757,0.2595454545454545,0.10042424242424243,,0.3112727272727273,,0.20260606060606065,0.16115151515151518,0.297969696969697,,,,0.23660606060606063,,,,,,,,,CHA,,,,,,,,,,,,,,,,,,,,,,12.081185094673213,,,0.39977894709940653,0.7324366354901878,,,3.74481362075056,,,,,0.5994396612935968,0.3285653829222529,0.0
4,0,,1,,,,,,,0.1668787878787879,0.2497878787878788,,0.2657575757575758,,,0.3455757575757576,,0.2776969696969697,0.2006969696969697,0.1341515151515152,,,,,,,0.25412121212121214,0.09730303030303031,0.1453030303030303,,0.37372727272727274,,0.2877878787878788,0.26330303030303026,0.31942424242424244,,,,0.4474848484848485,,,,,,,,,CLE,,,,,,,,,,,,,,,,,,,,,,9.057026489914943,,,0.40913783039648,0.7303117086394794,,,3.797070845077009,,,,,0.598434330906998,0.29905768163199076,0.060606060606060615
4,0,,1,,,,,,,0.3666060606060606,0.4196666666666667,,0.42809090909090913,,,0.20357575757575758,,0.6126363636363636,0.32827272727272727,0.3597272727272728,,,,,,,0.25481818181818183,0.4428787878787879,0.2852424242424243,,0.46312121212121216,,0.4696060606060607,0.5797575757575758,0.28900000000000003,,,,0.28848484848484857,,,,,,,,,CON,,,,,,,,,,,,,,,,,,,,,,11.277157764838883,,,0.41323933707404714,0.7378009794138796,,,3.6278027684430354,,,,,0.6243405897250899,0.4018049945571593,0.0
4,0,,1,,,,,,,0.36003030303030303,0.2576666666666667,,0.49915151515151523,,,0.29521212121212126,,0.13721212121212123,0.5154242424242425,0.3245454545454546,,,,,,,0.2052121212121212,0.20415151515151517,0.29433333333333334,,0.23948484848484852,,0.5025151515151516,0.2797272727272727,0.4336666666666667,,,,0.21027272727272728,,,,,,,,,DET,,,,,,,,,,,,,,,,,,,,,,10.198395252211906,,,0.39892059655779344,0.7163704462758496,,,3.5919452911091545,,,,,0.5499507529362899,0.41326983051490074,0.0
4,1,,1,,,,,,,0.2508787878787879,0.2739393939393939,,0.3415454545454546,,,0.18675757575757576,,0.38387878787878793,0.17339393939393938,0.3356060606060606,,,,,,,0.35469696969696973,0.2071818181818182,0.26696969696969697,,0.2081818181818182,,0.3903030303030304,0.2496969696969697,0.1273030303030303,,,,0.6395757575757577,,,,,,,,,HOU,,,,,,,,,,,,,,,,,,,,,,13.084020547336952,,,0.3927209659768003,0.7135968311279743,,,4.243843012831869,,,,,0.615016243321044,0.3344778558195138,1.1212121212121213
4,0,,0,,,,,,,0.27603030303030307,0.502909090909091,,0.29333333333333333,,,0.2184848484848485,,0.38969696969696976,0.22915151515151516,0.2913030303030303,,,,,,,0.24630303030303033,0.1628787878787879,0.21624242424242424,,0.47163636363636363,,0.27627272727272734,0.3050606060606061,0.5042727272727273,,,,0.4033030303030304,,,,,,,,,IND,,,,,,,,,,,,,,,,,,,,,,10.508162218057628,,,0.3972973298094456,0.7797896316343692,,,3.665038429924436,,,,,0.5842874420295165,0.2907580185150743,0.6060606060606061
4,1,,1,,,,,,,0.39203030303030306,0.5336060606060606,,0.4412727272727273,,,0.6742727272727274,,0.42360606060606065,0.34748484848484845,0.5886666666666667,,,,,,,0.5073333333333334,0.2218787878787879,0.19566666666666666,,0.42615151515151517,,0.4160909090909091,0.2505151515151515,0.301,,,,0.5515151515151515,,,,,,,,,LAS,,,,,,,,,,,,,,,,,,,,,,25.923533098637215,,,0.43910381233219825,0.7348149395792879,,,5.44155884481002,,,,,0.6321964076504462,0.40267837501336523,0.9393939393939394
4,1,,1,,,,,,,0.3863939393939394,0.49642424242424243,,0.30260606060606066,,,0.23200000000000004,,0.1849090909090909,0.4875757575757576,0.29387878787878785,,,,,,,0.2400909090909091,0.24493939393939396,0.19642424242424245,,0.3746666666666667,,0.4764545454545455,0.3154848484848485,0.3688181818181819,,,,0.36903030303030304,,,,,,,,,MIN,,,,,,,,,,,,,,,,,,,,,,7.772944151982072,,,0.37468177563362315,0.6932685407365392,,,3.150017479453661,,,,,0.5822612082723352,0.3460923113892189,0.060606060606060615
4,0,,0,,,,,,,0.183,0.39554545454545453,,0.08606060606060606,,,0.42272727272727273,,0.40009090909090916,0.19190909090909092,0.20345454545454547,,,,,,,0.23445454545454547,0.24072727272727276,0.24303030303030304,,0.10733333333333334,,0.19360606060606061,0.36324242424242426,0.099,,,,0.9035454545454545,,,,,,,,,NYL,,,,,,,,,,,,,,,,,,,,,,13.009530817656023,,,0.43965620339622996,0.7078671716254408,,,4.367555594615136,,,,,0.647550541022391,0.41166184348371526,0.393939393939394
4,1,,0,,,,,,,0.22472727272727275,0.17993939393939395,,0.24575757575757576,,,0.2328787878787879,,0.4808787878787879,0.41330303030303034,0.2974545454545455,,,,,,,0.16915151515151516,0.2894848484848485,0.3271818181818182,,0.46760606060606064,,0.4885757575757576,0.43266666666666675,0.39881818181818185,,,,0.40969696969696967,,,,,,,,,PHO,,,,,,,,,,,,,,,,,,,,,,9.190639130909297,,,0.3888761531067305,0.7446744751454359,,,2.8243385802847722,,,,,0.5062073247531869,0.3279556382385844,0.6060606060606061
4,1,,1,,,,,,,0.4171818181818182,0.3112424242424243,,0.4220909090909092,,,0.4548787878787879,,0.40236363636363637,0.26581818181818184,0.4266363636363637,,,,,,,0.2645454545454546,0.4500909090909091,0.34421212121212125,,0.3603939393939394,,0.29948484848484846,0.39621212121212124,0.4536060606060606,,,,0.4064545454545455,,,,,,,,,SAC,,,,,,,,,,,,,,,,,,,,,,14.959562515386857,,,0.40359712200939313,0.709669941043539,,,4.231193302045724,,,,,0.6277320200876305,0.35587562613223916,0.0
4,1,,0,,,,,,,0.7637272727272728,0.1050909090909091,,0.41763636363636364,,,0.3614848484848485,,0.16912121212121212,0.4614848484848485,0.6956363636363636,,,,,,,0.18730303030303033,0.479969696969697,0.1854848484848485,,0.33157575757575763,,0.4698787878787879,0.13703030303030303,0.5587272727272727,,,,0.2847272727272727,,,,,,,,,SAS,,,,,,,,,,,,,,,,,,,,,,23.290728615475864,,,0.4297676181711928,0.7626630492924444,,,4.992779226474937,,,,,0.6649078578825758,0.4453146371179718,0.0
4,1,,0,,,,,,,0.2326666666666667,0.44166666666666665,,0.4517878787878788,,,0.28136363636363637,,0.4858787878787879,0.24672727272727274,0.49969696969696964,,,,,,,0.046303030303030304,0.19784848484848488,0.34345454545454546,,0.346030303030303,,0.33445454545454545,0.5282424242424243,0.4040909090909091,,,,0.2508787878787879,,,,,,,,,SEA,,,,,,,,,,,,,,,,,,,,,,14.881373624782032,,,0.38102456992889444,0.7181275668329805,,,3.3230335823878994,,,,,0.5617999542703888,0.31072450337390894,0.0
